N	2gram	Propp_Isto_3	Myslijsy
1	потому что	3	46
2	в том	9	32
3	и в	22	30
4	может быть	11	28
5	то же	6	23
6	не только	14	21
7	только в	4	21
8	для нас	4	20
9	но и	12	19
10	того что	5	18
11	том что	8	18
12	то что	7	18
13	не есть	1	17
14	что в	15	17
15	по себе	1	16
16	и не	12	15
17	не в	4	15
18	а не	6	15
19	таким образом	10	14
20	что и	9	13
21	так как	7	13
22	если бы	6	12
23	вместе с	9	12
24	а в	6	12
25	точно так	2	12
26	так и	2	11
27	этого слова	1	11
28	как в	2	10
29	в этом	17	10
30	как и	3	10
31	в то	2	10
32	и что	2	10
33	мы не	1	9
34	из этих	3	9
35	в нем	9	9
36	было бы	3	9
37	между тем	2	9
38	и то	2	8
39	в ней	2	8
40	от того	1	8
41	что не	2	8
42	что мы	1	8
43	есть не	1	7
44	с одной	2	7
45	но не	7	7
46	с тем	2	7
47	тем что	4	7
48	как мы	8	7
49	так что	5	7
50	вовсе не	2	7
51	с другой	7	7
52	смысле этого	1	7
53	к тому	3	7
54	например в	2	6
55	то это	2	6
56	с этим	8	6
57	с ним	1	6
58	не имеет	2	6
59	указывает на	1	6
60	там же	2	6
61	что он	9	6
62	уже не	7	6
63	то и	6	6
64	из них	7	6
65	не может	4	6
66	но это	3	6
67	есть представление	1	6
68	человека и	1	5
69	и т	16	5
70	еще не	10	5
71	по отношению	2	5
72	независимо от	2	5
73	по которому	1	5
74	в своем	2	5
75	и как	3	5
76	не следует	1	5
77	с другими	1	5
78	и тем	1	5
79	в них	6	5
80	можно видеть	2	5
81	к ней	4	5
82	как на	1	5
83	в каком	1	5
84	не менее	5	5
85	по тому	1	5
86	уже в	1	5
87	одно из	1	5
88	есть только	2	5
89	тому как	1	5
90	отношению к	2	5
91	сказать что	3	5
92	от своих	2	4
93	столь же	1	4
94	не все	6	4
95	относится к	2	4
96	не было	2	4
97	что это	1	4
98	бы не	1	4
99	при понимании	1	4
100	он не	5	4
101	перестает быть	1	4
102	но вместе	1	4
103	одной и	1	4
104	и по	1	4
105	и наоборот	1	4
106	мы видели	13	4
107	в один	1	4
108	в котором	2	4
109	на мысль	1	4
110	того как	1	4
111	и его	4	4
112	до того	1	4
113	на это	2	4
114	и это	2	4
