N	2gram	Medvedev_F_3	Morfolog
1	может быть	25	52
2	и т	11	49
3	т д	6	47
4	и пр	15	40
5	таким образом	18	20
6	не может	24	17
7	в этих	3	16
8	т е	32	16
9	могут быть	4	15
10	этих случаях	1	14
11	с этим	1	14
12	и в	27	13
13	действующих лиц	2	13
14	в этом	18	13
15	так как	9	12
16	и др	2	12
17	связи с	5	11
18	чаще всего	1	11
19	мы видим	1	11
20	то же	15	9
21	мы имеем	1	9
22	так и	21	9
23	этом случае	1	9
24	прежде всего	4	9
25	а не	17	9
26	в связи	4	9
27	и не	30	9
28	что и	2	8
29	с другой	6	8
30	по существу	1	8
31	в результате	5	8
32	имеем в	1	7
33	и этим	1	7
34	трудная задача	1	7
35	в качестве	1	7
36	все же	6	7
37	но если	2	7
38	но не	5	6
39	это не	3	6
40	подобно тому	4	6
41	не могут	10	6
42	и здесь	1	6
43	в форме	1	6
44	в том	7	6
45	а в	1	6
46	мы не	4	5
47	во всех	3	5
48	тому как	5	5
49	то что	8	5
50	не менее	7	5
51	потому что	7	5
52	этот элемент	1	5
53	один из	1	5
54	мы увидим	2	5
55	если мы	7	5
56	сюда же	1	5
57	как бы	8	5
58	тех же	1	4
59	то это	1	4
60	что его	1	4
61	то мы	3	4
62	как в	4	4
63	хотя и	1	4
64	и как	4	4
65	ни одна	1	4
66	не только	9	4
67	три года	1	4
68	на этом	2	4
69	следующим образом	1	4
70	об этом	1	4
71	его в	7	4
72	было бы	6	4
73	вовсе не	28	4
74	как и	14	4
75	точки зрения	16	4
76	с точки	14	4
77	тем не	2	4
78	ничего не	2	4
79	тем что	5	4
80	в других	1	4
81	как мы	8	4
82	по отношению	3	4
83	случае не	1	4
84	и затем	1	4
85	другой стороны	5	4
86	там где	7	4
87	так же	9	4
88	оно может	1	4
89	отношению к	3	4
90	героя в	3	4
91	что в	8	4
92	самом деле	16	3
93	на самом	14	3
94	в первом	1	3
95	и для	6	3
96	как таковые	1	3
97	между собой	4	3
98	независимо от	5	3
99	как таковое	1	3
100	но в	6	3
101	в целом	4	3
102	в нашем	1	3
103	в пределах	8	3
104	и по	1	3
105	но все	1	3
106	вопрос как	1	3
107	входит в	8	3
108	из них	2	3
109	ни в	8	3
110	сам он	2	3
111	и вне	2	3
112	том что	4	3
113	в то	7	3
114	реагирует на	1	3
115	в сущности	2	3
116	на него	1	3
117	того чтобы	5	3
118	условный знак	1	3
119	здесь же	1	3
120	от того	2	3
121	раз он	1	3
122	если бы	12	3
123	но и	10	3
124	он не	1	3
125	в какой	3	3
126	и ее	6	3
127	не происходит	1	3
128	в начале	1	3
129	а то	1	3
130	друг друга	5	3
131	мы можем	4	3
132	не является	5	3
133	что они	5	3
134	пр и	1	3
135	для этой	1	3
136	форма в	2	3
137	но это	2	3
138	кроме того	1	3
139	мы должны	2	3
140	же в	1	3
141	героя и	2	3
142	в последнем	2	3
143	если же	5	3
144	можно назвать	1	3
145	смысле слова	2	2
146	как это	4	2
147	тем же	7	2
148	собственном смысле	1	2
149	формы эти	1	2
150	как таковая	3	2
151	совсем не	5	2
152	друг на	1	2
153	герой не	1	2
154	рассказы о	1	2
155	то в	2	2
156	та же	1	2
157	не значит	2	2
158	чтобы овладеть	1	2
159	в нее	1	2
160	можно было	1	2
161	мы уже	3	2
162	большинстве случаев	5	2
163	и иных	1	2
164	в ином	1	2
165	оно как	1	2
166	о характере	1	2
167	с тем	7	2
168	на друга	1	2
169	и тогда	2	2
170	на первый	1	2
171	для него	1	2
172	и при	1	2
173	настоящее время	1	2
174	и более	3	2
175	однако в	2	2
176	все эти	6	2
177	что эта	1	2
178	герою в	1	2
179	одна из	2	2
180	элемент в	1	2
181	что ни	2	2
182	такой случай	1	2
183	камень и	1	2
184	и его	19	2
185	так например	1	2
186	в каком	2	2
187	они и	3	2
188	для того	4	2
189	оно не	3	2
190	утверждать что	1	2
191	совершается в	3	2
192	вывод что	1	2
193	здесь не	2	2
194	в в	1	2
195	в собственном	1	2
196	можно сделать	1	2
197	и что	3	2
198	если они	2	2
199	не с	1	2
200	ясно что	3	2
201	является в	2	2
202	создает новый	2	2
203	другой не	1	2
204	о том	4	2
205	с одной	1	2
206	можно сказать	3	2
207	так если	1	2
208	по их	1	2
209	ни к	1	2
210	путь к	1	2
211	и только	2	2
212	является результатом	2	2
213	того что	3	2
214	как например	1	2
215	быть и	1	2
216	хотя бы	6	2
217	что он	6	2
218	только в	8	2
219	себя в	1	2
220	уже не	3	2
221	или на	2	2
222	вопроса о	1	2
223	в большинстве	4	2
224	или не	1	2
225	от других	2	2
226	или просто	1	2
227	его и	3	2
228	от отца	1	2
229	как их	2	2
230	момент в	1	2
231	из двух	1	2
232	без всякой	2	2
233	а на	2	2
234	не знает	1	2
235	сказать что	3	2
236	совершенно одинаково	1	2
237	быть определен	1	2
238	что мы	1	2
239	в частности	1	2
240	к другой	1	2
241	одной стороны	1	2
242	основные элементы	1	2
243	или с	1	2
244	но для	2	2
245	тем и	1	2
246	в настоящее	1	2
247	от него	2	2
248	не от	2	2
249	одной из	2	2
250	к этому	2	2
251	таком случае	1	1
252	функции в	3	1
253	и то	1	1
254	действия она	1	1
255	он может	2	1
256	дело обстоит	1	1
257	между двумя	1	1
258	это достигается	1	1
259	вне своего	1	1
260	противном случае	1	1
261	формы т	1	1
262	в доме	1	1
263	быть действительно	1	1
264	есть не	1	1
265	она в	1	1
266	или наоборот	1	1
267	так герой	1	1
268	религии в	1	1
269	так чтобы	2	1
270	что это	3	1
271	оно есть	1	1
272	теперь спрашивается	1	1
273	ему в	1	1
274	в виду	3	1
275	относить к	1	1
276	он был	4	1
277	служит для	1	1
278	тем как	1	1
279	основано на	1	1
280	и художественной	2	1
281	мы еще	2	1
282	все разновидности	1	1
283	коем случае	1	1
284	явлений и	1	1
285	не входит	1	1
286	значение и	1	1
287	отличие от	2	1
288	может произойти	1	1
289	оно является	1	1
290	она есть	3	1
291	или иное	2	1
292	это выразить	1	1
293	его не	1	1
294	данный момент	2	1
295	вот как	2	1
296	для всех	1	1
297	далее мы	1	1
298	более и	1	1
299	в противном	1	1
300	может получить	1	1
301	но эта	2	1
302	и сюжета	1	1
303	и был	1	1
304	это определение	1	1
305	не связаны	1	1
306	смысла но	2	1
307	со своей	1	1
308	очень многие	1	1
309	к другому	2	1
310	это утверждение	2	1
311	формы в	3	1
312	предметов и	1	1
313	из этих	2	1
314	что так	1	1
315	не в	12	1
316	в этой	2	1
317	остановиться на	1	1
318	и тот	1	1
319	значение героя	1	1
320	изучены и	1	1
321	но ведь	4	1
322	на то	1	1
323	и отсутствовать	1	1
324	а вовсе	4	1
325	зрения его	3	1
326	вообще не	2	1
327	что она	2	1
328	главным образом	2	1
329	время и	1	1
330	всех этих	2	1
331	в россии	2	1
332	ни были	1	1
333	и этот	1	1
334	лишь с	2	1
335	одно и	1	1
336	форма у	1	1
337	в каждом	5	1
338	и показать	1	1
339	то ни	4	1
340	через все	1	1
341	и может	1	1
342	же касается	1	1
343	на все	2	1
344	те или	1	1
345	с другими	1	1
346	от одного	2	1
347	совершенно непонятно	2	1
348	все другие	1	1
349	и тем	3	1
350	даже в	2	1
351	кажется что	2	1
352	в это	1	1
353	от действия	2	1
354	из нее	2	1
355	нет в	1	1
356	о которых	1	1
357	превращаются в	2	1
358	элементы которые	1	1
359	следует и	1	1
360	шкловский и	1	1
361	переходим к	1	1
362	между собою	1	1
363	характерно что	2	1
364	чем в	1	1
365	сюжета мы	1	1
366	может идти	1	1
367	как таковой	3	1
368	нисколько не	2	1
369	этот материал	1	1
370	не выдерживает	1	1
371	нужно только	1	1
372	в наши	1	1
373	том как	2	1
374	и их	5	1
375	с различными	1	1
376	или точнее	2	1
377	именно и	1	1
378	в их	1	1
379	мы говорили	1	1
380	в первый	1	1
381	что говорит	1	1
382	могло бы	1	1
383	значение для	1	1
384	наука о	3	1
385	для данного	4	1
386	при этом	8	1
387	но он	1	1
388	теми же	1	1
389	все это	7	1
390	где нет	2	1
391	бы быть	2	1
392	есть всегда	1	1
393	тому что	3	1
394	и очень	2	1
395	и обратное	1	1
396	она не	4	1
397	задачи и	1	1
398	то с	1	1
399	лишь к	2	1
400	а от	1	1
401	для меня	1	1
402	она могла	1	1
403	самого начала	1	1
404	меня не	1	1
405	объединяются по	1	1
406	принадлежат к	2	1
407	того как	1	1
408	или другие	1	1
409	и притом	2	1
410	это нисколько	1	1
411	весь этот	2	1
412	в основе	3	1
413	как его	9	1
414	дело не	2	1
415	иметь в	1	1
416	этой схемы	1	1
417	вытекает из	2	1
418	этим они	1	1
419	в другое	1	1
420	всего дает	1	1
421	больше чем	1	1
422	с религией	1	1
423	же время	7	1
424	здесь играет	1	1
425	как таковых	1	1
426	за исключением	1	1
427	же он	2	1
428	е не	1	1
429	понимает под	1	1
430	деле он	1	1
431	и делает	1	1
432	нет они	1	1
433	с другом	1	1
434	одним из	3	1
435	у нас	3	1
436	в коем	1	1
437	другой ее	1	1
438	в момент	1	1
439	но там	1	1
440	в америке	1	1
441	если он	1	1
442	это диктуется	2	1
443	к тому	4	1
444	той или	1	1
445	не есть	4	1
446	что при	1	1
447	не делает	1	1
448	с ее	2	1
449	как не	2	1
450	людей в	1	1
451	что там	1	1
452	же не	1	1
453	данном случае	4	1
454	как по	1	1
455	распределяются и	1	1
456	него самого	1	1
457	на той	1	1
458	с самого	1	1
459	вне этих	1	1
460	роль в	4	1
461	что такой	1	1
462	те случаи	1	1
463	те же	3	1
464	в плоскости	5	1
465	еще в	3	1
466	и с	3	1
467	даны в	1	1
468	ними и	2	1
469	она для	1	1
470	этих условиях	1	1
471	но мы	1	1
472	бы то	4	1
473	и просто	1	1
474	действия здесь	1	1
475	герой является	1	1
476	там же	1	1
477	того или	1	1
478	их в	3	1
479	важно не	2	1
480	как отдельные	1	1
481	том или	1	1
482	достигается тем	1	1
483	в его	7	1
484	а потому	1	1
485	эти связи	1	1
486	что бы	1	1
487	целом и	1	1
488	если это	1	1
489	они пришли	1	1
490	в него	3	1
491	но так	2	1
492	образом как	1	1
493	материала однако	1	1
494	за другой	1	1
495	говорить о	2	1
496	и действительно	2	1
497	от материала	1	1
498	который в	1	1
499	случаи когда	1	1
500	играет роль	1	1
501	все они	1	1
502	в эти	1	1
503	от одной	1	1
504	же и	4	1
505	есть в	1	1
506	и у	1	1
507	совершаться в	2	1
508	в нашей	1	1
509	элементы служащие	1	1
510	в данной	2	1
511	е на	1	1
512	находится еще	1	1
513	за ним	1	1
514	а и	3	1
515	не так	1	1
516	всяком случае	6	1
517	но путь	1	1
518	д собственно	1	1
519	в одном	1	1
520	и со	2	1
521	которые могут	1	1
522	и никогда	1	1
523	он является	2	1
524	пр как	1	1
525	и обозначает	1	1
526	не противоречит	1	1
527	и материал	1	1
528	без такого	1	1
529	поскольку это	1	1
530	только на	4	1
531	и даже	2	1
532	со стороны	4	1
533	или иной	2	1
534	даже не	1	1
535	к разрешению	2	1
536	до сих	1	1
537	может и	3	1
538	на ее	4	1
539	именно в	1	1
540	и создает	1	1
541	человека а	1	1
542	в каких	2	1
543	еще и	1	1
544	что совершенно	1	1
545	по тем	1	1
546	материал в	4	1
547	она является	1	1
548	ничем не	1	1
549	не на	3	1
550	как ни	1	1
551	те элементы	1	1
552	следует только	1	1
553	о чем	1	1
554	для их	1	1
555	нужно иметь	1	1
556	совершенно иное	1	1
557	которыми в	2	1
558	все более	1	1
559	но оно	2	1
560	в одной	5	1
561	момент может	1	1
562	заставляя их	1	1
563	характера и	1	1
564	в данном	6	1
565	не дают	1	1
566	в течение	1	1
567	одновременно с	1	1
568	в отдельности	1	1
569	отношения к	2	1
570	друг с	1	1
571	это значит	2	1
572	от форм	1	1
573	к следующему	1	1
574	быть не	1	1
575	и самая	1	1
576	что же	5	1
577	дело идет	3	1
578	с этой	1	1
579	на другое	1	1
580	самая трудная	1	1
581	в формах	2	1
582	сих пор	1	1
583	только для	1	1
584	пришлось бы	1	1
585	же самое	3	1
586	в следующей	2	1
587	становится понятным	1	1
588	эта задача	1	1
589	она может	1	1
590	е о	1	1
591	для нас	3	1
592	и все	8	1
593	лишь как	3	1
594	бы в	6	1
595	возникает вопрос	1	1
596	ведут к	1	1
597	в круг	1	1
598	и начинается	1	1
599	не будет	1	1
600	между ними	15	1
601	состоит из	1	1
602	а ведь	1	1
603	равно как	3	1
604	материал и	2	1
605	всех других	3	1
606	и мотивировки	3	1
607	а другой	1	1
608	таким же	2	1
609	герой только	1	1
610	в таком	2	1
611	во всяком	6	1
