N	2gram	Bakhtin_Fr_7	Literetu
1	и не	7	22
2	тогда как	1	17
3	в мире	3	16
4	и в	41	16
5	при этом	3	15
6	в этом	15	14
7	не только	5	14
8	но и	9	14
9	в том	11	12
10	может быть	4	12
11	а не	2	12
12	то что	8	12
13	в частности	1	11
14	своего рода	2	10
15	не в	9	10
16	такого рода	1	10
17	то же	13	9
18	так и	10	9
19	в то	10	9
20	того что	2	9
21	в этой	13	8
22	в жизни	1	8
23	том что	4	8
24	не может	3	8
25	к себе	1	8
26	как бы	7	8
27	в своей	3	7
28	тем самым	3	7
29	же время	9	7
30	только в	6	7
31	себя в	1	7
32	точки зрения	5	7
33	еще не	2	6
34	с его	2	6
35	в себе	11	6
36	в другом	1	6
37	о том	6	6
38	и его	9	6
39	в его	12	6
40	и т.п	9	6
41	к тому	2	6
42	в году	5	5
43	отличие от	1	5
44	как в	5	5
45	тому же	1	5
46	то есть	20	5
47	это не	6	5
48	как и	14	5
49	что я	1	5
50	в основе	1	5
51	этом отношении	2	5
52	в ее	1	5
53	что он	3	5
54	в качестве	9	5
55	именно в	2	5
56	вместе с	5	5
57	а в	5	5
58	с жизнью	1	4
59	одним из	1	4
60	но не	1	4
61	по отношению	2	4
62	хотя и	4	4
63	должно быть	4	4
64	место в	4	4
65	даже в	1	4
66	никогда не	2	4
67	данном случае	1	4
68	а также	2	4
69	в начале	1	4
70	из них	3	4
71	одно из	1	4
72	в одном	3	4
73	как у	1	4
74	до конца	2	4
75	в данном	2	4
76	по существу	8	4
77	и для	5	4
78	отношению к	2	4
79	отношения к	1	3
80	например в	3	3
81	самом деле	1	3
82	едва ли	1	3
83	той же	3	3
84	с ее	3	3
85	но уже	1	3
86	однако не	1	3
87	и как	2	3
88	и наконец	4	3
89	и к	5	3
90	но в	8	3
91	и тем	1	3
92	в слове	1	3
93	с точки	3	3
94	только для	1	3
95	по своей	1	3
96	потому что	5	3
97	в области	2	3
98	в словах	2	3
99	прежде всего	11	3
100	между тем	1	3
101	все время	2	3
102	уже не	2	3
103	в самом	1	3
104	наконец в	1	3
105	те кто	2	3
106	более того	1	3
107	о чем	1	3
108	мира в	4	3
109	как это	1	3
110	душа моя	2	3
111	в романе	7	3
112	на смену	1	3
113	жизни и	3	3
114	как на	1	3
115	том числе	4	3
116	того же	3	2
117	в первом	1	2
118	как мы	11	2
119	так чтобы	1	2
120	я не	3	2
121	и на	4	2
122	новой сфере	1	2
123	время в	2	2
124	во всех	3	2
125	сказать и	1	2
126	отношение к	2	2
127	еще один	1	2
128	все же	1	2
129	себе на	1	2
130	как таковое	1	2
131	не знает	3	2
132	он в	1	2
133	но без	2	2
134	им в	1	2
135	вследствие этого	1	2
136	все они	6	2
137	в нем	7	2
138	о которой	1	2
139	в первой	2	2
140	не как	1	2
141	и вот	2	2
142	том чтобы	1	2
143	и перестановок	1	2
144	человека в	2	2
145	мог стать	1	2
146	в совершенно	1	2
147	и с	4	2
148	в глубине	1	2
149	его в	3	2
150	действительности в	1	2
151	было бы	4	2
152	и даже	1	2
153	здесь это	1	2
154	далеко не	2	2
155	со своими	1	2
156	он и	1	2
157	несмотря на	3	2
158	еще раз	1	2
159	и при	1	2
160	и ее	2	2
161	одном из	4	2
162	ни было	2	2
163	в конце	8	2
164	и наоборот	1	2
165	по себе	1	2
166	автора и	1	2
167	природа и	1	2
168	возлагает на	1	2
