N	3gram	Propp_Russ_2	FransuaR
1	как мы уже	1	6
2	о том что	4	5
3	в другом месте	1	4
4	с одной стороны	2	4
5	все то что	1	4
6	в этом отношении	1	3
7	тесно связаны с	1	3
8	влияние и на	1	2
9	как мы увидим	1	2
10	в предыдущей главе	1	2
11	в данном случае	6	2
12	во всех этих	1	2
13	но и в	1	2
14	одним из самых	1	2
15	в ряде мест	1	2
16	с другой стороны	1	2
17	таким образом в	1	2
18	в том что	18	2
19	к земле и	2	1
20	с таким же	1	1
21	с тем и	1	1
22	том что в	1	1
23	дело в том	1	1
24	более или менее	1	1
25	в настоящее время	1	1
26	и связанных с	1	1
27	о том как	1	1
28	на части и	2	1
29	и все это	1	1
30	у нас на	1	1
31	в этот день	10	1
32	что именно в	1	1
33	между тем как	1	1
34	на самом же	2	1
35	а так как	1	1
36	что в некоторых	1	1
37	из того что	1	1
38	к себе в	1	1
39	мы не будем	2	1
40	вместе с тем	4	1
41	как и всем	1	1
42	в руках и	1	1
43	на этом же	1	1
44	смысле этого слова	1	1
45	в некоторых местах	4	1
46	в природе и	1	1
47	как и вообще	1	1
48	для того чтобы	6	1
49	не может быть	3	1
50	за ноги и	1	1
51	мы видели что	4	1
52	в то время	2	1
53	тогда когда они	1	1
54	между собой и	1	1
55	все это различные	1	1
56	после того как	2	1
57	связан и другой	1	1
58	что смерть есть	1	1
59	можно сказать что	1	1
60	она как мы	1	1
61	в этой же	1	1
62	и в другие	1	1
63	самом же деле	2	1
64	а именно в	2	1
