N	3gram	Bakhtin_fo_2	Formalny
1	не может быть	1	10
2	в связи с	7	10
3	и т п	11	9
4	с точки зрения	8	7
5	в этом отношении	2	7
6	и в этом	3	5
7	с тем что	1	5
8	то же время	4	5
9	в то же	4	5
10	и т д	3	5
11	и пр и	1	4
12	вместе с тем	1	4
13	в реальном времени	1	4
14	как мы видели	1	4
15	пр и пр	1	4
16	на самом деле	1	3
17	бы она ни	2	3
18	быть и речи	1	3
19	и в то	3	3
20	но и в	3	3
21	может быть и	2	3
22	какова бы она	2	3
23	в большинстве случаев	3	3
24	с другой стороны	1	3
25	она ни была	2	3
26	связи с этим	2	3
27	для того чтобы	7	3
28	прежде всего в	2	2
29	на первый план	2	2
30	сами по себе	2	2
31	в отличие от	1	2
32	дело идет о	1	2
33	в конце концов	1	2
34	ни в чем	1	2
35	с самого начала	1	2
36	но в этом	1	2
37	но все же	1	2
38	в основе этой	1	2
39	и прежде всего	3	2
40	к тому что	1	2
41	в том что	3	2
42	и в поэзии	2	1
43	вступают в новое	1	1
44	сводится к тому	1	1
45	что в основе	1	1
46	а вовсе не	1	1
47	в виду что	1	1
48	характерно что и	1	1
49	равно как и	2	1
50	по аналогии со	1	1
51	но менее всего	1	1
52	и в особенности	3	1
53	в этом случае	2	1
54	по самому своему	1	1
55	с установкой на	1	1
56	с одной стороны	1	1
57	только в том	1	1
58	до сих пор	2	1
59	можно говорить о	1	1
60	что он не	1	1
61	как мы увидим	1	1
62	во всех этих	3	1
63	но он не	1	1
64	с самим собою	1	1
65	игры с ним	1	1
66	так сказать в	1	1
67	и связанные с	1	1
68	роль в истории	1	1
69	же что и	1	1
70	в особенности в	1	1
71	в данном случае	1	1
72	каждый из этих	1	1
73	но в то	1	1
74	то что уже	1	1
75	к вопросу о	3	1
76	но при этом	1	1
77	прежде всего необходимо	1	1
78	в пределах индивидуального	1	1
79	богов и т	1	1
80	самому своему существу	1	1
81	особенно важное значение	1	1
82	становится как бы	1	1
83	все более и	1	1
84	все это становится	1	1
85	однако они были	1	1
86	именно в том	1	1
87	не для того	2	1
88	в широком смысле	1	1
89	не было бы	2	1
90	значение все это	1	1
91	во всех своих	1	1
92	первой из них	1	1
93	имеем в виду	3	1
94	в свою очередь	1	1
95	рядом с этим	1	1
96	т п в	1	1
97	времени и пространстве	1	1
98	более и более	1	1
99	оно не может	1	1
100	мы имеем в	2	1
101	лежит в основе	2	1
102	не похож на	2	1
103	по аналогии с	1	1
104	всего может быть	1	1
105	вовсе не является	1	1
106	в последнем счете	2	1
107	те явления которые	1	1
108	как и в	1	1
109	что и в	1	1
110	особое место в	1	1
111	от нее нужно	1	1
112	в чем не	1	1
