N	2gram	Ircho_Kome_3	DiskursI
1	в себе	4	19
2	при этом	7	17
3	в этом	8	16
4	как и	3	16
5	состоит в	2	16
6	и в	22	16
7	в качестве	2	16
8	может быть	6	16
9	и не	21	15
10	а не	4	14
11	отличие от	2	12
12	в отличие	1	12
13	в частности	3	12
14	но в	5	11
15	представляет собой	3	11
16	в мире	2	11
17	но и	4	11
18	со стороны	11	10
19	не только	5	10
20	том что	13	10
21	так и	4	9
22	не может	3	9
23	такого рода	1	9
24	как в	2	8
25	в том	12	8
26	а также	2	8
27	но не	1	7
28	картины мира	1	7
29	в нем	3	7
30	ни в	10	7
31	не менее	5	7
32	при всей	2	7
33	прежде всего	5	7
34	то же	7	6
35	еще не	6	6
36	с его	3	6
37	отнюдь не	4	6
38	все же	4	6
39	в своей	5	6
40	по своей	1	6
41	в своих	2	6
42	и на	2	5
43	в своем	8	5
44	в то	6	5
45	нового времени	2	5
46	с другой	4	5
47	же время	5	5
48	что в	5	5
49	то что	4	5
50	а с	1	5
51	ни к	1	5
52	я и	1	4
53	по отношению	5	4
54	литературного жанра	1	4
55	в этой	3	4
56	роль в	2	4
57	человека в	2	4
58	в основе	2	4
59	потому что	10	4
60	этом отношении	2	4
61	о том	8	4
62	в пределах	2	4
63	одного из	3	4
64	с одной	3	4
65	одно из	1	4
66	в одном	2	4
67	не сводится	1	4
68	одной стороны	3	4
69	как бы	3	4
70	не является	4	4
71	точки зрения	4	4
72	к его	1	4
73	к этому	6	4
74	отношению к	3	4
75	можно назвать	1	4
76	например в	1	3
77	и ее	2	3
78	принадлежит к	1	3
79	столь же	3	3
80	к жизни	1	3
81	перед нами	1	3
82	и как	1	3
83	и наконец	1	3
84	все эти	1	3
85	из этих	1	3
86	он не	5	3
87	и может	1	3
88	в другом	2	3
89	его в	8	3
90	это не	2	3
91	соответствии с	1	3
92	в этих	1	3
93	в котором	2	3
94	не столько	1	3
95	одном из	1	3
96	для данного	1	3
97	не в	4	3
98	на рубеже	1	3
99	могут быть	1	3
100	приводит к	3	3
101	в его	8	3
102	восходит к	1	3
103	только в	1	3
104	и его	6	3
105	из них	5	3
106	в них	3	3
107	из двух	1	3
108	не было	2	3
109	поведения в	1	3
110	не знает	3	3
111	было в	1	3
112	можно сказать	1	3
113	и все	2	3
114	жизни в	1	3
115	следует признать	1	3
116	жизни а	1	3
117	жизни и	1	3
118	как на	1	3
119	того же	6	2
120	о любви	2	2
121	и это	2	2
122	идет о	3	2
123	перед лицом	2	2
124	той же	1	2
125	место в	1	2
126	говорить о	3	2
127	в ней	4	2
128	к своему	2	2
129	мы имеем	1	2
130	жизненным опытом	1	2
131	не требует	1	2
132	к которой	1	2
133	отношение к	5	2
134	тут же	4	2
135	более чем	5	2
136	стороны и	2	2
137	как уже	1	2
138	отношения между	1	2
139	в целом	3	2
140	в первую	1	2
141	не к	1	2
142	свое время	1	2
143	подобно тому	1	2
144	что ни	3	2
145	является не	1	2
146	за которым	1	2
147	и с	4	2
148	обоих случаях	1	2
149	персонажей и	1	2
150	а позднее	1	2
151	этот человек	2	2
152	который по	2	2
153	или из	1	2
154	такой же	1	2
155	все это	5	2
156	на первый	1	2
157	этом случае	2	2
158	как все	1	2
159	с точки	3	2
160	обращение к	1	2
161	их в	3	2
162	в обоих	1	2
163	никогда не	3	2
164	на мой	1	2
165	со своим	1	2
166	сводится к	1	2
167	что на	1	2
168	в области	2	2
169	но при	2	2
170	ни одно	1	2
171	здесь не	2	2
172	в себя	1	2
173	времени и	1	2
174	не с	2	2
175	живет в	1	2
176	в результате	2	2
177	ситуации и	1	2
178	основе своей	1	2
179	там же	1	2
180	первую очередь	1	2
181	между тем	2	2
182	что и	8	2
183	системы персонажей	1	2
184	себя с	1	2
185	в большинстве	1	2
186	к своим	1	2
187	не о	3	2
188	с той	1	2
189	далеко не	3	2
190	в соответствии	1	2
191	а сам	2	2
192	не на	1	2
193	вместе с	9	2
194	о чем	7	2
195	тому как	1	2
196	а потом	1	2
197	в свое	2	2
198	и для	4	2
199	мой взгляд	1	2
200	а к	1	2
201	а в	7	2
202	с ней	1	2
203	другой стороны	2	2
204	что он	8	2
205	это в	2	2
206	жизни где	1	1
207	речь идет	5	1
208	одним из	2	1
209	чтобы не	1	1
210	от хорошей	1	1
211	самом деле	6	1
212	в первом	1	1
213	к другому	1	1
214	но если	3	1
215	для своего	1	1
216	и само	1	1
217	мы не	2	1
218	политических деятелей	1	1
219	в поход	1	1
220	вопрос о	1	1
221	этом не	1	1
222	в сущности	2	1
223	а для	1	1
224	я не	1	1
225	к существенному	1	1
226	они были	1	1
227	ему в	1	1
228	становится объектом	1	1
229	и со	2	1
230	жизни это	1	1
231	из ее	1	1
232	пребывания в	2	1
233	это время	1	1
234	об их	1	1
235	собой в	1	1
236	он был	4	1
237	он сам	1	1
238	бы то	2	1
239	предполагать что	1	1
240	я на	1	1
241	в чем	1	1
242	во всех	2	1
243	тем как	1	1
244	там и	1	1
245	в ее	3	1
246	в сторону	1	1
247	если в	1	1
248	конечном счете	2	1
249	ответ на	1	1
250	друг от	1	1
251	друга и	1	1
252	человека с	1	1
253	в е	1	1
254	за пределы	2	1
255	в истории	1	1
256	в одной	1	1
257	некоторое время	1	1
258	ней в	2	1
259	хотя и	5	1
260	к числу	1	1
261	лицу с	1	1
262	в этот	1	1
263	о силе	1	1
264	то в	1	1
265	в самом	9	1
266	в которой	3	1
267	в нашем	1	1
268	бы не	2	1
269	право на	1	1
270	раз в	2	1
271	им в	1	1
272	значение так	1	1
273	говорят о	1	1
274	частности на	1	1
275	по имени	3	1
276	о возможности	1	1
277	в случае	1	1
278	человек не	1	1
279	теми же	1	1
280	и только	1	1
281	о которой	2	1
282	и еще	3	1
283	он должен	1	1
284	к одному	1	1
285	не как	2	1
286	в предыдущих	1	1
287	в силу	2	1
288	у тебя	2	1
289	нашего времени	1	1
290	человеческого поведения	1	1
291	его от	2	1
292	на этом	1	1
293	с этой	3	1
294	именно это	1	1
295	таким образом	12	1
296	то ни	3	1
297	совпадают с	4	1
298	для характеристики	1	1
299	то чтобы	1	1
300	об этом	7	1
301	напротив в	1	1
302	еще одно	2	1
303	из первых	1	1
304	так называемого	1	1
305	этого не	1	1
306	несмотря на	4	1
307	она была	2	1
308	которую он	2	1
309	доводит до	2	1
310	прямо к	1	1
311	теперь а	1	1
312	в которых	5	1
313	стало быть	1	1
314	человеком и	1	1
315	не считает	2	1
316	тем не	3	1
317	по крайней	1	1
318	перед ним	3	1
319	том же	1	1
320	не имеющего	1	1
321	а вот	1	1
322	и второе	1	1
323	на три	1	1
324	вплоть до	2	1
325	она не	2	1
326	виду что	1	1
327	самого начала	4	1
328	дело не	2	1
329	к этим	1	1
330	на него	4	1
