N	3gram	Medvedev_F_2	Myshleni
1	в том что	2	19
2	с точки зрения	7	10
3	для того чтобы	3	8
4	с самого начала	2	7
5	к тому что	2	7
6	в зависимости от	3	5
7	и тем самым	1	5
8	в своем развитии	1	4
9	как мы видели	4	4
10	до сих пор	1	3
11	в этом отношении	7	3
12	из того что	1	3
13	мы знаем что	1	3
14	тем что оно	2	2
15	в этом смысле	2	2
16	бы сказать что	1	2
17	в этом случае	1	2
18	и там где	1	2
19	и не может	3	2
20	до известной степени	3	2
21	только то что	1	2
22	с тем что	5	2
23	на этот вопрос	1	2
24	на сегодняшний день	1	2
25	именно в этом	1	2
26	вместе с тем	4	2
27	его отношение к	1	2
28	в этой области	1	2
29	таким образом мы	1	2
30	то что он	1	2
31	не могут быть	4	2
32	самого начала что	1	2
33	оно не может	1	2
34	с другой стороны	3	2
35	вполне совпадает с	1	2
36	том смысле что	2	2
37	с тем и	2	2
38	совершенно очевидно что	1	2
39	в связи с	10	2
40	в том смысле	3	2
41	не может быть	10	2
42	была сделана попытка	1	1
43	один и тот	1	1
44	что иное как	1	1
45	но как раз	1	1
46	таким образом является	1	1
47	и в конце	1	1
48	что если бы	1	1
49	что в основе	1	1
50	развития именно в	1	1
51	не имеет места	1	1
52	теми или иными	1	1
53	то о чем	1	1
54	на самом деле	3	1
55	к другому в	1	1
56	в этом пункте	2	1
57	с помощью которого	1	1
58	понятия к другому	1	1
59	как раз и	3	1
60	на первый план	2	1
61	можем говорить только	1	1
62	только в том	1	1
63	языка но и	1	1
64	является вместе с	1	1
65	сами по себе	2	1
66	что он не	1	1
67	в отличие от	2	1
68	по аналогии с	1	1
69	в собственном смысле	1	1
70	но он не	1	1
71	он не может	1	1
72	до последнего времени	1	1
73	в этот период	1	1
74	в направлении к	1	1
75	широком смысле является	1	1
76	по самому своему	1	1
77	принципиально отличны от	1	1
78	то и другое	2	1
79	как мы знаем	2	1
80	в том или	1	1
81	сам по себе	3	1
82	не совпадает с	1	1
83	в данном случае	1	1
84	с одной стороны	1	1
85	и тот же	1	1
86	была бы совершенно	2	1
87	и в этом	5	1
88	на один шаг	2	1
89	а не как	1	1
90	все равно что	1	1
91	является одним из	1	1
92	не могли не	1	1
93	в широком смысле	1	1
94	но именно этого	1	1
95	не имеет и	1	1
96	есть не что	1	1
97	тем обстоятельством что	1	1
98	только в связи	1	1
99	по тем же	1	1
100	раз и навсегда	1	1
101	мы не можем	1	1
102	не что иное	1	1
103	как и в	1	1
104	в свою очередь	1	1
105	и навсегда не	1	1
106	этих понятий и	1	1
107	связи с этим	3	1
108	ни на один	2	1
109	не по принципу	1	1
110	но в этом	2	1
111	в самом деле	5	1
112	же как между	1	1
113	смысле этого слова	1	1
114	таким образом не	2	1
115	говорить только о	1	1
116	тем не менее	1	1
117	в этом понятии	2	1
118	ничего общего с	1	1
119	что и в	1	1
120	и входит в	1	1
121	в конце концов	2	1
122	в настоящее время	1	1
123	одного понятия к	1	1
