N	3gram	Vygotskiy__3	Dialekti
1	и т д	4	23
2	с точки зрения	9	14
3	не только не	1	7
4	не может быть	1	6
5	в самом деле	18	5
6	о том что	3	5
7	подобно тому как	1	4
8	то время как	2	4
9	в то время	2	4
10	с одной стороны	5	3
11	в том что	11	3
12	на то что	12	3
13	это было бы	1	2
14	того или иного	1	2
15	он не может	1	2
16	как и все	1	2
17	что мы воспринимаем	1	2
18	но они не	1	2
19	с этой точки	1	2
20	в зависимости от	1	2
21	одно и то	2	2
22	в истории мы	1	2
23	есть в сущности	1	2
24	и то же	2	2
25	и в этом	3	2
26	с другой стороны	5	2
27	во всяком случае	2	2
28	этой точки зрения	1	2
29	мы не можем	2	2
30	что это есть	1	2
31	и что она	1	2
32	к тому что	2	2
33	к тому же	1	2
34	не только то	1	1
35	таким образом что	1	1
36	на этом примере	2	1
37	такой же мере	1	1
38	есть не более	1	1
39	потому что в	1	1
40	и что только	1	1
41	и той же	1	1
42	на наших глазах	2	1
43	имеет место в	2	1
44	имеем в виду	1	1
45	мы пришли к	1	1
46	на самом деле	2	1
47	в таком виде	2	1
48	самом деле если	1	1
49	так что в	1	1
50	внимание на то	1	1
51	то же самое	8	1
52	то что с	2	1
53	оно превращается в	1	1
54	то одним то	1	1
55	то что является	1	1
56	о котором я	3	1
57	т д спрашивается	1	1
58	если так то	1	1
59	до сих пор	5	1
60	дело вовсе не	1	1
61	в лучшем случае	2	1
62	не имеет никакого	3	1
63	и та же	2	1
64	представить себе что	1	1
65	в этом отношении	1	1
66	и во всех	2	1
67	это вовсе не	1	1
68	не то же	1	1
69	в применении к	1	1
70	что это вовсе	1	1
71	и что в	1	1
72	в данном случае	2	1
73	если бы мы	1	1
74	тот факт что	1	1
75	и как бы	2	1
76	каждый из них	1	1
77	в такой же	1	1
78	не в том	2	1
79	ничего не может	2	1
80	мы никогда не	1	1
81	мы отнюдь не	1	1
82	одна и та	1	1
83	я не могу	2	1
84	такое же чувство	1	1
85	не мог бы	1	1
86	в совершенно одинаковой	1	1
87	одним то другим	1	1
88	и к ней	1	1
89	более или менее	1	1
90	таким образом ни	1	1
91	что в сущности	1	1
92	вовсе не в	2	1
93	и все решительно	1	1
94	том смысле что	1	1
95	котором я говорил	1	1
96	что в ней	1	1
97	что у него	2	1
98	легко заметить что	1	1
99	речь идет о	3	1
100	они тоже суть	1	1
101	если бы я	1	1
102	и все прочие	2	1
103	никак не могут	1	1
104	несмотря на свою	1	1
105	в том смысле	2	1
106	одной и той	1	1
107	показывает что в	1	1
108	никакого отношения к	1	1
109	ни от кого	1	1
110	не более как	1	1
