N	3gram	Bakhtin_fo_1	Marksizm
1	с точки зрения	2	13
2	не может быть	3	10
3	по отношению к	3	8
4	то же время	9	8
5	в то же	6	8
6	в связи с	5	7
7	для того чтобы	5	6
8	в том что	2	6
9	в самом деле	1	5
10	может быть и	2	5
11	но в то	1	5
12	на этой почве	1	5
13	с самого начала	2	5
14	в свою очередь	1	5
15	смысле этого слова	1	4
16	и того же	5	4
17	как если бы	2	4
18	в точном смысле	2	4
19	той или иной	2	4
20	одного и того	5	4
21	в той или	1	3
22	как мы сказали	1	3
23	в отличие от	2	3
24	до сих пор	3	3
25	одно и то	3	3
26	с одной стороны	2	3
27	в высшей степени	1	3
28	и то же	3	3
29	вовсе не является	1	3
30	о том что	1	3
31	как мы уже	8	3
32	одной стороны и	2	2
33	быть и речи	1	2
34	в зависимости от	1	2
35	мы отвлекаемся здесь	1	2
36	но и в	2	2
37	или иной степени	1	2
38	в значительной степени	1	2
39	во всяком случае	1	2
40	с нашей точки	3	2
41	все более и	1	2
42	мы уже знаем	1	2
43	и речи о	1	2
44	только на почве	1	2
45	в нем нет	2	2
46	нашей точки зрения	3	2
47	более и более	1	2
48	лишь там где	1	2
49	и прежде всего	2	2
50	к тому же	2	2
51	до сегодняшнего дня	1	1
52	в другом месте	1	1
53	на том что	1	1
54	вполне понятно что	4	1
55	а следовательно и	1	1
56	все творческие и	1	1
57	прямо сказать что	2	1
58	так сказать не	1	1
59	ровно ничего не	1	1
60	прежде всего на	1	1
61	а вовсе не	1	1
62	дело в том	2	1
63	самого начала не	1	1
64	мы уже сказали	2	1
65	в том числе	4	1
66	в соответствии с	2	1
67	в этом случае	1	1
68	в широком смысле	2	1
69	по-новому в этом	1	1
70	они не могут	1	1
71	для себя и	1	1
72	до известной степени	1	1
73	сами по себе	1	1
74	в той же	1	1
75	как мы увидим	1	1
76	в этом отношении	3	1
77	но он не	1	1
78	том числе и	2	1
79	нашу точку зрения	1	1
80	не подлежит конечно	1	1
81	нет ничего что	1	1
82	которых и являются	1	1
83	у него нет	1	1
84	да и у	1	1
85	жизни и в	2	1
86	и в других	4	1
87	и следовательно по	1	1
88	и тогда когда	1	1
89	в данный момент	1	1
90	уже указывали что	1	1
91	не только в	2	1
92	лишь в пределах	2	1
93	подлежит конечно сомнению	1	1
94	что в этих	1	1
95	по сравнению с	2	1
96	не могут быть	1	1
97	во всех этих	1	1
98	мы не претендуем	1	1
99	не претендуем на	1	1
100	одна из разновидностей	1	1
101	в самой жизни	1	1
102	наиболее отчетливое и	1	1
103	мы уже говорили	3	1
104	того же материала	1	1
105	он не знает	1	1
106	можно прямо сказать	2	1
107	в его целом	2	1
108	о которых мы	1	1
109	и в том	1	1
110	соответствии с этим	2	1
111	в литературу в	1	1
112	и для себя	2	1
113	так и в	1	1
114	в этом и	1	1
115	конечно эти моменты	1	1
116	всего того что	1	1
117	xvii и xviii	1	1
118	в себе не	1	1
119	с тем что	1	1
120	в этом моменте	1	1
121	мы увидим далее	1	1
122	но отнюдь не	1	1
123	то перед нами	1	1
124	прямой и косвенной	1	1
125	от отношения к	1	1
126	и в особенности	2	1
127	но все же	2	1
128	не было в	1	1
129	в разных контекстах	1	1
130	того что имеет	1	1
131	может быть лишь	1	1
132	отнюдь не являются	1	1
133	мы уже указывали	4	1
134	все его переживания	1	1
135	друг с другом	1	1
136	но в этом	1	1
137	но для того	2	1
138	как и в	2	1
139	здесь как и	1	1
140	жизни данного лица	1	1
141	оно прежде всего	1	1
142	и все его	1	1
143	в жизни и	1	1
