N	4gram	Bakhtin_fo_1	FransuaR
1	в том числе и	2	7
2	в той или иной	1	5
3	как мы уже сказали	2	3
4	дело в том что	2	2
5	в средние века и	1	2
6	как мы уже говорили	3	2
7	мы имеем в виду	1	1
8	к себе самому и	1	1
9	почти ничего не осталось	1	1
10	в искусстве и литературе	1	1
11	но дело в том	1	1
12	в нем нет ничего	1	1
13	и до сих пор	1	1
14	xvii и xviii веках	1	1
15	том числе и в	1	1
16	и в последующем развитии	1	1
17	но в то же	1	1
18	есть еще и в	1	1
19	в основе его лежит	1	1
20	той или иной степени	1	1
21	все более и более	1	1
22	в xvii и xviii	1	1
23	в значительной мере и	1	1
24	вне всякой связи с	1	1
25	вплоть до наших дней	1	1
26	в основе ее лежит	1	1
27	в то же время	6	1
28	остановимся прежде всего на	1	1
