N	4gram	Tiupa_Disk_1	TeoriaLi
1	в то же время	3	6
2	состоит в том что	1	3
3	суть то что они	1	2
4	одно и то же	1	2
5	то что они хотят	1	2
6	своей природе суть то	1	2
7	что они хотят и	1	2
8	они хотят и свершают	1	2
9	одного и того же	2	2
10	природе суть то что	1	2
11	по своей природе суть	1	2
12	и не могло быть	1	2
13	прежде всего к ценностной	1	1
14	мы имеем дело с	1	1
15	равнодостойности сознаний встречающихся в	1	1
16	здесь действующие лица по	1	1
17	мира вокруг я героя	1	1
18	в чистом виде целенаправленно	1	1
19	поступки только раскрывают содержание	1	1
20	и в форме определенной	1	1
21	позицию которую может и	1	1
22	ни убавить ни изменить	1	1
23	коммуникативную стратегию эстетического по	1	1
24	курьезное любопытное занимательное неожиданное	1	1
25	разъединяет участников коммуникативного события	1	1
26	что касается ментальной и	1	1
27	и потому нейтральное к	1	1
28	известного рода взаимная условленность	1	1
29	типа есть монолог в	1	1
30	быть субъектом данного высказывания	1	1
31	акт притчевого типа есть	1	1
32	занимательное неожиданное маловероятное беспрецедентное	1	1
33	нечто смешное но обязательно	1	1
34	притче о блудном сыне	1	1
35	всего к ценностной однозначности	1	1
36	собственно и составляющий морализаторскую	1	1
37	с языком ставят перед	1	1
38	монологизированного слова в слове	1	1
39	в сказании повествуемой ситуации	1	1
40	некий нравственный закон собственно	1	1
41	ставят перед ним определенные	1	1
42	смысле домонологично оно объединяет	1	1
43	сплетни то есть принадлежат	1	1
44	в их отношении к	1	1
45	бытуют как слухи или	1	1
46	и прежде всего к	1	1
47	и в форме индивидуального	1	1
48	коммуникативного события на поучающего	1	1
49	любопытное занимательное неожиданное маловероятное	1	1
50	система смыслов оно стремится	1	1
51	существенно связаны с языком	1	1
52	нам всегда предносится целое	1	1
53	устремленный от одного сознания	1	1
54	не выбирают а по	1	1
55	акте выбора осуществляется или	1	1
56	не отделен от своей	1	1
57	или преступается не предначертанность	1	1
58	обладает достоверным но не	1	1
59	как правило лишь в	1	1
60	поучающего и поучаемого это	1	1
61	когда ни прибавить ни	1	1
62	слушающих общим знанием поэтому	1	1
63	одного сознания к другому	1	1
64	составляющий морализаторскую премудрость притчевого	1	1
65	свою очередь определяется предметом	2	1
66	встречающихся в дискурсе речевой	1	1
67	и его поступки только	1	1
68	в форме индивидуального речевого	1	1
69	в том случае если	1	1
70	оно стремится к однозначности	1	1
71	а некий нравственный закон	1	1
72	ситуации произнесения сказания субъект	1	1
73	готовом стабильно дифференцированном и	1	1
74	судьбы они едины судьба	1	1
75	рода взаимная условленность конвенциональность	1	1
76	к другому что касается	1	1
