N	3gram	Vinokur_St_1	Istorich
1	и т д	21	18
2	до сих пор	7	6
3	точно так же	1	6
4	в этом случае	2	5
5	в том что	17	5
6	но все же	3	4
7	что он не	1	4
8	так же как	3	4
9	не только в	4	4
10	так же и	1	3
11	по отношению к	3	3
12	можно было бы	8	3
13	с одной стороны	2	3
14	в другом месте	1	2
15	потому что он	1	2
16	на самом деле	6	2
17	так как в	2	2
18	т д и	2	2
19	в таких случаях	1	2
20	но и в	2	2
21	т д но	4	2
22	во всех этих	1	2
23	с другой стороны	6	2
24	не может быть	5	2
25	о том что	11	2
26	на то что	4	2
27	после того как	1	2
28	дело не в	2	2
29	о том как	1	1
30	всякий раз когда	1	1
31	том что в	3	1
32	так что они	1	1
33	дело не только	1	1
34	является не только	1	1
35	должно было бы	1	1
36	должен был бы	1	1
37	друг от друга	1	1
38	в одной из	1	1
39	сейчас еще не	1	1
40	ни одно из	1	1
41	но если это	2	1
42	в зависимости от	1	1
43	здесь дело не	1	1
44	а может быть	1	1
45	имеет право на	1	1
46	в то что	1	1
47	за то что	3	1
48	с которыми он	1	1
49	но это не	1	1
50	т е с	3	1
51	т д вот	1	1
52	об этом не	1	1
53	могут быть установлены	1	1
54	в это время	1	1
55	т е в	2	1
56	это может быть	1	1
57	в обоих случаях	1	1
58	же значение как	1	1
59	смысле этого слова	1	1
60	тем не менее	2	1
61	нужно было бы	1	1
62	то что было	1	1
63	так или иначе	2	1
64	что в одном	1	1
65	то что он	1	1
66	показывает что он	1	1
67	настоящем смысле этого	1	1
68	такое же значение	1	1
69	не в количестве	1	1
70	а на самом	1	1
71	что он делает	1	1
72	тем что в	2	1
73	на вопрос о	2	1
74	и для нас	1	1
75	встречаются чаще чем	1	1
76	надо сказать что	1	1
77	так например в	4	1
78	вовсе не в	2	1
79	же и в	2	1
80	пути очень часто	1	1
81	громким голосом и	1	1
82	и не хочет	1	1
83	имеет такое же	1	1
84	но я не	1	1
85	говорит что они	1	1
86	того как он	1	1
87	но все эти	1	1
88	с этой стороны	1	1
89	в его работе	1	1
90	то что она	1	1
91	из этих двух	2	1
92	по этому поводу	2	1
93	быть установлены только	1	1
94	том что он	1	1
95	может быть даже	1	1
