N	2gram	Vygotskiy__4	Vladivir
1	и в	20	40
2	то что	15	28
3	не только	15	25
4	и не	8	25
5	у него	2	24
6	том что	35	18
7	в том	42	18
8	но и	9	18
9	еще и	1	18
10	также и	2	17
11	что в	19	17
12	в этом	24	16
13	в его	11	14
14	так что	3	14
15	не может	6	14
16	в виде	3	13
17	точки зрения	24	13
18	только в	10	13
19	в конце	1	12
20	даже и	1	12
21	сказать что	6	12
22	едва ли	2	11
23	никогда не	5	11
24	потому что	12	11
25	таким образом	25	11
26	о том	5	11
27	не просто	2	10
28	ни в	3	10
29	тем не	1	10
30	и его	5	10
31	не есть	2	10
32	прежде всего	2	10
33	как раз	1	10
34	и потому	1	10
35	это есть	1	10
36	и то	10	9
37	уже не	1	9
38	что это	2	9
39	в себе	10	9
40	и с	4	9
41	в своей	7	9
42	не менее	3	9
43	как мы	13	8
44	в своем	4	8
45	в этой	3	8
46	он не	1	8
47	и что	8	8
48	а также	2	8
49	раз и	1	8
50	для него	2	8
51	может быть	12	8
52	а не	7	8
53	так же	11	8
54	а только	3	7
55	хотя и	1	7
56	и как	9	7
57	что все	3	7
58	с тем	6	7
59	как и	9	7
60	в то	1	7
61	что и	9	7
62	того что	10	7
63	так как	10	7
64	вместе с	8	7
65	к тому	6	7
66	а в	2	7
67	в своих	1	7
68	смысле слова	1	6
69	оно есть	1	6
70	и на	6	6
71	то в	1	6
72	с точки	11	6
73	по себе	1	6
74	в смысле	4	6
75	во всем	3	6
76	и это	2	6
77	и от	3	6
78	так и	5	6
79	и здесь	2	6
80	значит что	2	6
81	и даже	1	6
82	если не	2	6
83	это значит	2	6
84	но это	1	6
85	мы уже	5	5
86	в ней	2	5
87	совсем не	1	5
88	отнюдь не	3	5
89	в истории	10	5
90	все эти	5	5
91	тому же	6	5
92	содержит в	2	5
93	можно было	6	5
94	должно быть	3	5
95	но если	1	5
96	в отношении	10	5
97	тем что	7	5
98	для нас	4	5
99	ничего не	1	5
100	эти три	1	5
101	у нас	1	5
102	ничего общего	3	5
103	для себя	1	5
104	с другой	12	5
105	конце концов	1	5
106	что он	6	5
107	только на	2	5
108	в одном	1	5
109	в данном	2	5
110	в самом	6	4
111	то же	16	4
112	что если	2	4
113	вопрос о	1	4
114	но даже	1	4
115	еще не	2	4
116	но не	3	4
117	то он	1	4
118	все же	5	4
119	но в	3	4
120	на то	5	4
121	было бы	8	4
122	чем в	3	4
123	такой же	2	4
124	даже в	2	4
125	тому что	4	4
126	не имеет	2	4
127	в каком	2	4
128	то время	1	4
129	в дальнейшем	1	4
130	в глаза	1	4
131	мог бы	1	4
132	никак не	2	4
133	по мнению	2	4
134	если мы	10	4
135	от того	3	4
136	здесь в	1	4
137	а с	2	4
138	однако и	1	4
139	как это	9	4
140	если оно	1	4
141	в течение	1	4
142	такого рода	6	4
143	по существу	3	4
144	в основном	1	4
145	указать на	1	4
146	в результате	8	4
147	возникает вопрос	1	4
148	мы должны	11	4
149	точно так	3	4
150	же как	6	3
151	на самом	1	3
152	мы имеем	2	3
153	я не	1	3
154	которое в	1	3
155	здесь не	2	3
156	бы то	1	3
157	в чем	3	3
158	не все	1	3
159	отличие от	2	3
160	независимо от	1	3
161	перед нами	5	3
162	и у	2	3
163	уже в	6	3
164	из этих	2	3
165	в нем	2	3
166	при этом	12	3
167	раз навсегда	1	3
168	является не	4	3
169	но все	1	3
170	то ни	1	3
171	том случае	1	3
172	в качестве	21	3
173	это не	5	3
174	этом смысле	8	3
175	далеко не	2	3
176	не больше	1	3
177	нисколько не	2	3
178	не столько	1	3
179	в отличие	2	3
180	не в	4	3
181	что этот	2	3
182	этих трех	2	3
183	что есть	1	3
184	и слишком	1	3
185	того чтобы	7	3
186	и притом	1	3
187	отличается от	2	3
188	в виду	3	3
189	смысле но	1	3
190	то как	2	3
191	если бы	5	3
192	находится в	1	3
193	настоящее время	2	3
194	к нему	2	3
195	что здесь	2	3
196	и тем	8	3
197	по этому	1	3
198	с одной	9	3
199	мы знаем	1	3
200	всяком случае	3	3
201	само по	1	3
202	и только	4	3
203	человека и	1	3
204	даже не	1	3
205	истина и	1	3
206	именно в	3	3
207	вопросе о	2	3
208	в связи	3	3
209	мы видели	6	3
210	одной стороны	9	3
211	как бы	7	3
212	же самое	7	3
213	но для	2	3
214	и для	4	3
215	в настоящее	2	3
216	же в	1	3
217	ее в	1	3
218	в таком	2	3
219	во всяком	4	3
220	в этот	1	2
221	не иначе	1	2
222	не имеют	3	2
223	должна быть	2	2
224	с таким	3	2
225	мы не	1	2
226	употребляет слово	1	2
227	имеет свою	1	2
228	в сущности	4	2
229	время как	1	2
230	мы и	2	2
231	первый план	4	2
232	быть в	1	2
233	данном случае	2	2
234	чем это	1	2
235	но как	2	2
236	себе и	3	2
237	и речи	2	2
238	в настоящем	3	2
239	которые не	2	2
240	как говорит	2	2
241	общего с	1	2
242	с этим	5	2
243	что касается	1	2
244	этом же	1	2
245	и к	5	2
246	появляется у	1	2
247	только то	1	2
248	в которой	3	2
249	в целом	11	2
250	в нашем	4	2
251	остановиться на	2	2
252	но на	1	2
253	дальше и	2	2
254	что она	1	2
255	не как	1	2
256	в силу	6	2
257	чтобы закончить	1	2
258	и по	1	2
259	случае если	1	2
260	одно и	6	2
261	же не	2	2
262	являются для	1	2
263	должен был	1	2
264	о которых	1	2
265	этого факта	1	2
266	на первый	4	2
267	в этих	3	2
268	имеет ничего	1	2
269	и сейчас	1	2
270	взгляд на	1	2
271	в вопросе	2	2
272	в их	12	2
273	знаем что	1	2
274	признаков но	1	2
275	выше мы	1	2
276	и более	7	2
277	с чего	1	2
278	тем самым	7	2
279	о значении	1	2
280	что эта	3	2
281	есть прежде	1	2
282	на него	1	2
283	но что	3	2
284	и всегда	1	2
285	в разных	1	2
286	при всем	1	2
287	по своей	6	2
288	связи с	3	2
289	здесь же	1	2
290	что на	2	2
291	точке зрения	1	2
292	не могут	3	2
293	не существует	1	2
294	что оба	1	2
295	всей своей	1	2
296	роль в	4	2
297	является в	3	2
298	которая в	2	2
299	больше чем	1	2
300	и вся	1	2
301	но мы	1	2
302	не содержит	1	2
303	его в	6	2
304	на отдельные	1	2
305	видели выше	1	2
306	когда оно	2	2
307	бы в	3	2
308	и максимально	1	2
309	одной из	3	2
310	в какой	3	2
311	не имеющих	1	2
312	и так	1	2
313	который в	1	2
314	здесь о	1	2
315	мы будем	2	2
316	так вот	1	2
317	то и	1	2
318	в нашей	2	2
319	в начале	2	2
320	из них	4	2
321	друг друга	4	2
322	только с	1	2
323	должны сказать	1	2
324	мы сейчас	1	2
325	для того	5	2
326	без всякой	1	2
327	со стороны	3	2
328	эта работа	1	2
329	только к	3	2
330	больше и	1	2
331	не на	1	2
332	понятие о	2	2
333	что мы	7	2
334	нет ничего	1	2
335	и выше	1	2
336	а если	1	2
337	наряду с	3	2
338	самого себя	2	2
339	стороны и	2	2
340	с этой	4	2
341	для тех	1	2
342	является как	1	2
343	на одной	2	2
344	не является	5	2
345	этом отношении	7	2
346	только что	4	2
347	на более	2	2
348	другой стороны	9	2
349	совершенно не	3	2
350	того же	9	2
351	из этого	1	2
352	же и	1	2
353	процессе мышления	1	2
354	ни на	1	2
355	к этому	4	2
356	как известно	3	1
357	слова является	1	1
358	речь идет	5	1
359	например в	1	1
360	в сфере	1	1
361	для построения	2	1
362	рассматривается как	1	1
363	не делает	1	1
364	противоречие с	2	1
365	значении этого	1	1
366	тех же	1	1
367	что дает	1	1
368	и есть	1	1
369	что слово	2	1
370	с целым	1	1
371	этой теории	4	1
372	от той	2	1
373	и больше	1	1
374	каком отношении	1	1
375	самых существенных	1	1
376	которыми он	1	1
377	из всех	1	1
378	рядом других	1	1
379	более ранней	1	1
380	которую мы	1	1
381	та же	1	1
382	в возможности	1	1
383	благодаря тому	1	1
384	которого мы	1	1
385	что иное	1	1
386	указывая на	2	1
387	представление о	1	1
388	из одной	3	1
389	внимательный анализ	1	1
390	иное как	1	1
391	мы указываем	1	1
392	превращены в	1	1
393	во всех	1	1
394	то мы	1	1
395	совпадает в	1	1
396	точка зрения	1	1
397	общего к	2	1
398	если в	1	1
399	при решении	1	1
400	оно является	1	1
401	отличаются от	1	1
402	что они	14	1
403	один и	7	1
404	решения этой	1	1
405	относится к	1	1
406	совпадают ли	1	1
407	всей истории	1	1
408	как в	5	1
409	и противоречивость	1	1
410	же самому	1	1
411	кто не	1	1
412	является тем	1	1
413	когда он	3	1
414	эти страницы	1	1
415	которая с	1	1
416	он их	1	1
417	представление и	1	1
418	себе не	1	1
419	как результат	1	1
420	будет представлять	1	1
421	изучение тех	1	1
422	не быть	1	1
423	точку зрения	1	1
424	привести к	2	1
425	бы не	1	1
426	которые в	4	1
427	более подробно	1	1
428	на стадии	1	1
429	в известном	2	1
430	их объединяет	1	1
431	как он	4	1
432	вопросу необходимо	1	1
433	так сказать	1	1
434	теории и	2	1
435	в статье	1	1
436	это третье	1	1
437	и элементарных	1	1
438	становится смыслом	1	1
439	одно целое	1	1
440	именно то	2	1
441	в первую	4	1
442	зрения в	1	1
443	к одному	6	1
444	он пользуется	3	1
445	их в	2	1
446	в плане	1	1
447	различие между	3	1
448	смысле как	1	1
449	мышление не	3	1
450	от других	2	1
451	распространяется на	1	1
452	этом он	1	1
453	распадается на	1	1
454	его не	1	1
455	на все	3	1
456	на этой	1	1
457	каждой отдельной	1	1
458	что перед	1	1
459	входя в	1	1
460	знает что	3	1
461	заключается в	18	1
462	говорит что	3	1
463	на данной	3	1
464	и свойств	1	1
465	не находится	1	1
466	связанным с	1	1
467	расстается с	1	1
468	того существует	1	1
469	все равно	1	1
470	о невозможности	1	1
471	не всегда	1	1
472	во внимание	1	1
473	которой он	1	1
474	нигде не	1	1
475	оно имеет	2	1
476	его теории	1	1
477	движется в	1	1
478	обратимся к	4	1
479	в один	3	1
480	со всей	2	1
481	которую он	2	1
482	и при	4	1
483	и их	1	1
484	мышления у	1	1
485	ничего принципиально	1	1
486	этого необходимо	1	1
487	самое название	2	1
488	в такой	1	1
489	представить себе	2	1
490	просто в	1	1
491	и процесс	1	1
492	то для	1	1
493	что вся	1	1
494	никакому сомнению	2	1
495	мы говорили	3	1
496	место в	2	1
497	должно существовать	1	1
498	и понятия	1	1
499	в которых	1	1
500	бы мы	1	1
501	оно стало	3	1
502	признать что	1	1
503	не путем	1	1
504	должны были	1	1
505	но эта	1	1
506	образом и	1	1
507	но он	1	1
508	своих признаков	1	1
509	в понятии	1	1
510	важную роль	3	1
511	только те	1	1
512	войти в	1	1
513	ни было	1	1
514	общего и	1	1
515	том же	2	1
516	этот двойной	1	1
517	этой области	2	1
518	к пересмотру	1	1
519	с которой	1	1
520	что с	4	1
521	имеет свое	1	1
522	от высшего	1	1
523	впадает в	1	1
524	и другое	1	1
525	самого начала	1	1
526	начинает с	1	1
527	что их	1	1
528	к этим	2	1
529	орудия на	1	1
530	в основе	17	1
531	но вместе	2	1
532	опираться на	1	1
533	это мы	2	1
534	а поскольку	1	1
535	того как	2	1
536	под этим	2	1
537	это то	1	1
538	и весь	1	1
539	правда некоторые	1	1
540	того в	1	1
541	базируется на	1	1
542	и является	3	1
543	это слово	2	1
544	свидетельствуют о	1	1
545	чем оно	1	1
546	в процессе	27	1
547	до того	1	1
548	считать что	1	1
549	доказать что	1	1
550	которая по	1	1
551	является то	1	1
552	очень часто	2	1
553	конец его	1	1
554	относиться к	1	1
555	когда мы	2	1
556	выступает по	1	1
557	всего в	1	1
558	и другим	1	1
559	бы он	1	1
560	принципиально нового	2	1
561	указывает на	2	1
562	теории в	1	1
563	что при	2	1
564	которые мы	3	1
565	и он	2	1
566	говоря уже	1	1
567	без всякого	1	1
568	последнее время	1	1
569	только не	5	1
570	в себя	1	1
571	с самого	1	1
572	так в	1	1
573	имеет никакого	1	1
574	слова а	1	1
575	и сам	1	1
576	те же	6	1
577	ясно что	2	1
578	и которые	2	1
579	подойти к	1	1
580	том как	1	1
581	наше внимание	1	1
582	высокой ступени	1	1
583	совпадение в	1	1
584	даны в	2	1
585	собой и	2	1
586	форме в	1	1
587	мы могли	9	1
588	в самой	1	1
589	на вопрос	1	1
590	и поэтому	3	1
591	при наличии	1	1
592	внимание на	3	1
593	другими словами	2	1
594	исследования и	1	1
595	более высокой	1	1
596	одного из	1	1
597	или на	1	1
598	и теоретически	1	1
599	на что	1	1
600	с того	1	1
601	можно сказать	1	1
602	может не	2	1
603	вопросу о	1	1
604	развития не	2	1
605	является здесь	1	1
606	первую очередь	4	1
607	мы о	1	1
608	является с	1	1
609	и во	3	1
610	я думаю	1	1
611	нуждается в	1	1
612	во всей	4	1
613	вслед за	2	1
614	вообще и	1	1
615	даже для	1	1
616	которая и	1	1
617	действительности в	2	1
618	более высоким	1	1
619	и следовательно	1	1
620	если это	1	1
621	может иметь	1	1
622	с нашей	4	1
623	видим что	2	1
624	эта проблема	2	1
625	этих признаков	2	1
626	с той	2	1
627	один из	3	1
628	что только	1	1
629	мы действительно	1	1
630	только одной	1	1
631	мы видим	10	1
632	смысле и	2	1
633	с появлением	1	1
634	всю свою	1	1
635	приводимая нами	1	1
636	словом и	4	1
637	что одно	1	1
638	по времени	1	1
639	самые разнообразные	1	1
640	для нее	1	1
641	начало в	1	1
642	никак нельзя	1	1
643	этот факт	1	1
644	данной стадии	2	1
645	не касается	1	1
646	даже вовсе	1	1
647	не то	1	1
648	самом деле	7	1
649	конечно не	1	1
650	своей целью	1	1
651	вопроса о	2	1
652	представлено у	1	1
653	целого ряда	2	1
654	предполагает наличие	1	1
655	этому вопросу	2	1
656	и других	3	1
657	собственного внутреннего	1	1
658	мышления и	14	1
659	этот раз	1	1
660	в действительном	2	1
661	не чем	1	1
662	это обстоятельство	1	1
663	не будут	1	1
664	наталкивается на	1	1
665	которая может	1	1
666	иначе как	2	1
667	не совпадают	5	1
668	самом процессе	1	1
669	признаков и	2	1
670	от тех	3	1
671	должны в	1	1
672	которое является	2	1
673	же невозможно	1	1
674	не хотел	1	1
675	существовать в	1	1
676	указание на	1	1
677	этот второй	1	1
678	представляют собой	1	1
679	никакого намека	1	1
680	в последние	1	1
681	в истинном	2	1
682	этой проблемы	1	1
683	говорим о	1	1
684	до сих	1	1
685	к все	1	1
686	новое в	1	1
687	основной вывод	1	1
688	подлежит никакому	2	1
689	по своим	1	1
690	понятий как	2	1
691	к которому	3	1
692	им из	1	1
693	являются только	1	1
694	на чем	1	1
695	то значит	1	1
696	виде и	3	1
697	на которых	1	1
698	к более	1	1
699	с теоретической	2	1
700	на этот	3	1
701	целым рядом	1	1
702	о чем	1	1
703	с которым	2	1
704	что из	1	1
705	виду может	1	1
706	было в	1	1
707	в частности	5	1
708	для них	1	1
709	представлена у	1	1
710	состояла в	2	1
711	его мышления	1	1
712	мы говорим	1	1
713	как всякое	1	1
714	из которых	1	1
715	тех и	4	1
716	по своему	4	1
717	он говорит	2	1
718	но этот	1	1
719	в тех	1	1
720	думается что	1	1
721	в первой	1	1
722	то к	1	1
723	своего развития	10	1
724	исходя из	1	1
725	в состоянии	1	1
726	том смысле	2	1
727	этого слова	11	1
728	новой основе	1	1
729	слова и	5	1
730	нас интересует	2	1
731	на пути	1	1
732	этом случае	3	1
733	логических процессов	1	1
734	сих пор	1	1
735	но так	2	1
736	заставляет нас	1	1
737	все это	1	1
738	и таким	1	1
739	имел в	1	1
740	ничего кроме	2	1
741	авторы как	1	1
742	от нас	1	1
743	находим мы	1	1
744	и после	1	1
745	процесса в	1	1
746	мы найдем	2	1
747	и часто	1	1
748	уже на	1	1
749	тем и	1	1
750	не подлежит	3	1
751	между ними	4	1
752	нас нет	1	1
753	того с	1	1
754	развития и	3	1
755	собственного мышления	1	1
756	у них	1	1
757	находит свое	2	1
758	еще более	1	1
759	они имеют	1	1
760	от этих	1	1
761	существует ли	2	1
762	и предметом	1	1
763	отношении к	1	1
764	не являются	3	1
765	является продуктом	1	1
766	к самому	1	1
767	нам не	2	1
768	в свою	2	1
