N	2gram	Vygotskiy__1	Marksizm
1	точки зрения	15	34
2	может быть	22	26
3	и не	16	26
4	не может	17	24
5	с точки	2	20
6	и в	31	19
7	и его	7	19
8	таким образом	20	17
9	в этом	12	16
10	как бы	5	15
11	в процессе	5	14
12	как мы	2	13
13	языка и	1	13
14	прежде всего	4	13
15	как и	16	12
16	и пр	1	12
17	если мы	12	11
18	так и	3	11
19	связи с	1	11
20	и для	5	11
21	самом деле	9	10
22	в нем	2	10
23	в слове	3	10
24	ни было	1	10
25	в самом	11	10
26	только в	14	9
27	для него	1	9
28	в результате	4	9
29	на материале	1	8
30	бы то	1	8
31	как система	1	8
32	все же	5	8
33	не только	13	8
34	при этом	19	8
35	до сих	3	8
36	но и	2	8
37	сих пор	3	8
38	то что	32	8
39	во всех	1	7
40	в ее	5	7
41	точка зрения	4	7
42	но в	3	7
43	психологии и	3	7
44	и те	1	7
45	то же	5	7
46	в каждом	3	7
47	науки об	1	7
48	психики и	1	7
49	а не	13	7
50	в связи	2	7
51	так же	12	7
52	в направлении	1	7
53	отнюдь не	6	6
54	мы не	12	6
55	и того	1	6
56	в науке	2	6
57	ничего не	2	6
58	в пределах	1	6
59	и здесь	2	6
60	настоящее время	2	6
61	в его	6	6
62	на почве	2	6
63	в том	30	6
64	является не	1	6
65	в настоящее	2	6
66	другой стороны	5	6
67	того же	2	6
68	отличие от	4	5
69	конечно не	1	5
70	по преимуществу	1	5
71	общественная психология	1	5
72	может стать	3	5
73	одного и	2	5
74	в отличие	3	5
75	не в	11	5
76	того чтобы	7	5
77	направлении к	1	5
78	те же	4	5
79	совершается в	1	5
80	как ее	1	5
81	и все	5	5
82	ясно что	19	5
83	одни и	1	5
84	в конце	3	5
85	вовсе не	6	5
86	с другой	5	5
87	за пределы	1	5
88	именно в	1	5
89	до конца	6	5
90	мы знаем	3	5
91	и потому	2	5
92	хотя бы	1	5
93	к этому	4	5
94	во всяком	8	5
95	оно может	1	4
96	вопрос о	3	4
97	объективная психология	2	4
98	и на	1	4
99	нет и	1	4
100	чем же	1	4
101	как в	9	4
102	выражение в	1	4
103	и тот	2	4
104	к одному	1	4
105	не будет	3	4
106	было бы	6	4
107	мысли и	2	4
108	не менее	2	4
109	психологии в	2	4
110	по себе	9	4
111	самого начала	1	4
112	не является	5	4
113	наук об	1	4
114	в ней	1	4
115	с самого	1	4
116	еще не	1	4
117	базиса и	2	4
118	только на	3	4
119	от того	3	4
120	для того	6	4
121	этой проблемы	1	4
122	далеко не	2	4
123	и между	1	4
124	с этим	3	4
125	что же	2	4
126	дело идет	1	4
127	в условиях	1	4
128	форм и	1	4
129	тот же	2	4
130	а в	6	4
131	жизни в	1	4
132	между ними	1	4
133	сказать что	7	4
134	что в	23	4
135	формы и	5	3
136	на самом	2	3
137	и есть	5	3
138	социальной среде	1	3
139	в нашу	1	3
140	а как	1	3
141	в сущности	10	3
142	отношения базиса	2	3
143	этой школы	2	3
144	один и	1	3
145	целый ряд	6	3
146	и как	2	3
147	и к	3	3
148	в первом	1	3
149	в которой	4	3
150	в корне	1	3
151	но все	1	3
152	различие между	4	3
153	его в	2	3
154	он не	3	3
155	том что	16	3
156	места в	1	3
157	эта последняя	1	3
158	в своей	3	3
159	и ее	1	3
160	в котором	4	3
161	в то	5	3
162	для каждого	1	3
163	следует что	1	3
164	этом отношении	2	3
165	в области	11	3
166	не могут	3	3
167	же самое	2	3
168	должны быть	3	3
169	не есть	3	3
170	и это	3	3
171	не существует	2	3
172	только при	3	3
173	и ту	2	3
174	понятно что	1	3
175	психики в	1	3
176	сводится к	1	3
177	одного из	1	3
178	можно сказать	1	3
179	двух направлений	2	3
180	здесь в	1	3
181	и следовательно	2	3
182	все формы	1	3
183	конце концов	3	3
184	того что	10	3
185	одной из	1	3
186	нуждается в	3	3
187	в какой	5	3
188	и действительно	1	3
189	между тем	4	3
190	не дает	2	3
191	из них	2	3
192	в каком	2	3
193	социальной жизни	1	3
194	не было	3	3
195	на этот	1	3
196	все это	8	3
197	к другой	1	3
198	смысле этого	2	3
199	слова и	1	3
200	и от	2	3
201	и при	1	3
202	совершенно не	5	3
203	мы должны	1	3
204	всех других	2	3
205	первом случае	1	3
206	это и	3	3
207	ту же	2	2
208	же как	4	2
209	в объяснении	1	2
210	связана с	1	2
211	все остальное	1	2
212	быть сведены	1	2
213	социально как	1	2
214	или к	1	2
215	основных вопросов	1	2
216	той же	3	2
217	точкой зрения	1	2
218	содержания в	1	2
219	таком случае	2	2
220	совпадает с	4	2
221	это отношение	2	2
222	для нашей	1	2
223	зависимости от	6	2
224	свою очередь	1	2
225	но при	1	2
226	именно эти	3	2
227	не найдем	1	2
228	быть в	2	2
229	в чем	2	2
230	может осуществиться	1	2
231	то мы	1	2
232	явлений и	1	2
233	сама по	2	2
234	в одной	3	2
235	как к	2	2
236	в своем	3	2
237	переживания и	1	2
238	его к	1	2
239	в действительности	1	2
240	то в	1	2
241	бы и	2	2
242	формы в	4	2
243	из этих	6	2
244	в себе	4	2
245	как он	2	2
246	как оно	1	2
247	тем не	2	2
248	всех остальных	1	2
249	должна быть	3	2
250	в понимании	1	2
251	из виду	2	2
252	одной и	4	2
253	человека в	1	2
254	могла бы	1	2
255	что все	3	2
256	конечно в	1	2
257	и с	2	2
258	до тех	2	2
259	бы в	2	2
260	в данной	1	2
261	этом смысле	2	2
262	в социальной	1	2
263	ни в	9	2
264	это положение	1	2
265	ни одной	1	2
266	в общей	1	2
267	от него	2	2
268	должно быть	1	2
269	лучше всего	1	2
270	формы идеологического	1	2
271	имеет место	2	2
272	и той	3	2
273	точку зрения	3	2
274	не наоборот	1	2
275	и более	1	2
276	зрения и	1	2
277	тому что	4	2
278	существует для	1	2
279	быть дано	1	2
280	мысли в	3	2
281	что такое	2	2
282	в основе	2	2
283	следовательно и	1	2
284	одна из	4	2
285	как она	2	2
286	в сознании	2	2
287	понимают и	1	2
288	точке зрения	1	2
289	у нас	4	2
290	для решения	1	2
291	могут быть	11	2
292	во все	1	2
293	числе и	1	2
294	к тому	4	2
295	они и	1	2
296	индивидуальная психика	1	2
297	которой она	1	2
298	она не	5	2
299	в виду	4	2
300	и та	1	2
301	нет никакой	3	2
302	что само	2	2
303	зрения не	1	2
304	никогда не	8	2
305	то как	1	2
306	с первым	1	2
307	подойти к	2	2
308	между собой	1	2
309	если бы	6	2
310	и вообще	1	2
311	и даже	6	2
312	громадное значение	1	2
313	пор пока	1	2
314	реакция на	1	2
315	о том	7	2
316	все в	1	2
317	и во	2	2
318	во втором	1	2
319	что и	13	2
320	и только	3	2
321	и другую	2	2
322	в литературе	1	2
323	там и	1	2
324	в двух	1	2
325	что он	7	2
326	целом ряде	2	2
327	психологии или	1	2
328	данного коллектива	1	2
329	в качестве	2	2
330	какой степени	1	2
331	и др	1	2
332	и других	3	2
333	школы и	1	2
334	и их	2	2
335	всяком случае	6	2
336	так как	18	2
337	мы можем	4	2
338	речь и	2	2
339	как раз	2	2
340	без всякой	1	2
341	границу между	1	2
342	связаны с	1	2
343	зависит от	1	2
344	одну из	1	2
345	там где	4	2
346	и вне	1	2
347	в частности	3	2
348	независимо от	2	2
349	сведены к	1	2
350	из которых	3	2
351	для всех	4	2
352	и этот	1	2
353	и идеологической	1	2
354	образ и	2	2
355	тех пор	1	2
356	или хотя	1	2
357	этого слова	4	2
358	с этой	4	2
359	этом вопросе	1	2
