N	4gram	Voloshinov_2	Problemy
1	в то же время	8	10
2	в той или иной	3	4
3	но в то же	5	4
4	мы уже говорили что	1	3
5	одно и то же	3	3
6	в отношении к другому	1	3
7	бы то ни было	4	3
8	и для себя самого	1	3
9	той или иной форме	1	2
10	той или иной степени	2	2
11	мы можем сказать что	1	2
12	но тем не менее	1	1
13	дело в том что	1	1
14	уже с самого начала	1	1
15	одного и того же	4	1
16	себя на самом деле	1	1
17	для него как бы	1	1
18	в отношении к нему	1	1
19	в том что он	2	1
20	или иной степени в	1	1
21	чужое слово и на	1	1
22	как если бы он	3	1
23	и того же слова	3	1
24	все более и более	2	1
25	на чужое слово и	1	1
26	и то же слово	2	1
27	бы они ни были	1	1
