N	2gram	Potebnia_M_4	OGranits
1	и в	23	13
2	и его	2	12
3	прежде всего	1	9
4	может быть	26	8
5	не может	11	8
6	и не	18	8
7	в его	5	7
8	и их	3	7
9	точки зрения	4	7
10	только в	15	6
11	как бы	5	6
12	не только	10	6
13	то что	29	6
14	мы должны	2	6
15	таким образом	24	6
16	художественного произведения	1	5
17	языка и	3	5
18	все же	1	5
19	в поэзии	3	5
20	с точки	3	5
21	в процессе	3	5
22	хотя бы	4	5
23	и эта	1	5
24	мы не	8	4
25	но мы	2	4
26	тех пор	6	4
27	но в	8	4
28	до тех	6	4
29	мы можем	10	4
30	то же	14	4
31	лишь в	3	4
32	в сознании	4	4
33	в своей	1	4
34	было бы	8	4
35	все это	5	4
36	в двух	2	4
37	в каждом	3	4
38	вряд ли	1	3
39	связана с	1	3
40	и то	5	3
41	в ее	2	3
42	самом деле	3	3
43	в пределах	1	3
44	так и	6	3
45	говорить о	5	3
46	в их	1	3
47	пор пока	2	3
48	по отношению	10	3
49	за пределы	1	3
50	тела и	2	3
51	общего с	1	3
52	с этим	7	3
53	в которой	6	3
54	в себе	14	3
55	языка как	1	3
56	к одному	3	3
57	не как	2	3
58	в одном	4	3
59	так как	14	3
60	здесь мы	2	3
61	но и	11	3
62	слово в	4	3
63	как и	14	3
64	что же	5	3
65	не в	11	3
66	да и	4	3
67	поэтического произведения	5	3
68	но для	1	3
69	и для	2	3
70	никогда не	3	3
71	и все	4	3
72	превращается в	2	3
73	отношению к	8	3
74	что в	17	3
75	в искусстве	3	3
76	ничего общего	1	3
77	произведения но	1	2
78	и др	2	2
79	данном случае	2	2
80	художественных произведений	1	2
81	представим себе	1	2
82	зависимости от	1	2
83	в произведении	1	2
84	и может	4	2
85	роль в	1	2
86	мы уже	3	2
87	те же	3	2
88	есть не	4	2
89	представлений и	2	2
90	если бы	13	2
91	что иное	2	2
92	иное как	2	2
93	не что	2	2
94	к предмету	1	2
95	с самого	1	2
96	себе что	1	2
97	для исследования	1	2
98	в ней	2	2
99	ее в	1	2
100	а также	1	2
101	в чем	1	2
102	между тем	9	2
103	явлений и	1	2
104	в ряд	2	2
105	в языке	16	2
106	вслед за	1	2
107	и следовательно	3	2
108	может иметь	2	2
109	его на	1	2
110	как в	7	2
111	в данном	4	2
112	в этом	23	2
113	но так	2	2
114	в том	23	2
115	мы видим	2	2
116	тот же	2	2
117	с ними	3	2
118	в действительности	3	2
119	и отчасти	1	2
120	и тем	4	2
121	все эти	3	2
122	с одной	1	2
123	думать что	4	2
124	уже в	5	2
125	мы получим	1	2
126	в нем	7	2
127	при этом	15	2
128	для него	5	2
129	в другом	1	2
130	отношений между	2	2
131	вовсе не	7	2
132	о языке	2	2
133	тем что	10	2
134	в них	3	2
135	в области	2	2
136	с другой	2	2
137	всей своей	1	2
138	а как	2	2
139	в самом	3	2
140	входит в	1	2
141	может стать	1	2
142	одной стороны	1	2
143	а не	12	2
144	другой стороны	1	2
145	в руках	1	2
146	между собою	4	2
147	там где	3	2
148	не мог	1	2
149	в связи	1	2
150	том что	12	2
151	от своего	1	2
152	и при	2	2
153	так же	4	2
154	в отношении	1	2
155	своего рода	1	2
156	в течение	2	2
157	слова и	5	2
158	художественное произведение	2	2
159	не менее	5	2
160	что эта	1	2
161	самого начала	2	2
162	не имеет	5	2
163	сознания и	1	2
164	от всех	1	2
165	бы в	2	2
166	во всем	1	2
167	а в	5	2
168	нет ничего	3	2
169	и к	6	2
170	могут быть	7	2
171	в своих	2	2
172	каждое слово	1	2
173	к тому	3	2
174	и это	2	1
175	можно говорить	1	1
176	предметов а	1	1
177	не думает	1	1
178	одним из	1	1
179	будут носить	1	1
180	человека и	3	1
181	и через	1	1
182	себя как	1	1
183	родного языка	1	1
184	в виду	3	1
185	того же	1	1
186	но вообще	1	1
187	и сами	2	1
188	на основе	1	1
189	что до	2	1
190	только потому	4	1
191	науки о	1	1
192	в собственном	1	1
193	но тем	2	1
194	и укрепляет	1	1
195	и есть	3	1
196	нам кажется	2	1
197	в себя	1	1
198	ту же	3	1
199	предмет исследования	1	1
200	и до	3	1
201	можно лишь	2	1
202	с языком	2	1
203	материи и	1	1
204	на том	2	1
205	о влиянии	1	1
206	не дано	2	1
207	в образе	2	1
208	для которой	1	1
209	можно было	2	1
210	в несколько	1	1
211	мы имеем	4	1
212	нуждаются в	1	1
213	к тем	1	1
214	и о	4	1
215	возможно только	3	1
216	мы в	3	1
217	мыслью и	1	1
218	вопрос о	2	1
219	до такой	5	1
220	никоим образом	1	1
221	быть может	4	1
222	из одного	3	1
223	по себе	11	1
224	по мере	7	1
225	как выражение	1	1
226	которая связана	1	1
227	и над	1	1
228	от тела	1	1
229	связанное с	1	1
230	но даже	2	1
231	ему в	1	1
232	то это	8	1
233	или только	1	1
234	в мире	2	1
235	в каждой	1	1
236	слово не	1	1
237	собою и	2	1
238	внимание на	5	1
239	другими словами	8	1
240	следует иметь	1	1
241	и что	7	1
242	что существуют	1	1
243	еще не	3	1
244	поэтическое произведение	1	1
245	нам представляется	2	1
246	столь же	2	1
247	времени в	1	1
248	в различных	2	1
249	не могу	2	1
250	тем как	2	1
251	то мы	3	1
252	к нему	5	1
253	на самом	3	1
254	но не	1	1
255	а у	1	1
256	содержание каждого	1	1
257	то он	2	1
258	что язык	7	1
259	мысль что	3	1
260	сознания не	1	1
261	эта особенность	1	1
262	применяется к	1	1
263	природы и	2	1
264	отношение к	2	1
265	примыкает к	5	1
266	нет и	1	1
267	разница в	1	1
268	в другой	2	1
269	и речи	1	1
270	средств и	1	1
271	на то	7	1
272	язык есть	7	1
273	один и	5	1
274	которая и	1	1
275	на словах	1	1
276	в истории	4	1
277	есть создание	1	1
278	эта связь	2	1
279	единиц в	1	1
280	для создания	3	1
281	конечно при	1	1
282	в своем	8	1
283	как из	1	1
284	и законченное	1	1
285	один из	2	1
286	и как	2	1
287	его к	2	1
288	одной из	1	1
289	этот вопрос	3	1
290	история литературы	1	1
291	самое образование	1	1
292	что он	4	1
293	звука и	1	1
294	другим но	1	1
295	есть его	1	1
296	что слово	10	1
297	или же	1	1
298	и ряд	1	1
299	этим словом	3	1
300	существует лишь	1	1
301	состоит не	1	1
302	процессов в	1	1
303	в выражении	2	1
304	по которым	1	1
305	так в	3	1
306	в этой	1	1
307	промежуток времени	1	1
308	сюда относятся	1	1
309	и тот	3	1
310	не имеющие	1	1
311	с одним	1	1
312	конечно не	2	1
313	на всем	1	1
314	не можем	5	1
315	и у	2	1
316	каждом слове	1	1
317	жизнь как	1	1
318	только на	4	1
319	если он	1	1
320	положение что	1	1
321	в нашей	1	1
322	первое и	1	1
323	и если	3	1
324	к слову	3	1
325	лишается своей	1	1
326	что она	2	1
327	чужого языка	1	1
328	не из	5	1
329	и других	3	1
330	на эту	1	1
331	превращаются в	1	1
332	одно из	1	1
333	не будут	1	1
334	никто не	2	1
335	состоит в	2	1
336	в виде	2	1
337	и язык	1	1
338	но что	2	1
339	только с	1	1
340	которое является	1	1
341	из него	2	1
342	подобно тому	2	1
343	и никогда	1	1
344	отличие от	1	1
345	на этом	1	1
346	его можно	1	1
347	образом не	1	1
348	ее жизни	1	1
349	и вместе	3	1
350	явления природы	1	1
351	ее на	1	1
352	и всякое	1	1
353	даже и	3	1
354	для того	6	1
355	этим самым	1	1
356	на всю	1	1
357	что такой	1	1
358	к другому	1	1
359	бы быть	1	1
360	на все	1	1
361	мы это	1	1
362	понимания явлений	1	1
363	и здесь	2	1
364	его в	4	1
365	в гумбольдта	3	1
366	и лучше	1	1
367	с известным	2	1
368	понятие об	1	1
369	его себе	1	1
370	от одного	3	1
371	ко второму	2	1
372	если только	1	1
373	к которому	1	1
374	создание новых	1	1
375	как же	4	1
376	заключается в	1	1
377	в природе	1	1
378	ясно в	1	1
379	он все	2	1
380	лежит в	1	1
381	еще одно	1	1
382	слово но	1	1
383	что мы	10	1
384	только к	1	1
385	только одно	1	1
386	больше и	1	1
387	этом мы	2	1
388	образом мы	3	1
389	из нее	2	1
390	нужно сказать	1	1
391	не было	12	1
392	и произошло	1	1
393	она и	2	1
394	которые не	2	1
395	все равно	3	1
396	далеко не	1	1
397	самое слово	4	1
398	слове в	1	1
399	дойти до	1	1
400	не всегда	3	1
401	когда я	7	1
402	как ни	2	1
403	понятие о	1	1
404	существует то	1	1
405	развития которая	1	1
406	систему и	1	1
407	для человека	4	1
408	должно быть	5	1
409	и тогда	1	1
410	если не	1	1
411	но при	1	1
412	и вполне	2	1
413	сводятся к	2	1
414	связь с	1	1
415	но если	1	1
416	на который	2	1
417	себе в	3	1
418	внимания к	1	1
419	этого а	1	1
420	которую мы	1	1
421	при изучении	1	1
422	одно слово	5	1
423	эти слова	1	1
424	не дается	1	1
425	быть объяснено	1	1
426	нее как	2	1
427	что раньше	1	1
428	ко всем	3	1
429	к истории	1	1
430	в такой	1	1
431	как это	1	1
432	то можно	1	1
433	когда ребенок	1	1
434	приведем пример	1	1
435	о границах	1	1
436	в которых	3	1
437	мысли и	7	1
438	бы мы	1	1
439	в столь	1	1
440	том основании	1	1
441	он говорит	1	1
442	такой степени	6	1
443	она есть	1	1
444	человеческого тела	1	1
445	несомненно что	1	1
446	словом здесь	1	1
447	где она	1	1
448	тому как	2	1
449	тем не	4	1
450	такие явления	1	1
451	и более	4	1
452	их в	3	1
453	в ряду	6	1
454	для понимания	2	1
455	относятся все	1	1
456	и наоборот	1	1
457	в последнем	1	1
458	быть не	2	1
459	этого слова	7	1
460	что такое	7	1
461	тому что	2	1
462	что те	1	1
463	заключаться в	1	1
464	быть и	2	1
465	но это	3	1
466	слово для	3	1
467	этом следует	1	1
468	о значении	1	1
469	эта способность	1	1
470	всего его	1	1
471	к двум	1	1
472	обратимся к	1	1
473	виду что	2	1
474	истории и	1	1
475	и другое	2	1
476	в то	4	1
477	как о	1	1
478	мысли в	2	1
479	к другим	2	1
480	в определении	1	1
481	в науке	3	1
482	к новым	1	1
483	произведений и	1	1
484	весь этот	1	1
485	не знаем	2	1
486	связанная с	3	1
487	того чтобы	4	1
488	жизни когда	1	1
489	в самых	1	1
490	само по	5	1
491	ее форму	1	1
492	иметь в	2	1
493	и чем	2	1
494	при таком	1	1
495	не существует	2	1
496	в разных	3	1
497	явлений или	1	1
498	или в	1	1
499	на одном	1	1
500	того как	6	1
501	в самой	2	1
502	находятся в	1	1
503	то не	1	1
504	ее и	1	1
505	же время	3	1
506	лишь как	1	1
507	или как	1	1
508	наблюдения над	1	1
509	к произведению	1	1
510	поэзии в	1	1
511	тем более	5	1
512	от него	2	1
513	с понятием	1	1
