N	2gram	Voloshinov_1	Problema
1	в его	4	43
2	и не	4	42
3	и в	16	38
4	и проч	9	28
5	не может	8	27
6	может быть	17	26
7	как бы	5	22
8	отнюдь не	4	19
9	и с	8	17
10	и его	8	16
11	в этом	9	15
12	в нем	4	15
13	только в	4	13
14	прежде всего	9	13
15	но не	1	12
16	за пределы	2	12
17	художественного творчества	4	12
18	во всех	3	11
19	в области	3	11
20	ни в	5	11
21	и для	2	11
22	не входит	1	10
23	отношение к	5	10
24	таким образом	9	10
25	к нему	1	10
26	не только	7	9
27	поступка и	1	9
28	не имеет	1	9
29	его в	4	9
30	художественной формы	1	9
31	но и	4	9
32	и как	3	8
33	входит в	1	8
34	было бы	2	8
35	точки зрения	8	8
36	в том	3	8
37	и др	3	8
38	то что	3	8
39	еще не	5	7
40	в самом	2	7
41	вообще не	2	7
42	как и	2	7
43	как мы	4	7
44	с другой	1	7
45	отметить что	1	7
46	с помощью	2	7
47	но отнюдь	2	7
48	совершенно не	8	7
49	в своей	2	7
50	что в	3	7
51	отношения к	3	6
52	самом деле	6	6
53	на основе	2	6
54	в м	1	6
55	и наконец	4	6
56	в пределах	2	6
57	не всегда	1	6
58	с точки	6	6
59	в психике	8	6
60	не есть	2	6
61	и этим	2	6
62	ничего не	1	6
63	дело с	1	6
64	мы можем	9	6
65	все же	1	6
66	а в	3	6
67	только как	3	6
68	высшей степени	1	5
69	все эти	5	5
70	при этом	6	5
71	то же	2	5
72	в них	2	5
73	в высшей	1	5
74	творчества и	1	5
75	так и	4	5
76	его целом	2	5
77	в основе	3	5
78	и о	2	5
79	никогда не	2	5
80	с ним	2	5
81	может иметь	2	5
82	и прежде	1	5
83	конечно не	6	5
84	большинстве случаев	3	5
85	в большинстве	3	5
86	не на	2	5
87	а не	1	5
88	могут быть	3	5
89	быть только	1	5
90	формы и	1	5
91	мы здесь	1	4
92	на самом	4	4
93	конечно и	1	4
94	в виду	1	4
95	в ней	1	4
96	конечном счете	2	4
97	но в	4	4
98	в нашем	1	4
99	в данном	1	4
100	не должна	1	4
101	не менее	2	4
102	известной степени	1	4
103	должны быть	1	4
104	данном случае	1	4
105	можно было	1	4
