N	2gram	Bakhtin_Pr_1	Problemy
1	из подполья	10	35
2	и в	29	35
3	как бы	19	31
4	и не	31	27
5	что он	8	24
6	в его	24	21
7	но в	7	19
8	как и	12	18
9	к себе	2	18
10	не может	12	18
11	себе самому	3	18
12	о себе	12	17
13	к другому	2	16
14	в нем	19	16
15	то же	14	15
16	с самим	1	15
17	и все	1	15
18	в сущности	5	14
19	в этом	22	14
20	и его	14	14
21	для него	18	14
22	может быть	24	14
23	но и	14	14
24	все это	6	14
25	он не	5	13
26	что я	1	13
27	к нему	6	13
28	человека из	3	13
29	и с	4	12
30	в другом	1	12
31	у достоевского	16	12
32	прежде всего	7	12
33	и к	2	12
34	по замыслу	1	11
35	в пределах	13	11
36	в то	10	11
37	слова и	1	11
38	самом деле	6	10
39	в двойнике	1	10
40	не только	15	10
41	не в	7	10
42	же время	9	10
43	героя и	10	10
44	то что	15	10
45	на самом	5	9
46	самим собою	2	9
47	в отношении	2	9
48	второй голос	1	9
49	ни одного	2	9
50	мы уже	2	8
51	я не	3	8
52	все же	9	8
53	самого начала	2	8
54	как мы	4	8
55	с самого	1	8
56	так и	7	8
57	себя и	2	8
58	о мире	6	8
59	и слово	3	8
60	и для	4	8
61	потому что	8	8
62	слово о	7	7
63	еще не	5	7
64	с его	9	7
65	себе и	3	7
66	своему предмету	1	7
67	и наконец	4	7
68	лишь в	1	7
69	замыслу достоевского	1	7
70	там где	10	7
71	таким образом	12	7
72	я сам	1	7
73	для себя	2	7
74	и сам	2	7
75	творчестве достоевского	5	7
76	вовсе не	7	7
77	так же	6	7
78	что же	4	7
79	себя самого	2	7
80	точки зрения	19	7
81	человек из	4	7
82	с ним	5	7
83	а в	7	7
84	отношении к	3	7
85	отношению к	8	7
86	и на	7	6
87	он сам	3	6
88	но не	9	6
89	по отношению	8	6
90	отношение к	2	6
91	что они	1	6
92	в самом	10	6
93	чужое слово	2	6
94	что у	1	6
95	в плане	5	6
96	в каждом	8	6
97	у меня	1	6
98	в речах	1	6
99	к тому	1	6
100	в одном	10	6
101	и что	2	6
102	только в	10	6
103	но это	4	6
104	не знает	3	6
105	что в	8	6
106	с собою	2	5
107	как в	6	5
108	в себе	7	5
109	в рассказ	1	5
110	он и	5	5
111	знает и	1	5
112	в конце	6	5
113	даже в	4	5
114	на него	3	5
115	себе самом	9	5
116	уже говорили	1	5
117	его с	1	5
118	и это	5	5
119	в том	8	5
120	обращаться к	1	5
121	так что	2	5
122	к самому	1	5
123	и даже	2	5
124	к своему	1	5
125	в романах	7	5
126	как к	3	5
127	этого слова	1	5
128	самому и	1	5
129	героя в	4	5
130	ивана карамазова	4	4
131	бы уже	2	4
132	так чтобы	4	4
133	в мире	6	4
134	он в	3	4
135	нет и	1	4
136	же и	2	4
137	романах достоевского	5	4
138	как другой	3	4
139	тон и	1	4
140	сливается с	6	4
141	та же	1	4
142	что это	1	4
143	но на	1	4
144	на его	2	4
145	и вот	1	4
146	друг с	2	4
147	он старается	1	4
148	последнее слово	8	4
149	но все	5	4
150	я бы	1	4
151	же не	2	4
152	чужого сознания	2	4
153	из своего	2	4
154	его в	6	4
155	переходим к	1	4
156	в них	3	4
157	рядом с	14	4
158	его слово	1	4
159	в своей	8	4
160	нему и	2	4
161	но он	2	4
162	друг другу	2	4
163	по себе	8	4
164	никогда не	3	4
165	стиль и	1	4
166	как раз	6	4
167	это слово	1	4
168	слова о	1	4
169	как будто	3	4
170	где он	1	4
171	за живое	1	4
172	сознания и	5	4
173	герой из	1	4
174	все его	3	4
175	между тем	5	4
176	говорит он	6	4
177	тотчас же	1	4
178	наконец в	2	4
179	все время	2	4
180	слово героя	7	4
181	и так	1	4
182	и у	3	4
183	всяком случае	3	4
184	так как	6	4
185	не о	2	4
186	у него	5	4
187	тем что	4	4
188	с другой	3	4
189	он это	1	4
190	с другом	1	4
191	что не	1	4
192	в стиле	1	4
193	до конца	8	4
194	а не	22	4
195	но как	3	4
196	в творчестве	5	4
197	вот как	1	4
198	в той	2	4
199	это он	1	4
200	человек и	2	4
201	к чужому	1	4
202	бы в	3	4
