N	3gram	Tiupa_Lite_1	Marksizm
1	с точки зрения	2	20
2	не может быть	1	13
3	в самом деле	1	9
4	до сих пор	1	8
5	бы то ни	1	8
6	то ни было	1	8
7	в связи с	4	7
8	и того же	1	5
9	одного и того	1	5
10	в отличие от	5	5
11	как мы знаем	1	5
12	с другой стороны	1	5
13	с самого начала	1	4
14	в отношении к	1	4
15	в этом отношении	2	3
16	внутреннего и внешнего	1	3
17	то же время	5	3
18	но все же	1	3
19	в большинстве случаев	1	3
20	в то же	5	3
21	в том что	11	3
22	тех пор пока	1	2
23	но при этом	2	2
24	в том числе	1	2
25	в знаковом материале	2	2
26	можно было бы	1	2
27	но в то	1	2
28	во всяком случае	2	2
29	по отношению к	2	2
30	до тех пор	1	2
31	в свою очередь	1	2
32	и прежде всего	3	2
33	тем не менее	2	2
34	ничего общего с	1	2
35	все более и	1	1
36	является по преимуществу	1	1
37	чуть ли не	2	1
38	прежде всего в	3	1
39	одним и тем	1	1
40	между прочим и	1	1
41	по ту сторону	1	1
42	подобно тому как	2	1
43	с внешним миром	1	1
44	том что он	1	1
45	как бы между	1	1
46	в одной из	1	1
47	тот или иной	1	1
48	по отношению ко	1	1
49	в наше время	1	1
50	которая не поддается	1	1
51	по аналогии с	3	1
52	художественной или иной	1	1
53	могли бы быть	1	1
54	с этой точки	3	1
55	в xviii веке	1	1
56	не переставая быть	1	1
57	ту или иную	2	1
58	так или иначе	8	1
59	в значительной степени	1	1
60	а не только	1	1
61	и тем же	1	1
62	с одной стороны	2	1
63	в последнее время	1	1
64	какой бы то	1	1
65	в целом ряде	1	1
66	а не в	1	1
67	тем что в	1	1
68	именно в том	1	1
69	имеет место лишь	1	1
70	этой точки зрения	3	1
71	как и во	1	1
72	более и более	1	1
73	не только в	4	1
74	не может стать	1	1
75	не выходит за	1	1
76	существует как бы	1	1
77	имеется в виду	1	1
78	на самом деле	1	1
79	друг для друга	2	1
