N	2gram	Losev_Vlad_2	Narrotol
1	не только	12	31
2	но и	8	27
3	и не	18	23
4	при этом	5	19
5	может быть	7	15
6	в качестве	1	14
7	в частности	2	14
8	как и	5	13
9	а не	7	13
10	а в	11	13
11	в этом	20	12
12	только в	6	12
13	и в	30	11
14	в данном	3	11
15	своего рода	1	10
16	и его	6	10
17	такого рода	2	10
18	то есть	7	9
19	времени и	1	9
20	то что	20	9
21	то же	4	8
22	не может	9	8
23	данном случае	2	8
24	в том	18	8
25	уже не	3	8
26	со стороны	4	8
27	но в	8	7
28	том что	12	7
29	если бы	1	7
30	у него	19	7
31	и он	4	6
32	в самом	2	6
33	не в	9	6
34	в этой	4	6
35	в себе	6	6
36	тому же	1	6
37	об этом	6	6
38	не мог	8	6
39	к тому	2	6
40	во втором	1	6
41	в его	11	6
42	как бы	5	6
43	как раз	1	6
44	а также	10	6
45	жизни и	6	6
46	между двумя	1	5
47	и на	4	5
48	перед нами	1	5
49	так и	5	5
50	точки зрения	7	5
51	в своей	5	5
52	потому что	9	5
53	можно сказать	4	5
54	точка зрения	1	5
55	то в	5	4
56	еще не	1	4
57	истории в	1	4
58	с его	4	4
59	но не	3	4
60	как в	3	4
61	все же	9	4
62	хотя и	6	4
63	из этих	3	4
64	в нем	4	4
65	из них	1	4
66	по себе	5	4
67	и тем	1	4
68	в одном	1	4
69	вплоть до	3	4
70	в то	9	4
71	того чтобы	2	4
72	никогда не	7	4
73	в сознании	1	4
74	в ней	4	4
75	так в	1	4
76	о том	4	4
77	же время	3	4
78	к нему	2	4
79	в литературе	1	4
80	того что	5	4
81	для него	9	4
82	прежде всего	6	4
83	о чем	6	4
84	как известно	1	3
85	также и	6	3
86	и то	5	3
87	самом деле	1	3
88	едва ли	3	3
89	мы имеем	1	3
90	мы не	2	3
91	а для	1	3
92	он сам	2	3
93	но как	1	3
94	в своем	8	3
95	и как	3	3
96	к чему	1	3
97	в целом	4	3
98	в нашем	1	3
99	он не	4	3
100	для того	2	3
101	и с	14	3
102	в глазах	1	3
103	это не	2	3
104	по мысли	1	3
105	начала и	2	3
106	в жизни	1	3
107	в современной	1	3
108	и ее	1	3
109	тем не	6	3
110	их в	2	3
111	однако в	2	3
112	не менее	7	3
113	но они	1	3
114	в русской	1	3
115	к анне	1	3
116	как будто	2	3
117	этом отношении	1	3
118	у нас	6	3
119	начиная с	2	3
120	и о	4	3
121	еще в	2	3
122	когда в	1	3
123	сводится к	1	3
124	о нем	2	3
125	его жизни	6	3
126	лишь в	1	3
127	что он	13	3
128	именно в	4	3
129	не было	10	3
130	как это	7	3
131	в начале	4	3
132	но для	1	3
133	и все	7	3
134	что в	12	3
135	всех его	1	2
136	и для	3	2
137	в сущности	2	2
138	не вполне	2	2
139	жизни как	1	2
140	ему в	2	2
