N	3gram	Bakhtin_Fr_8	StatiiOP
1	в том что	6	16
2	о том что	2	11
3	в этом отношении	1	9
4	до сих пор	8	5
5	вместе с тем	1	5
6	для того чтобы	2	5
7	дело в том	2	4
8	после того как	1	4
9	с другой стороны	2	3
10	с самого начала	1	3
11	вопрос о том	1	3
12	речь идет о	1	3
13	в другом месте	3	2
14	они не могли	1	2
15	с точки зрения	2	2
16	в отличие от	1	2
17	бы то ни	2	2
18	потому что это	1	2
19	века и в	1	2
20	то ни было	1	2
21	и в этом	1	2
22	не в том	1	2
23	более или менее	2	2
24	так и в	1	2
25	не только не	2	2
26	в самом деле	1	2
27	свидетельствуют о том	1	2
28	в предисловии к	1	2
29	не потому ли	1	2
30	к тому же	1	2
31	том что она	1	1
32	точка зрения на	1	1
33	в своем романе	2	1
34	того чтобы показать	1	1
35	на самом деле	1	1
36	в настоящее время	3	1
37	в этом смысле	1	1
38	сих пор они	1	1
39	в полной силе	1	1
40	он не только	1	1
41	в наши дни	1	1
42	в той же	3	1
43	говорит о себе	1	1
44	в приложении к	1	1
45	и др в	2	1
46	говорит о том	1	1
47	и в наши	1	1
48	ни о каком	1	1
49	в чем же	1	1
50	в данном случае	2	1
51	в свете этой	1	1
52	в точности соответствует	1	1
53	на французском языке	1	1
54	в известном смысле	1	1
55	по сравнению с	1	1
56	и вместе с	1	1
57	в связи с	3	1
58	друг к другу	1	1
59	в ту же	1	1
60	вместо того чтобы	1	1
61	потому что они	1	1
62	к первому тому	1	1
63	в свое время	1	1
64	на вопрос о	1	1
65	к этому и	1	1
66	нет ни одного	1	1
67	не мог не	1	1
68	по отношению к	1	1
69	реальной действительности в	1	1
70	то же время	10	1
71	имел в виду	1	1
72	заключается в том	1	1
73	в то время	2	1
74	но он не	1	1
75	что в его	1	1
76	был тесно связан	1	1
77	вовсе не был	1	1
78	как бы ни	1	1
79	и в особенности	2	1
80	тесно связан с	1	1
81	не похож на	1	1
82	судить о том	1	1
83	в то же	10	1
84	в том числе	3	1
85	таким образом в	1	1
86	взглянуть на них	1	1
87	в какой-то мере	1	1
88	как мы видели	2	1
89	и его современниками	1	1
