N	3gram	Voloshinov_1	Komedia
1	в том что	1	9
2	в этом отношении	1	3
3	с одной стороны	1	3
4	о том что	2	3
5	то же самое	1	2
6	может быть даже	1	2
7	а то и	1	2
8	до сих пор	3	2
9	то ни было	1	2
10	бы то ни	1	2
11	во всяком случае	3	2
12	и таким образом	1	2
13	за отказ от	1	1
14	что иное как	1	1
15	подобно тому как	1	1
16	он может быть	1	1
17	же как и	1	1
18	практически он может	1	1
19	с этой точки	1	1
20	вместе с тем	1	1
21	в чем не	3	1
22	а может быть	1	1
23	можно было бы	1	1
24	со всех сторон	1	1
25	в коем случае	1	1
26	именно здесь в	1	1
27	мы узнаем о	1	1
28	в применении к	1	1
29	так же как	2	1
30	в данном случае	1	1
31	в высшей степени	1	1
32	нет никаких оснований	2	1
33	этой точки зрения	1	1
34	ни в чем	3	1
35	каждого из этих	1	1
36	как один из	1	1
37	с самого начала	4	1
38	ни в коем	1	1
39	и прежде всего	1	1
40	не что иное	1	1
41	по аналогии с	2	1
42	в большинстве случаев	3	1
43	мы уже знаем	1	1
44	для того чтобы	1	1
45	сделать некоторые выводы	1	1
46	так как он	1	1
47	из того же	1	1
