N	2gram	Tiupa_Anal_1	Narrotol
1	не только	15	32
2	может быть	29	25
3	но и	17	23
4	в качестве	31	21
5	и не	21	20
6	то есть	11	19
7	и в	18	19
8	в том	27	18
9	в этом	13	17
10	в тексте	5	16
11	не в	14	14
12	в частности	19	14
13	том что	12	14
14	состоит в	11	13
15	представляет собой	16	12
16	тогда как	14	12
17	в рамках	3	12
18	своего рода	3	12
19	коммуникативного события	14	12
20	а не	17	12
21	то что	6	11
22	а в	9	11
23	точки зрения	6	10
24	не может	22	10
25	при этом	12	9
26	нарративного дискурса	1	9
27	в мире	8	9
28	так и	4	9
29	в его	13	9
30	со стороны	2	9
31	в себе	11	8
32	во времени	4	8
33	и т.п	5	8
34	с другой	4	8
35	не является	2	8
36	героя в	2	8
37	еще не	3	7
38	по отношению	6	7
39	как в	1	7
40	все же	4	7
41	в случае	6	7
42	времени и	6	7
43	как и	13	7
44	к тому	7	7
45	и т.д	1	7
46	а также	3	7
47	с одной	3	7
48	одной стороны	3	7
49	такого рода	5	7
50	высказывания в	1	6
51	с его	3	6
52	но не	10	6
53	в той	8	6
54	то в	2	6
55	креативная компетенция	1	6
56	тем самым	7	6
57	в себя	6	6
58	о том	5	6
59	что он	3	6
60	именно в	4	6
61	как это	1	6
62	отношению к	5	6
63	иначе говоря	9	6
64	том числе	3	6
65	но в	8	6
66	между двумя	3	5
67	не все	2	5
68	отличие от	6	5
69	отнюдь не	15	5
70	и как	5	5
71	уже не	4	5
72	в этой	5	5
73	тому же	4	5
74	картины мира	1	5
75	далеко не	6	5
76	в отличие	6	5
77	по себе	4	5
78	в основе	6	5
79	и его	5	5
80	к себе	1	5
81	к нему	3	5
82	нуждается в	8	5
83	себя в	6	5
84	или иной	6	5
85	мира в	2	5
86	в данном	2	5
87	можно сказать	2	5
88	не предполагает	2	5
89	и пространстве	4	5
90	речь идет	1	4
91	данном случае	2	4
92	все те	1	4
93	то же	9	4
94	из которых	4	4
95	здесь не	2	4
96	как правило	4	4
97	в противовес	2	4
98	перед нами	1	4
99	в нем	3	4
100	в принципе	8	4
101	в силу	3	4
102	но все	1	4
103	же не	1	4
104	и с	2	4
105	было бы	2	4
106	и тем	1	4
107	точку зрения	1	4
108	по характеристике	1	4
109	жизненной позиции	2	4
110	связи с	1	4
111	числе и	1	4
112	той или	6	4
113	имеет место	5	4
114	не столько	2	4
115	те же	1	4
116	и коммуникативного	1	4
117	о нем	3	4
118	одного из	2	4
119	внутреннего зрения	1	4
120	основе своей	2	4
121	же время	6	4
122	во втором	1	4
123	или напротив	1	4
124	вслед за	1	4
125	только в	6	4
126	хотя бы	3	4
127	в пространстве	1	4
128	при всей	2	4
129	у него	1	4
130	в особенности	1	4
131	что не	3	4
132	прежде всего	6	4
