N	3gram	Bakhtin_Fr_6	Tvorches
1	в то же	5	13
2	то же время	5	12
3	в том что	2	6
4	о том что	5	5
5	но в то	1	4
6	дело в том	1	3
7	это как бы	1	3
8	том что в	1	2
9	на первом плане	1	2
10	в одной из	1	2
11	является одним из	1	2
12	в данном случае	2	2
13	не только в	1	2
14	можно сказать что	1	2
15	человека и его	1	2
16	таким образом уже	1	1
17	и того же	1	1
18	как один из	2	1
19	и как раз	1	1
20	в настоящее время	1	1
21	что же касается	1	1
22	по отношению к	1	1
23	в эти годы	1	1
24	до сих пор	3	1
25	в мировой литературе	1	1
26	в первой главе	1	1
27	на самом же	1	1
28	только то что	1	1
29	небесных светил и	1	1
30	за то что	1	1
31	с самим собой	1	1
32	вместе с тем	1	1
33	не столько на	1	1
34	традиционное представление о	1	1
35	некоторые из них	1	1
36	в котором все	1	1
37	уже говорили что	2	1
38	в ту же	1	1
39	в этой области	1	1
40	то все это	1	1
41	говорили о том	2	1
42	это прежде всего	2	1
43	с одной стороны	4	1
44	в xix веке	1	1
45	в конце концов	1	1
46	со всеми его	2	1
47	и как бы	1	1
48	в связи с	1	1
49	мы уже говорили	11	1
50	и в романе	1	1
51	всем и каждому	1	1
52	мы все время	1	1
53	самом же деле	1	1
54	так и от	1	1
55	у него в	1	1
56	и его сознания	1	1
57	в беседе с	1	1
58	заключается в том	1	1
59	и превращается в	1	1
60	с другой стороны	2	1
61	одного и того	1	1
62	жизни именно в	1	1
