N	3gram	Bakhtin_Pr_1	VLabPisa
1	в этом отношении	5	13
2	в письме к	1	9
3	с другой стороны	2	8
4	не может быть	3	8
5	по отношению к	11	7
6	в зависимости от	3	5
7	хотя бы и	2	5
8	то же время	7	5
9	в то же	7	5
10	не могут быть	1	4
11	в художественном произведении	1	4
12	можно сказать что	2	4
13	равно как и	1	4
14	в том что	7	4
15	и в то	3	3
16	в своем творчестве	1	3
17	вот что говорит	1	3
18	это и есть	3	3
19	о том что	2	3
20	в одном из	2	3
21	к тому что	1	3
22	том отношении что	1	2
23	подобно тому как	3	2
24	до сих пор	2	2
25	что все эти	1	2
26	только то что	2	2
27	можно было бы	3	2
28	и не может	2	2
29	по крайней мере	2	2
30	в том чтобы	1	2
31	в конце концов	4	2
32	для него в	1	2
33	во всех этих	1	2
34	во всяком случае	3	2
35	в том отношении	1	2
36	этой точки зрения	1	2
37	не только не	1	2
38	но и он	1	2
39	в каждом отдельном	1	2
40	для того чтобы	2	2
41	и есть то	1	1
42	на этот вопрос	1	1
43	хотя и не	1	1
44	то что должно	1	1
45	точки зрения на	1	1
46	но у него	1	1
47	наконец и это	1	1
48	говорит об этом	1	1
49	что должно быть	1	1
50	то время как	1	1
51	у него был	1	1
52	в самом деле	2	1
53	и по отношению	1	1
54	в этом смысле	9	1
55	же как и	1	1
56	с этой точки	1	1
57	творческий процесс у	1	1
58	приходится признать что	1	1
59	достоевского таким образом	2	1
60	сами по себе	3	1
61	между собою в	1	1
62	он и не	1	1
63	то что в	1	1
64	прежде всего необходимо	1	1
65	не отличается от	1	1
66	может быть и	1	1
67	в противном случае	1	1
68	в процессе этого	1	1
69	как если бы	1	1
70	есть то что	1	1
71	как например у	1	1
72	крайней мере для	1	1
73	в данном случае	2	1
74	по этому вопросу	1	1
75	но в то	2	1
76	не только в	1	1
77	таким образом и	1	1
78	то же самое	1	1
79	зависимости от различных	1	1
80	так же как	1	1
81	как будто бы	1	1
82	по сравнению с	1	1
83	единой и цельной	1	1
84	мы видим что	1	1
85	не в том	1	1
86	оно может быть	1	1
87	все же не	1	1
88	не могло бы	1	1
89	все эти определения	2	1
90	все то что	3	1
91	именно в том	2	1
92	что они не	1	1
93	того или иного	1	1
94	а в том	1	1
95	у него в	1	1
96	а вместе с	1	1
97	романов достоевского и	2	1
98	но с другой	1	1
99	прав в том	1	1
100	в то время	2	1
101	та или иная	1	1
102	и никогда не	1	1
103	о достоевском по	1	1
104	но и композиционно	1	1
105	ни одна из	1	1
106	в братьях карамазовых	1	1
107	его творчества в	1	1
