N	3gram	Tiupa_Anal_2	KulturaY
1	с точки зрения	2	16
2	в самом деле	1	11
3	можно было бы	2	10
4	тем не менее	3	9
5	в том что	6	8
6	той или иной	3	5
7	в этом случае	4	4
8	в данном случае	5	4
9	с одной стороны	4	4
10	и в этом	4	4
11	в связи с	1	4
12	и в самом	2	4
13	того или иного	3	3
14	не только в	2	3
15	в первую очередь	1	3
16	с другой стороны	2	3
17	не может быть	1	3
18	о том что	6	3
19	одним и тем	1	2
20	и тем же	1	2
21	по отношению к	4	2
22	как раз и	1	2
23	самом деле не	1	2
24	в таком случае	2	2
25	в отличие от	2	2
26	только то что	1	2
27	что же до	1	2
28	и тот же	1	2
29	в известном смысле	1	2
30	на себя внимание	3	2
31	т е к	2	2
32	более или менее	1	2
33	сама по себе	1	2
34	дело не в	1	2
35	к тому же	4	2
36	в свое время	1	2
37	на этот вопрос	1	1
38	что она не	1	1
39	в целом ряде	1	1
40	прежде всего в	1	1
41	в этом смысле	2	1
42	то же самое	1	1
43	не так уж	1	1
44	одних и тех	1	1
45	не удивительно что	3	1
46	но и в	1	1
47	и если бы	1	1
48	по крайней мере	3	1
49	не последнюю роль	1	1
50	значении этого слова	1	1
51	не только не	2	1
52	с этой точки	1	1
53	и тех же	1	1
54	а тем более	1	1
55	в равной мере	1	1
56	хотя бы и	1	1
57	обращает на себя	3	1
58	тому или иному	1	1
59	заключается в том	1	1
60	себе ничего не	1	1
61	в стилистическом отношении	1	1
62	слова легко можно	1	1
63	по природе своей	2	1
64	не только для	1	1
65	в противном случае	1	1
66	по себе ничего	1	1
67	а не с	1	1
68	не случайно и	1	1
69	лишь в самом	1	1
70	этой точки зрения	1	1
71	в тех случаях	1	1
72	а в том	1	1
73	то же время	2	1
74	же самое что	1	1
75	том смысле что	1	1
76	в свою очередь	1	1
77	в конечном счете	2	1
78	еще ничего не	1	1
79	имеет в своем	1	1
80	в первой же	1	1
81	могут и должны	1	1
82	никоим образом не	1	1
83	конечном счете к	1	1
84	тех случаях когда	1	1
85	в то же	2	1
86	в рамках одного	1	1
87	в том-то и	1	1
88	к тому что	1	1
89	в том смысле	1	1
90	тех или иных	2	1
91	имеется в виду	1	1
92	вообще и тем	1	1
93	в чем дело	1	1
