N	3gram	Vygotskiy__3	Hudozhes
1	в том что	17	11
2	по отношению к	2	7
3	о том что	3	7
4	подобно тому как	1	4
5	к тому что	1	4
6	том что в	1	3
7	не может быть	2	3
8	как и в	2	3
9	с одной стороны	5	3
10	для того чтобы	7	3
11	тем не менее	5	3
12	том что она	1	2
13	состоит в том	3	2
14	о том как	1	2
15	и в этом	2	2
16	с точки зрения	1	2
17	только в том	2	2
18	до сих пор	1	2
19	хотя бы и	1	2
20	можно было бы	5	2
21	внешним и внутренним	1	2
22	но тем не	1	2
23	так же как	6	2
24	в данном случае	1	2
25	то же самое	1	2
26	в этом и	2	2
27	того или иного	2	2
28	между внешним и	1	2
29	не только в	1	2
30	нам о том	1	1
31	не в состоянии	1	1
32	приходит к осознанию	1	1
33	той или иной	2	1
34	и не случайно	1	1
35	да и не	1	1
36	же как и	4	1
37	которое могло бы	1	1
38	тот или иной	1	1
39	принимает на себя	1	1
40	бы то ни	1	1
41	между тем как	1	1
42	в этом отношении	3	1
43	том числе и	1	1
44	с этого момента	1	1
45	а с другой	3	1
46	точно так же	1	1
47	в приложении к	1	1
48	прежде всего тем	1	1
49	между внешней и	1	1
50	едва ли может	1	1
51	то и другое	4	1
52	и то что	2	1
53	бы оно не	1	1
54	в значительной степени	1	1
55	приводит к тому	1	1
56	в самом начале	1	1
57	в один ряд	1	1
58	и все его	1	1
59	всего тем что	1	1
60	обе эти тенденции	1	1
61	перед нами в	1	1
62	то время как	4	1
63	имеем дело с	1	1
64	на деле не	1	1
65	так или иначе	1	1
66	все более и	1	1
67	все же не	1	1
68	к той же	1	1
69	этом и заключается	2	1
70	никоим образом не	1	1
71	с другой стороны	3	1
72	и в том	1	1
73	внешней и внутренней	3	1
74	как и всякая	1	1
75	на наших глазах	1	1
76	они были бы	1	1
77	заключается в том	7	1
78	в то время	4	1
79	та или иная	3	1
80	в этом случае	1	1
81	и в самом	1	1
82	с самого начала	6	1
83	того как он	1	1
84	более и более	1	1
85	ли может быть	1	1
86	на которых мы	1	1
87	в слове и	1	1
88	друг от друга	1	1
89	не является в	1	1
90	и все еще	1	1
91	и отношения между	1	1
92	в том числе	1	1
93	если бы оно	1	1
94	человека и его	1	1
95	что и в	5	1
96	лежит не в	1	1
97	вслед за этим	1	1
98	мы стремились показать	1	1
