N	2gram	Losev_Dial_2	FransuaR
1	и в	19	41
2	мы уже	8	18
3	во всех	2	17
4	таким образом	4	17
5	в нем	10	16
6	и с	5	16
7	тела и	5	15
8	тела в	1	13
9	и его	5	13
10	но и	12	13
11	в этом	8	12
12	телом и	1	12
13	как мы	3	12
14	все эти	2	11
15	уже говорили	1	11
16	все это	4	11
17	в самом	5	10
18	не только	19	10
19	так как	14	10
20	и др	1	10
21	прежде всего	8	10
22	то что	14	10
23	и на	1	9
24	кроме того	3	9
25	во время	2	9
26	о том	5	9
27	здесь в	1	9
28	и все	12	9
29	в сущности	2	8
30	но в	2	8
31	в этой	3	8
32	никогда не	9	8
33	и до	1	7
34	в них	1	7
35	как и	10	7
36	том что	10	7
37	в его	1	7
38	вовсе не	13	7
39	у него	1	7
40	в особенности	1	7
41	как бы	14	7
42	что в	7	7
43	также и	2	6
44	например в	2	6
45	в то	6	6
46	в образе	1	6
47	мы видим	2	6
48	вместе с	2	6
49	или в	2	6
50	сказать что	10	6
51	что он	6	6
52	и он	1	5
53	в ее	4	5
54	в своем	4	5
55	что это	10	5
56	в себе	15	5
57	человеческого тела	1	5
58	то же	12	5
59	еще в	1	5
60	но он	4	5
61	во всем	1	5
62	тем что	2	5
63	все то	1	5
64	половые органы	1	5
65	так и	10	5
66	и что	5	5
67	же время	5	5
68	в литературе	1	5
69	из них	3	5
70	в одном	4	5
71	там где	1	5
72	между собою	3	5
73	так же	2	5
74	в той	3	5
75	того же	1	4
76	самом деле	4	4
77	в ней	2	4
78	он был	1	4
79	как в	2	4
80	и как	10	4
81	та же	4	4
82	в другом	4	4
83	не в	8	4
84	даже в	3	4
85	в основе	1	4
86	все же	4	4
87	и образ	1	4
88	и вообще	6	4
89	с ним	4	4
90	своего тела	1	4
91	все время	3	4
92	тот же	1	4
93	всех его	1	4
94	с одной	2	4
95	именно на	1	4
96	уже в	4	4
97	в результате	2	4
98	в котором	1	4
99	тела как	1	4
100	и даже	14	4
101	с другой	5	4
102	именно в	2	4
103	одной стороны	1	4
104	большей или	1	4
105	и от	3	4
106	о котором	3	4
107	а в	4	4
108	не может	9	4
109	из этого	1	4
110	все что	1	4
111	не остается	1	3
112	он сам	1	3
113	в чем	3	3
114	как у	1	3
115	мы будем	1	3
116	в голове	2	3
117	в одной	4	3
118	с этим	3	3
119	перед нами	2	3
120	при этом	4	3
121	на все	2	3
122	было бы	3	3
123	весь мир	1	3
124	на первый	1	3
125	и их	3	3
126	уже сказали	1	3
127	когда они	2	3
128	также что	2	3
129	потому что	14	3
130	этом отношении	1	3
131	есть только	4	3
132	они и	1	3
133	котором мы	1	3
134	те же	1	3
135	до сих	2	3
136	к нему	4	3
137	тело и	3	3
138	того что	6	3
139	только в	5	3
140	поэтому и	1	3
141	конечно не	6	3
142	есть в	2	3
143	в целях	3	3
144	или меньшей	1	3
145	что не	6	3
146	связано с	1	3
147	в данном	3	3
148	и смерти	1	3
149	и не	30	3
150	с этой	1	3
151	сих пор	2	3
152	но это	7	3
153	здесь только	1	3
154	жизни и	6	3
155	в искусстве	2	3
156	они не	3	3
157	как известно	2	2
158	связана с	2	2
159	и то	7	2
160	тех же	1	2
161	это и	3	2
162	с точки	8	2
163	ведь и	1	2
164	должна быть	5	2
165	было и	1	2
166	мы не	1	2
167	не будем	1	2
168	есть нечто	8	2
169	говорить о	5	2
170	и всякой	1	2
171	но уже	1	2
172	природы и	1	2
173	но не	6	2
174	в новом	1	2
175	в наиболее	1	2
176	тело то	1	2
177	за пределы	4	2
178	что они	6	2
179	в истории	2	2
180	точки зрения	12	2
181	что именно	1	2
182	дает нам	1	2
183	на лбу	1	2
184	стороны и	1	2
185	и отчасти	1	2
186	где все	1	2
187	духа в	1	2
188	он в	1	2
189	раз в	2	2
190	как он	4	2
191	так сказать	1	2
192	на его	2	2
193	он не	4	2
194	всех этих	3	2
195	на этом	2	2
196	будем говорить	2	2
197	как они	3	2
198	что все	1	2
199	значение в	1	2
200	это было	3	2
201	заключается в	4	2
202	одного и	1	2
203	из этих	1	2
204	но если	1	2
205	и сейчас	1	2
206	в своей	8	2
207	мы находим	3	2
208	но эта	1	2
209	их в	2	2
210	и очень	1	2
211	как о	1	2
212	тогда когда	6	2
213	только его	1	2
214	так что	7	2
215	предполагать что	1	2
216	связи с	4	2
217	это уже	2	2
218	превращается в	1	2
219	не могут	4	2
220	в древнейших	1	2
221	в области	2	2
222	в эти	1	2
223	должен быть	1	2
224	данном случае	2	2
225	в дальнейшем	1	2
226	литературы и	1	2
227	и когда	4	2
228	времени и	9	2
229	образом в	1	2
230	что самая	1	2
231	внимание на	1	2
232	между тем	2	2
233	и во	1	2
234	тем более	1	2
235	а именно	5	2
236	но с	1	2
237	и образы	2	2
238	на сцену	2	2
239	со всеми	1	2
240	где они	1	2
241	человека с	1	2
242	себя в	2	2
243	понятно что	2	2
244	что если	3	2
245	всеми его	1	2
246	ведь это	3	2
247	и прежде	2	2
248	в конце	2	2
249	как его	1	2
250	может быть	20	2
251	как раз	5	2
252	человека и	2	2
253	мы еще	1	2
254	если мы	2	2
255	был в	2	2
256	не на	2	2
257	а не	16	2
258	в частности	2	2
259	начиная с	1	2
260	и потому	5	2
261	как это	7	2
262	можно прямо	1	2
263	не был	1	2
264	наконец и	1	2
265	несколько слов	1	2
266	однако они	1	2
267	что мы	2	2
268	и часто	2	2
269	в теле	1	2
270	ногами и	1	2
271	мира и	1	2
272	солнца и	1	2
273	в эту	1	2
274	в этих	3	2
275	вовсе нет	1	2
276	вполне понятно	1	2
277	в том	14	2
278	все они	1	2
279	это все	2	2
280	другой стороны	4	2
281	состоит из	1	2
282	есть и	6	2
283	пространства в	1	2
284	этом совершенно	1	1
285	несколько десятков	1	1
286	от этой	1	1
287	жизнь человека	1	1
288	в сфере	2	1
289	потом и	1	1
290	для выяснения	1	1
291	сам по	3	1
292	всей и	1	1
293	на самом	2	1
294	он может	2	1
295	то в	1	1
296	тем же	2	1
297	между двумя	1	1
298	уже указывали	1	1
299	проявления его	1	1
300	в зависимости	2	1
301	в их	2	1
302	его не	2	1
303	всего того	1	1
304	не забудем	1	1
305	для своего	1	1
306	не во	2	1
307	тела тело	1	1
308	что уже	2	1
309	чтобы не	6	1
310	нам в	1	1
311	так чтобы	2	1
312	стоит вам	1	1
313	на тему	1	1
314	ему в	1	1
315	то это	2	1
316	зависимости от	2	1
317	из ее	1	1
318	и говорить	2	1
319	еще не	4	1
320	по линии	2	1
321	на них	1	1
322	всегда можно	1	1
323	всем этим	1	1
324	далее в	2	1
325	сходство и	1	1
326	это действительно	1	1
327	время в	1	1
328	сам а	1	1
329	в различных	1	1
330	выражения в	1	1
331	что предмет	2	1
332	это простая	1	1
333	в изображении	2	1
334	них всегда	1	1
335	и места	1	1
336	специфическом смысле	1	1
337	над землею	1	1
338	и всякий	1	1
339	свою жизнь	1	1
340	остаются в	1	1
341	себе и	3	1
342	не просто	12	1
343	нет и	1	1
344	есть просто	3	1
345	и я	2	1
346	и выражения	1	1
347	чем мы	1	1
348	не самый	2	1
349	и нет	2	1
350	мы также	1	1
351	такие образы	2	1
352	величине и	1	1
353	что по	2	1
354	и к	7	1
355	более или	2	1
356	есть ли	5	1
357	искусство и	3	1
358	трупов в	1	1
359	в которой	2	1
360	в целом	1	1
361	чем больше	1	1
362	во многих	1	1
363	бы только	2	1
364	чувств и	1	1
365	если он	1	1
366	не могла	1	1
367	и если	4	1
368	широком смысле	2	1
369	такие которые	1	1
370	направлено на	1	1
371	и стало	5	1
372	огонь а	1	1
373	связанные с	1	1
374	по самому	1	1
375	оно было	1	1
376	его тела	1	1
377	в узком	2	1
378	никакому сомнению	1	1
379	не как	2	1
380	сердце и	1	1
381	и вот	4	1
382	вы в	1	1
383	того можно	1	1
384	на земле	1	1
385	можно даже	1	1
386	вот отчего	1	1
387	из него	1	1
388	и по	4	1
389	именно это	1	1
390	но все	2	1
391	это конечно	4	1
392	я бы	1	1
393	жить в	1	1
394	на нее	1	1
395	в каждом	2	1
396	отдельных органов	1	1
397	за то	1	1
398	есть все	1	1
399	сферу в	1	1
400	их и	1	1
401	его в	3	1
402	обоих случаях	1	1
403	домашнего обихода	1	1
404	нечего и	1	1
405	он есть	3	1
406	форму и	1	1
407	и тем	1	1
408	он все	1	1
409	здесь нет	1	1
410	в жизни	2	1
411	смеется как	1	1
412	далеко не	1	1
413	с тем	2	1
414	же самого	2	1
415	со своими	1	1
416	несмотря на	2	1
417	литературе как	1	1
418	чем в	1	1
419	видим как	1	1
420	и тогда	3	1
421	тут нет	2	1
422	сосредоточиться на	1	1
423	или менее	2	1
424	видим выражение	1	1
425	но до	1	1
426	с вещами	1	1
427	сознания но	1	1
428	просто в	1	1
429	красок и	1	1
430	от его	1	1
431	и другого	1	1
432	веселой и	1	1
433	времени не	1	1
434	и эти	1	1
435	вещей и	3	1
436	ним в	1	1
437	и почти	3	1
438	вообще на	1	1
439	по себе	18	1
440	же мы	3	1
441	целиком и	1	1
442	вернемся к	1	1
443	не менее	3	1
444	не раз	2	1
445	это чувство	1	1
446	на луну	1	1
447	что с	2	1
448	в обоих	1	1
449	в смысле	5	1
450	и прочие	1	1
451	того как	2	1
452	с живым	1	1
453	на него	2	1
454	слов об	1	1
455	путь и	1	1
456	составные элементы	1	1
457	о них	1	1
458	но только	3	1
459	та или	2	1
460	значение этого	1	1
461	он с	1	1
462	не имеет	1	1
463	это мы	2	1
464	ничего не	3	1
465	одна из	1	1
466	на землю	1	1
467	или иная	2	1
468	можно видеть	1	1
469	ему и	1	1
470	разной степени	1	1
471	и исторического	1	1
472	как будто	7	1
473	вам только	1	1
474	ему не	1	1
475	не знали	1	1
476	формы или	1	1
477	у меня	3	1
478	от их	2	1
479	ни о	2	1
480	искусства и	1	1
481	в основу	1	1
482	могут быть	4	1
483	во все	2	1
484	и другим	1	1
485	его с	3	1
486	той или	4	1
487	как человек	1	1
488	если же	1	1
489	быть конечно	1	1
490	и это	5	1
491	опираясь на	1	1
492	времени но	2	1
493	оно может	1	1
494	и о	1	1
495	более не	1	1
496	здесь не	1	1
497	же не	3	1
498	лица не	1	1
499	нами выше	2	1
500	в позднем	1	1
501	нет никакой	4	1
502	только то	4	1
503	то время	4	1
504	по способу	1	1
505	дано в	1	1
506	его самого	1	1
507	противоположность этому	2	1
508	тело на	1	1
509	ясно что	4	1
510	раз он	1	1
511	и прочих	2	1
512	мог бы	1	1
513	лик и	1	1
514	жизнь и	5	1
515	даны в	3	1
516	об этом	3	1
517	ярче всего	1	1
518	со всех	1	1
519	по-видимому и	1	1
520	и здесь	1	1
521	и поэтому	1	1
522	в глаза	1	1
523	одного из	1	1
524	или на	2	1
525	своему существу	1	1
526	на что	1	1
527	оно ни	1	1
528	можно сказать	5	1
529	времени в	2	1
530	по их	1	1
531	нас в	1	1
532	это была	1	1
533	нет у	1	1
534	нем не	1	1
535	от них	1	1
536	она осталась	1	1
537	глаз по	1	1
538	судить о	1	1
539	живой человек	1	1
540	что и	5	1
541	никаких сомнений	1	1
542	это не	10	1
543	сказать и	1	1
544	нем и	2	1
545	различия между	2	1
546	всех сторон	1	1
547	в которую	1	1
548	говорит в	1	1
549	в сферу	2	1
550	эти последние	1	1
551	что здесь	2	1
552	том как	2	1
553	и одновременно	1	1
554	с ними	2	1
555	на лицо	2	1
556	как нечто	4	1
557	их не	1	1
558	времени как	1	1
559	как тело	1	1
560	к земле	1	1
561	уже не	3	1
562	и они	2	1
563	же но	1	1
564	только чисто	1	1
565	является не	1	1
566	но самое	1	1
567	оно всегда	2	1
568	или даже	1	1
569	что половые	1	1
570	превращаются в	1	1
571	одно из	4	1
572	тогда он	1	1
573	ни в	10	1
574	весь комплекс	1	1
575	в пространстве	1	1
576	все проявления	1	1
577	у нее	1	1
578	к ним	1	1
579	мы можем	1	1
580	в системе	2	1
581	в широком	2	1
582	ее на	1	1
583	в других	1	1
584	любил и	1	1
585	момент в	2	1
586	а потому	2	1
587	же деле	1	1
588	со всем	2	1
589	или иной	1	1
590	и из	3	1
591	однако что	1	1
592	мере причастны	1	1
593	больше того	1	1
594	к которому	1	1
