N	2gram	Losev_Vlad_3	Marksizm
1	точки зрения	13	34
2	может быть	8	26
3	и не	25	26
4	не может	14	24
5	с точки	6	20
6	и в	40	19
7	и его	10	19
8	таким образом	11	17
9	в этом	16	16
10	как бы	3	15
11	в процессе	1	14
12	как мы	8	13
13	прежде всего	10	13
14	как и	7	12
15	если мы	4	11
16	так и	6	11
17	связи с	2	11
18	и для	3	11
19	самом деле	1	10
20	в нем	3	10
21	ни было	1	10
22	в самом	4	10
23	лишь в	1	9
24	только в	13	9
25	для него	8	9
26	в результате	4	9
27	бы то	3	8
28	все же	4	8
29	не только	25	8
30	при этом	3	8
31	то ни	3	8
32	друг друга	2	8
33	до сих	1	8
34	но и	18	8
35	в контексте	1	8
36	сих пор	1	8
37	то что	28	8
38	во всех	1	7
39	в ее	1	7
40	точка зрения	1	7
41	но в	4	7
42	все эти	5	7
43	то же	4	7
44	а не	8	7
45	в связи	3	7
46	так же	8	7
47	в направлении	1	7
48	отнюдь не	5	6
49	кроме того	6	6
50	так сказать	1	6
51	мы не	2	6
52	в науке	1	6
53	ничего не	5	6
54	и здесь	6	6
55	настоящее время	3	6
56	в его	14	6
57	на почве	2	6
58	в том	18	6
59	является не	3	6
60	в основном	4	6
61	в смысле	6	6
62	в настоящее	3	6
63	другой стороны	2	6
64	того же	2	6
65	отличие от	3	5
66	конечно не	1	5
67	по преимуществу	2	5
68	рядом с	1	5
69	в отличие	3	5
70	не в	3	5
71	необходимо чтобы	1	5
72	того чтобы	3	5
73	ничего общего	5	5
74	те же	1	5
75	и все	4	5
76	опираться на	1	5
77	ясно что	1	5
78	в начале	2	5
79	в конце	12	5
80	вовсе не	13	5
81	с другой	5	5
82	за пределы	3	5
83	именно в	3	5
84	настоящего времени	1	5
85	до конца	4	5
86	как системы	1	5
87	мы знаем	3	5
88	и потому	10	5
89	хотя бы	6	5
90	к этому	2	5
91	во всяком	3	5
92	что слово	1	4
93	вопрос о	4	4
94	и на	6	4
95	науки о	1	4
96	нет и	1	4
97	как в	1	4
98	не будем	1	4
99	к одному	1	4
100	не будет	6	4
101	было бы	4	4
102	не столько	3	4
103	не менее	9	4
104	по себе	6	4
105	в отношении	5	4
106	самого начала	1	4
107	не является	2	4
108	в ней	5	4
109	с самого	1	4
110	еще не	4	4
111	только на	5	4
112	от того	4	4
113	для того	2	4
114	этой проблемы	1	4
115	далеко не	3	4
116	с этим	2	4
117	в данном	5	4
118	что же	9	4
119	вне его	1	4
120	а в	7	4
121	отношении к	1	4
122	между ними	1	4
123	и эта	3	4
124	сказать что	12	4
125	что в	17	4
126	на самом	3	3
127	и есть	1	3
128	не имеют	2	3
129	теперь мы	1	3
130	имеет свою	2	3
131	в сущности	2	3
132	один и	1	3
133	в истории	5	3
134	общего с	2	3
135	и как	7	3
136	и к	2	3
137	в которой	2	3
138	в корне	1	3
139	но все	3	3
140	различие между	1	3
141	его в	2	3
142	он не	8	3
143	смысле совокупности	1	3
144	том что	18	3
145	в своей	9	3
146	в котором	4	3
147	мы говорили	1	3
