N	3gram	Vygotskiy__6	Istorich
1	так же как	6	12
2	мы знаем что	3	7
3	совершенно так же	1	6
4	до сих пор	3	5
5	точно так же	1	5
6	и то что	2	5
7	же как и	1	4
8	с другой стороны	2	4
9	не может быть	2	4
10	что иное как	1	3
11	в этом случае	2	3
12	в данном случае	1	3
13	по сравнению с	14	3
14	в одном случае	1	3
15	мы видели что	3	3
16	это приводит нас	1	3
17	на то что	4	3
18	не что иное	1	3
19	как мы видели	4	3
20	начинается с того	2	2
21	то же самое	6	2
22	в свете этих	1	2
23	но мы знаем	1	2
24	не только в	1	2
25	смысле этого слова	1	2
26	то что он	2	2
27	содержит в себе	1	2
28	с того что	2	2
29	он должен был	1	2
30	в другом случае	1	2
31	после того как	1	2
32	в связи с	2	2
33	тем не менее	1	2
34	на этот вопрос	2	2
35	потому что он	4	1
36	не только по	1	1
37	но так как	1	1
38	подобно тому как	1	1
39	но и по	1	1
40	в том числе	1	1
41	внимание на то	1	1
42	тому что в	1	1
43	что как бы	1	1
44	если верно что	2	1
45	и не может	2	1
46	как и все	1	1
47	между ними существует	1	1
48	в зависимости от	5	1
49	является то что	1	1
50	что он не	1	1
51	становится понятным почему	1	1
52	установить что в	1	1
53	но то же	1	1
54	мы видим в	2	1
55	независимо от того	2	1
56	одновременно и в	1	1
57	к которому они	2	1
58	он делает это	1	1
59	и могут быть	1	1
60	может быть уже	1	1
61	чем перейти к	1	1
62	о том как	1	1
63	то время как	5	1
64	не говорит о	1	1
65	не потому что	1	1
66	чтобы ответить на	1	1
67	не могут быть	2	1
68	вошел и в	1	1
69	но вместе с	1	1
70	от предмета и	1	1
71	то что она	1	1
72	хотя и в	2	1
73	вместе с тем	2	1
74	в широком смысле	1	1
75	это мы видим	2	1
76	представить себе что	2	1
77	происходит иначе чем	1	1
78	есть не что	1	1
79	мы не можем	1	1
80	вообще не знает	1	1
81	но не для	1	1
82	таким образом мы	2	1
83	в то время	6	1
84	же самое что	1	1
85	но он не	1	1
86	ничего общего с	1	1
87	и тем самым	5	1
88	это объясняет нам	1	1
89	можно сказать что	6	1
90	и не по	1	1
91	ответить на этот	1	1
92	не только это	1	1
93	к тому что	7	1
94	как и в	1	1
95	что и в	1	1
96	только тогда когда	1	1
97	знаем что в	2	1
