N	2gram	Bakhtin_Fr_3	EvropaiC
1	таким образом	10	32
2	в том	8	31
3	и в	40	24
4	том что	4	20
5	все эти	8	19
6	не может	3	18
7	то что	5	17
8	может быть	9	15
9	народа в	1	15
10	все же	2	15
11	точки зрения	2	13
12	самом деле	3	12
13	в своем	7	12
14	до сих	4	12
15	в этом	15	12
16	сих пор	4	12
17	с этим	2	11
18	между тем	3	11
19	все это	4	11
20	во всех	6	10
21	по отношению	3	10
22	культуры и	7	10
23	так и	3	10
24	мы знаем	2	10
25	как бы	3	10
26	отношению к	2	10
27	культуры в	1	10
28	все что	2	10
29	того же	2	9
30	при этом	3	9
31	как и	11	9
32	в результате	1	9
33	что в	12	9
34	в самом	6	8
35	с точки	1	8
36	мы говорили	1	8
37	знаем что	1	8
38	не в	1	8
39	если бы	3	8
40	так же	1	8
41	и все	9	8
42	на самом	3	7
43	из этих	2	7
44	не менее	2	7
45	того чтобы	4	7
46	по своей	1	7
47	для этого	3	7
48	о том	4	7
49	и что	1	7
50	что он	2	7
51	для того	3	7
52	но и	11	7
53	приобщение к	1	7
54	и не	13	7
55	о котором	1	7
56	из этого	2	7
57	еще не	3	6
58	и на	8	6
59	в общем	1	6
60	в этой	3	6
61	в мире	4	6
62	несмотря на	1	6
63	и при	1	6
64	с ним	1	6
65	что и	3	6
66	того что	1	6
67	только в	3	6
68	все они	1	6
69	так что	1	6
70	так как	4	6
71	с другой	2	6
72	вместе с	3	6
73	отличается от	1	6
74	как на	1	6
75	из всех	4	5
76	и к	3	5
77	но в	8	5
78	в которой	2	5
79	что это	1	5
80	в целом	2	5
81	в себе	3	5
82	не только	13	5
83	и если	2	5
84	но все	3	5
85	и с	8	5
86	на все	1	5
87	лишь в	2	5
88	его в	1	5
89	и истории	1	5
90	в то	6	5
91	как будто	1	5
92	по сравнению	2	5
93	в его	13	5
94	потому что	2	5
95	и их	1	5
96	у него	8	5
97	именно в	2	5
98	далеко не	2	5
99	ничем не	1	5
100	другой стороны	1	5
101	сравнению с	2	5
102	быть и	1	5
103	и для	5	5
104	и от	3	5
105	к этому	6	5
106	одним из	2	4
107	то же	7	4
108	мы уже	13	4
109	между собой	1	4
110	отношение к	8	4
111	он не	9	4
112	всех этих	3	4
113	из них	4	4
114	должно быть	1	4
115	и конец	1	4
116	и культуры	1	4
117	в их	4	4
118	том же	2	4
119	из которых	1	4
120	что эта	1	4
121	связи с	6	4
122	тех кто	1	4
123	в дальнейшем	2	4
124	никогда не	1	4
125	пор не	1	4
126	от современной	1	4
127	и у	2	4
128	в виде	1	4
129	не так	3	4
130	в конце	3	4
131	в области	4	4
132	в в	1	4
133	не могут	1	4
134	в течение	2	4
135	это есть	2	4
136	культуре и	1	4
137	в состоянии	2	4
138	этом случае	1	4
139	хотя бы	2	4
140	в таком	1	4
141	как известно	2	3
142	с в	2	3
143	с более	1	3
144	но даже	1	3
145	в данном	4	3
146	в истории	4	3
147	культуре в	1	3
148	и наконец	3	3
149	в нашем	4	3
150	в тех	1	3
151	в нем	5	3
152	и по	1	3
