N	3gram	Vinokur_Vv_1	StatiiOP
1	в том что	12	16
2	о том что	12	11
3	в этом отношении	3	9
4	и т д	37	6
5	до сих пор	5	5
6	вместе с тем	3	5
7	для того чтобы	21	5
8	к тому что	1	5
9	дело в том	2	4
10	то обстоятельство что	1	4
11	обратить внимание на	2	4
12	после того как	2	4
13	тот факт что	1	4
14	и т п	5	3
15	так же как	1	3
16	с другой стороны	5	3
17	во всяком случае	3	3
18	с самого начала	1	3
19	вопрос о том	5	3
20	в другом месте	2	2
21	том что в	1	2
22	только потому что	1	2
23	не только по	1	2
24	свое выражение в	1	2
25	в том же	1	2
26	у меня в	1	2
27	с точки зрения	2	2
28	принять во внимание	2	2
29	в отличие от	3	2
30	не только с	1	2
31	бы то ни	1	2
32	потому что это	1	2
33	как раз в	1	2
34	в значительной степени	1	2
35	то ни было	1	2
36	если принять во	1	2
37	и в этом	3	2
38	не до конца	2	2
39	не в том	2	2
40	мере в какой	4	2
41	в самом деле	5	2
42	но все же	3	2
43	с тем что	3	2
44	как своего рода	1	2
45	по этому поводу	2	2
46	той мере в	4	2
47	в предисловии к	1	2
48	тем не менее	8	2
49	в той мере	4	2
50	а между тем	1	1
51	поворотным пунктом в	1	1
52	в обоих случаях	1	1
53	что в этом	2	1
54	и в результате	1	1
55	в прямом смысле	2	1
56	как раз ко	1	1
57	чтобы можно было	2	1
58	и ранее не	1	1
59	факт что история	1	1
60	того чтобы можно	1	1
61	не говоря уже	2	1
62	на самом деле	1	1
63	в настоящее время	1	1
64	в этом смысле	10	1
65	т е не	2	1
66	в какой они	1	1
67	что же касается	2	1
68	в своей работе	1	1
69	здесь не место	1	1
70	сам по себе	1	1
71	и именно в	3	1
72	из них и	1	1
73	виде в каком	1	1
74	говоря уже о	1	1
75	в каждом данном	2	1
76	точно так же	2	1
77	на этот вопрос	3	1
78	и др в	1	1
79	именно в этом	3	1
80	но одно дело	1	1
81	в зависимости от	1	1
82	одно и то	1	1
83	ставит себе целью	1	1
84	на этой почве	2	1
85	на всем что	1	1
86	уже о том	1	1
87	т е в	4	1
88	в чем же	3	1
89	в данном случае	4	1
90	с отношениями между	1	1
91	себе отчет в	1	1
92	в точности соответствует	1	1
93	в конце концов	2	1
94	на одной из	1	1
95	все это и	1	1
96	и то же	1	1
97	в начале xix	2	1
98	в известном смысле	3	1
99	по сравнению с	3	1
100	сомнений в том	1	1
101	одним из наиболее	1	1
102	в каком он	1	1
103	так или иначе	4	1
104	в связи с	2	1
105	но вместе с	2	1
106	на тему о	1	1
107	на его современников	1	1
108	том-то и дело	1	1
109	и в том	3	1
110	тем что в	1	1
111	нельзя не признать	2	1
112	прежде всего к	1	1
113	в свое время	2	1
114	на вопрос о	4	1
115	не мог не	1	1
116	по отношению к	4	1
117	реальной действительности в	1	1
118	то же время	5	1
119	значение в истории	1	1
120	что в своей	1	1
121	не то что	1	1
122	начала xix в	1	1
123	уже потому что	1	1
124	но также и	9	1
125	имел в виду	1	1
126	заключается в том	3	1
127	о том каким	1	1
128	в том чтобы	5	1
129	имея в виду	1	1
130	в свою очередь	1	1
131	в этом случае	6	1
132	к выводу что	5	1
133	и что следовательно	1	1
134	раз ко времени	1	1
135	бы уже потому	1	1
136	нужно сказать что	1	1
137	но нужно сказать	1	1
138	т е по	1	1
139	и в особенности	4	1
140	совсем другое дело	1	1
141	имеют своим источником	1	1
142	во второй половине	2	1
143	в данном отношении	2	1
144	хотя бы уже	1	1
145	в то же	5	1
146	в том-то и	1	1
147	ответ на вопрос	2	1
148	отличие от других	1	1
149	в истории русской	1	1
150	это еще не	2	1
151	дело не в	1	1
152	когда говорил о	1	1
153	при помощи которого	1	1
154	что в ней	1	1
155	согласно которой в	1	1
156	как мы видели	2	1
