N	2gram	Propp_Isto_2	FransuaR
1	и в	15	29
2	таким образом	7	20
3	и не	11	16
4	в этой	4	13
5	но в	6	12
6	как и	2	12
7	на части	1	12
8	и на	4	11
9	в этом	11	11
10	так и	5	11
11	то же	10	10
12	мы уже	6	10
13	не только	18	10
14	во время	2	10
15	в то	1	10
16	как мы	1	10
17	все эти	4	9
18	и с	4	9
19	его в	10	9
20	вовсе не	1	9
21	но и	14	9
22	и его	3	8
23	игра в	1	8
24	в его	6	8
25	прежде всего	5	8
26	как бы	6	8
27	в них	1	7
28	мы видели	2	7
29	в том	6	7
30	так как	14	7
31	так же	13	7
32	в сущности	2	6
33	своего рода	1	6
34	но он	4	6
35	здесь в	2	6
36	из них	2	6
37	это и	1	5
38	что это	6	5
39	в нем	7	5
40	он и	3	5
41	в своей	1	5
42	до конца	1	5
43	и о	1	5
44	это не	2	5
45	все они	1	5
46	у него	4	5
47	далеко не	1	5
48	сказать что	2	5
49	на весь	1	5
50	и по	2	5
51	связана с	6	4
52	на самом	2	4
53	и есть	5	4
54	в которой	2	4
55	еще не	9	4
56	с его	1	4
57	мы слышим	1	4
58	связанные с	1	4
59	женщин и	1	4
60	но они	4	4
61	этот образ	1	4
62	тела и	1	4
63	в результате	1	4
64	и одновременно	1	4
65	что он	24	4
66	руки и	4	4
67	тем что	4	4
68	связан с	5	4
69	с другой	2	4
70	и др	4	4
71	по своему	1	4
72	только для	1	4
73	но это	4	4
74	все это	3	4
75	один из	8	4
76	перед нами	2	4
77	мира и	1	4
78	то что	12	4
79	есть и	2	4
80	в доме	3	3
81	и за	1	3
82	той же	2	3
83	животных и	1	3
84	и здесь	9	3
85	что образ	1	3
86	в ней	4	3
87	но как	1	3
88	как к	1	3
89	власть и	1	3
90	и как	1	3
91	в себе	4	3
92	при этом	4	3
93	он не	8	3
94	всех этих	3	3
95	подобно тому	3	3
96	а затем	2	3
97	особенно в	1	3
98	такой же	2	3
99	том что	7	3
100	в эту	2	3
101	не видят	4	3
102	и ноги	2	3
103	самого начала	2	3
104	того чтобы	2	3
105	в разных	2	3
106	они были	2	3
107	и вполне	2	3
108	с ее	2	3
109	здесь не	2	3
110	с самого	2	3
111	в дальнейшем	1	3
112	роль в	3	3
113	что у	2	3
114	имеется в	2	3
115	образом в	1	3
116	там же	1	3
117	к нему	5	3
118	отметить что	1	3
119	того что	3	3
120	что здесь	4	3
121	с ними	2	3
122	и так	2	3
123	в качестве	3	3
124	же и	3	3
125	и они	4	3
126	и других	1	3
127	и их	2	3
128	мы можем	8	3
129	превращается в	2	3
130	там где	1	3
131	с него	1	3
132	тому как	3	3
133	все же	9	3
134	что значит	1	3
135	у них	1	3
136	мы видим	8	3
137	тот же	1	3
138	другой стороны	2	3
139	в частности	1	3
140	и то	2	2
141	перед лицом	1	2
142	формы эти	1	2
143	и со	1	2
144	в виду	2	2
145	он был	3	2
146	с одной	4	2
147	но не	2	2
148	что они	10	2
149	связи и	1	2
150	в одной	4	2
151	как в	5	2
152	вот как	1	2
153	дает нам	2	2
154	кроме того	2	2
155	и наконец	5	2
156	и к	1	2
157	и этим	1	2
158	против их	1	2
159	здесь с	1	2
160	и тот	1	2
161	как он	3	2
162	так сказать	2	2
163	на его	2	2
164	после этого	4	2
165	эта система	1	2
166	в основу	1	2
167	может быть	17	2
168	он знал	2	2
169	этом он	1	2
170	для своей	1	2
171	и дает	2	2
172	в жизни	2	2
173	ни в	2	2
174	соответствии с	1	2
175	не мог	3	2
176	в этих	11	2
177	бы на	1	2
178	наших дней	1	2
179	в котором	5	2
180	в их	3	2
181	не столько	2	2
182	большую роль	1	2
183	их в	2	2
184	и под	1	2
185	на котором	2	2
186	но она	1	2
187	никогда не	15	2
188	в гневе	1	2
189	связи с	8	2
190	как будто	3	2
191	у меня	1	2
192	к тому	5	2
193	если же	1	2
194	о том	3	2
195	с образом	2	2
196	и это	3	2
197	мы здесь	6	2
198	им в	1	2
199	в себя	3	2
200	или в	2	2
201	связанных с	1	2
202	с ним	1	2
203	на этой	2	2
204	другими словами	4	2
205	а также	2	2
206	все в	1	2
207	в другой	4	2
208	также в	2	2
209	всякого рода	1	2
210	он стал	2	2
211	одной из	4	2
212	мы увидим	8	2
213	до наших	1	2
214	уже не	1	2
215	уже в	2	2
216	его и	4	2
217	ни с	1	2
218	представлений о	1	2
219	друг друга	1	2
220	в других	3	2
221	в особенности	2	2
222	со стороны	1	2
223	о своей	2	2
224	именно в	2	2
225	к которому	5	2
226	одной стороны	3	2
227	они не	4	2
228	чудесным образом	1	2
229	стороны в	1	2
230	к веселому	1	2
231	это один	1	2
232	подобного рода	1	2
