N	2gram	Bakhtin_sl_2	DiskursI
1	в себе	2	19
2	при этом	7	17
3	в этом	16	16
4	как и	6	16
5	и в	39	16
6	в качестве	1	16
7	может быть	37	16
8	и не	22	15
9	а не	14	14
10	отличие от	13	12
11	то есть	26	12
12	в отличие	12	12
13	и т.п	2	12
14	в частности	1	12
15	но в	6	11
16	в мире	1	11
17	но и	21	11
18	не только	24	10
19	том что	5	10
20	так и	15	9
21	не может	20	9
22	как в	13	8
23	в том	5	8
24	а также	3	8
25	но не	6	7
26	в данном	2	7
27	в рамках	1	7
28	в нем	19	7
29	ни в	4	7
30	не менее	4	7
31	прежде всего	8	7
32	то же	4	6
33	еще не	7	6
34	с его	7	6
35	себя в	8	6
36	отнюдь не	1	6
37	все же	6	6
38	в своей	1	6
39	по своей	1	6
40	в своих	1	6
41	и на	4	5
42	в противовес	2	5
43	в своем	6	5
44	в то	4	5
45	с другой	5	5
46	же время	4	5
47	что в	3	5
48	для него	7	5
49	то что	2	5
50	ни к	2	5
51	героя в	3	5
52	по отношению	4	4
53	в этой	1	4
54	роль в	2	4
55	человека в	5	4
56	в основе	4	4
57	этом отношении	3	4
58	о том	2	4
59	в пределах	13	4
60	с одной	5	4
61	одно из	1	4
62	в одном	2	4
63	одной стороны	5	4
64	как бы	7	4
65	не является	1	4
66	мира и	5	4
67	точки зрения	8	4
68	к его	2	4
69	к этому	1	4
70	отношению к	4	4
71	также и	2	3
72	например в	5	3
73	своего и	2	3
74	и ее	1	3
75	не знают	1	3
76	проявляется в	1	3
77	перед нами	3	3
78	и как	3	3
79	и наконец	5	3
80	все эти	6	3
81	он не	2	3
82	подход к	1	3
83	и может	1	3
84	в другом	2	3
85	его в	4	3
86	это не	5	3
87	однако при	1	3
88	ведет к	1	3
89	одного и	1	3
90	в этих	7	3
91	не столько	3	3
92	романом и	1	3
93	где герой	1	3
94	не в	9	3
95	могут быть	7	3
96	той или	5	3
97	приводит к	1	3
98	еще в	1	3
99	в его	7	3
100	но она	2	3
101	только в	5	3
102	и его	33	3
103	уже не	5	3
104	в них	6	3
105	или иной	5	3
106	здесь в	3	3
107	не было	2	3
108	не знает	2	3
109	мира в	1	3
110	в контексте	3	3
111	можно сказать	1	3
112	но это	3	3
113	и все	5	3
114	жизни в	2	3
115	жизни и	6	3
116	того же	1	2
117	и это	1	2
118	идет о	1	2
119	по преимуществу	1	2
120	той же	3	2
121	место в	1	2
122	говорить о	3	2
123	в ней	3	2
124	к своему	9	2
125	не нужно	1	2
126	к которой	1	2
127	отношение к	4	2
128	жанра но	2	2
129	из важнейших	2	2
130	стороны и	3	2
131	что как	1	2
132	как уже	2	2
133	лежит на	2	2
134	в целом	1	2
135	с диалогической	1	2
136	рассказ о	1	2
137	должна быть	3	2
138	с таким	2	2
139	у пушкина	1	2
140	этого жанра	2	2
141	одно и	1	2
142	и с	9	2
143	этой традиции	1	2
144	входит в	4	2
145	на почве	4	2
146	но уже	1	2
147	рассказ в	1	2
148	должно быть	1	2
149	такой же	1	2
150	все это	16	2
151	на первый	1	2
152	этом случае	6	2
153	с точки	3	2
154	речи в	1	2
155	непосредственно и	1	2
156	дело в	2	2
157	чем не	2	2
158	никогда не	7	2
159	и чужого	2	2
160	со своим	9	2
161	не столь	1	2
162	в области	2	2
163	жанров в	1	2
164	указать на	1	2
165	и смертью	1	2
166	с их	3	2
167	с ее	2	2
168	здесь не	4	2
169	может восприниматься	1	2
170	в себя	2	2
171	не с	3	2
172	в результате	2	2
173	жанров и	1	2
174	но здесь	4	2
175	неотделим от	1	2
176	между тем	3	2
177	в языке	2	2
178	что и	3	2
179	романа и	5	2
180	в большинстве	6	2
181	слова не	4	2
182	не о	1	2
183	момент в	1	2
184	именно в	2	2
185	с той	1	2
186	далеко не	2	2
187	стремится к	3	2
188	не на	1	2
189	может иметь	3	2
190	вместе с	2	2
191	романного жанра	15	2
192	в той	4	2
193	или иного	1	2
194	мира с	1	2
195	в формах	1	2
196	в наше	1	2
197	и для	5	2
198	интерес к	1	2
199	на языке	1	2
200	а в	4	2
201	образ человека	1	2
202	на роль	2	2
203	может и	2	2
204	другой стороны	1	2
205	что он	2	2
206	значение не	1	2
207	и оценкой	1	1
208	себя как	1	1
