N	2gram	Potebnia_M_1	Literetu
1	а не	21	20
2	и в	39	19
3	может быть	27	17
4	то же	6	12
5	и не	18	11
6	как и	9	10
7	в том	26	10
8	но и	20	10
9	тогда как	2	9
10	в этом	15	9
11	в то	4	9
12	в мире	3	9
13	же время	4	9
14	не может	22	9
15	такого рода	1	9
16	не только	21	8
17	и даже	4	8
18	с другой	7	8
19	слова и	4	7
20	том что	16	7
21	так и	13	7
22	с одной	3	7
23	то что	10	7
24	и на	1	6
25	в себе	13	6
26	при этом	6	6
27	однако в	4	6
28	не менее	6	6
29	себя в	1	6
30	одной стороны	3	6
31	столь же	3	5
32	но не	8	5
33	он не	3	5
34	так в	1	5
35	для всех	5	5
36	у нас	2	5
37	то есть	42	5
38	того что	8	5
39	вместе с	8	5
40	но тем	3	4
41	мы не	10	4
42	того же	3	4
43	по отношению	13	4
44	так что	16	4
45	едва ли	1	4
46	для него	4	4
47	точки зрения	8	4
48	не в	15	4
49	даже в	1	4
50	в области	1	4
51	в ней	7	4
52	еще в	1	4
53	в его	5	4
54	один из	1	4
55	и других	4	4
56	тем что	9	4
57	прежде всего	4	4
58	другой стороны	5	4
59	жизни и	2	4
60	что в	22	4
61	одним из	2	3
62	и то	3	3
63	тем же	2	3
64	в сущности	2	3
65	над словом	1	3
66	во всех	5	3
67	в этой	3	3
68	то и	7	3
69	в нем	20	3
70	в глазах	3	3
71	перестает быть	1	3
72	в их	2	3
73	с точки	3	3
74	тем самым	4	3
75	не столько	1	3
76	никогда не	4	3
77	ничего не	1	3
78	сознания в	2	3
79	и его	5	3
80	всей своей	1	3
81	не с	1	3
82	и с	3	3
83	быть может	1	3
84	в другом	1	3
85	но с	2	3
86	в пути	2	3
87	а в	5	3
88	так как	21	3
89	себе и	1	3
90	этом отношении	1	3
91	со стороны	8	3
92	в данном	1	3
93	но это	5	3
94	в начале	2	3
95	и для	5	3
96	на свою	1	3
97	и как	6	3
98	что он	1	3
99	отношению к	13	3
100	от слова	1	3
101	как на	3	3
102	и т	6	2
103	же как	1	2
104	той же	3	2
105	из своих	1	2
106	на себя	1	2
107	с ее	2	2
108	жизни как	1	2
109	из того	2	2
110	в каждой	1	2
111	но как	3	2
112	если в	1	2
113	есть по	1	2
114	очевидно что	3	2
115	в истории	7	2
116	все же	6	2
117	но в	9	2
118	в противоположность	1	2
119	то в	5	2
120	в целом	2	2
121	в нашем	1	2
122	как он	1	2
123	подобно тому	3	2
124	на этом	1	2
125	одно и	1	2
126	в каждом	4	2
127	в жизни	3	2
128	но уже	2	2
129	в них	3	2
130	все равно	1	2
131	с этой	2	2
132	с тем	5	2
133	как бы	6	2
134	в такой	1	2
135	и без	3	2
136	мысли и	9	2
137	что я	1	2
138	одном из	1	2
139	такую же	1	2
140	тем не	6	2
141	по крайней	2	2
142	то с	1	2
143	не по	4	2
144	для кого	1	2
145	но только	1	2
146	не вполне	1	2
147	уже о	1	2
148	могут быть	9	2
149	даже и	2	2
150	для того	3	2
151	для себя	3	2
152	в виду	2	2
153	говоря уже	1	2
154	в ее	1	2
155	то как	1	2
156	еще не	6	2
157	ко всему	1	2
158	для этого	2	2
159	о том	2	2
160	и что	10	2
161	для нас	9	2
162	а потому	10	2
163	и только	2	2
164	крайней мере	2	2
165	не более	4	2
166	было бы	12	2
167	могло бы	3	2
168	в какой	1	2
169	друг друга	5	2
170	потому что	52	2
171	уже не	2	2
172	уже в	1	2
173	с другим	3	2
174	ни было	2	2
175	из них	1	2
176	был бы	1	2
177	одно из	3	2
178	не так	3	2
179	жил и	1	2
180	в одном	8	2
181	т п	4	2
182	что и	6	2
183	вовсе не	5	2
184	власти над	1	2
185	у него	1	2
186	наконец в	1	2
187	себя и	1	2
188	что не	10	2
189	выше и	1	2
190	не было	4	2
191	искусства то	1	2
192	жизни а	1	2
193	над ним	1	2
194	тому как	4	2
195	раньше и	1	2
196	сравнении с	2	2
197	быть не	4	2
198	и нет	1	2
199	при всем	1	2
200	в результате	1	2
201	хотя бы	2	2
202	с ним	3	2
203	же в	2	2
204	не говоря	1	2
205	в сравнении	3	2
206	себе не	1	2
207	к этой	3	2
208	в своих	4	2
209	он на	1	2
210	все что	2	2
211	отношения к	1	1
212	совершенно справедливо	2	1
213	начинается с	1	1
214	образом развивается	1	1
215	которого в	1	1
216	воля но	1	1
217	отношений в	1	1
218	что слово	3	1
219	от самого	1	1
220	от своей	1	1
221	в первом	5	1
222	если б	2	1
223	по которым	1	1
224	должна быть	3	1
225	мы имеем	1	1
226	выше его	1	1
227	как мы	2	1
228	освобожденным от	1	1
229	перейти в	1	1
230	сущности своей	1	1
231	ему в	1	1
232	медленность и	1	1
233	себя а	2	1
234	бы то	2	1
235	в чем	1	1
236	самом деле	1	1
237	для жизни	1	1
238	то он	2	1
239	жизни все	1	1
240	за пределы	2	1
241	ни есть	1	1
242	посредством слова	6	1
243	относится к	3	1
244	которые не	2	1
245	более чем	1	1
246	вследствие чего	1	1
247	общего с	1	1
248	как в	10	1
249	по которому	1	1
250	стороны и	2	1
251	себе ни	1	1
252	этой точки	1	1
253	есть в	2	1
254	в полном	2	1
255	когда он	1	1
256	что по	3	1
257	в круг	1	1
258	самом начале	1	1
259	в действительности	4	1
260	этой цели	2	1
261	от этого	1	1
262	и хотя	1	1
263	для которого	1	1
264	в самом	3	1
265	утверждая что	1	1
266	что это	3	1
267	собственное слово	1	1
268	все эти	1	1
269	во многих	2	1
270	и пространства	1	1
271	в известном	1	1
272	но он	2	1
273	на то	2	1
274	не следует	5	1
275	слова а	1	1
276	ума но	1	1
277	оно должно	2	1
278	никак не	2	1
279	свобода есть	1	1
280	что ни	1	1
281	и по	6	1
282	речи становится	1	1
283	без исключения	1	1
284	таким образом	13	1
285	возвышает и	1	1
286	то ни	3	1
287	им как	1	1
288	различие между	1	1
289	нам остается	1	1
290	только не	2	1
291	его не	1	1
292	по выражению	1	1
293	с другими	1	1
294	это не	7	1
295	он есть	2	1
296	всю свою	1	1
297	должен был	1	1
298	такое соединение	1	1
299	даже по	1	1
300	понятий в	2	1
301	далеко не	1	1
302	в слове	8	1
303	мы видели	4	1
304	между собою	6	1
305	ведет к	1	1
306	от языка	4	1
307	этом с	1	1
308	на таких	1	1
309	приближаются к	1	1
310	в этих	7	1
311	в своей	3	1
312	он должен	2	1
313	до слова	2	1
314	занимающего нас	1	1
315	что до	2	1
316	себе а	1	1
317	является в	1	1
318	предполагает не	1	1
319	несомненно что	2	1
320	обнаруживается в	2	1
321	времени не	1	1
322	не его	1	1
323	слова к	1	1
324	их в	1	1
325	что этот	1	1
326	случае мы	1	1
327	было но	1	1
328	тому что	3	1
329	что есть	1	1
330	в отношении	1	1
331	не противоречит	1	1
332	что ему	1	1
333	например не	1	1
334	не имеет	5	1
335	того как	6	1
336	и притом	4	1
337	к новым	2	1
338	и слог	1	1
339	и искусство	1	1
340	от жизни	1	1
341	свободы и	3	1
342	которых и	2	1
343	не могло	3	1
344	и всегда	2	1
345	в отношениях	2	1
346	нам скажет	1	1
347	она бы	1	1
348	с этих	1	1
349	по своей	1	1
350	на себе	2	1
351	во всем	4	1
352	к исторической	1	1
353	есть не	2	1
354	сознанием и	1	1
355	и теперь	1	1
356	связи с	3	1
357	не нужен	1	1
358	в сознании	3	1
359	им а	1	1
360	что на	6	1
361	это могло	1	1
362	только поводом	1	1
363	свое собственное	1	1
364	не станет	2	1
365	все то	2	1
366	не могут	4	1
367	и вполне	1	1
368	сравнительно с	2	1
369	в других	2	1
370	к тому	4	1
371	ничего общего	2	1
372	все предшествующие	1	1
373	он ищет	1	1
374	можно и	1	1
375	и о	2	1
376	того чтобы	2	1
377	свою очередь	4	1
378	и мысль	1	1
379	здесь не	1	1
380	в собственном	2	1
381	что делает	1	1
382	исторической жизни	1	1
383	мысль о	2	1
384	и говорит	1	1
385	только то	2	1
386	приводит к	1	1
387	человеческой воли	1	1
388	на том	1	1
389	в личной	1	1
390	в образе	1	1
391	можно было	1	1
392	на нее	1	1
393	нам от	1	1
394	душевную жизнь	1	1
395	в последующих	1	1
396	мог бы	2	1
397	остается только	4	1
398	мы в	2	1
399	в словах	3	1
400	в таком	5	1
401	в построении	1	1
402	движения и	1	1
403	приближается к	1	1
404	при котором	2	1
405	все прочие	1	1
406	ничего такого	1	1
407	притом в	1	1
408	одного из	2	1
409	на что	2	1
410	и сделать	1	1
411	после того	1	1
412	своей субъективности	1	1
413	должно было	1	1
414	переходит в	1	1
415	души к	3	1
416	во втором	5	1
417	предшествующим и	1	1
418	бы в	4	1
419	видят не	1	1
420	еще только	2	1
421	чувством а	1	1
422	и мы	1	1
423	в жизнь	1	1
424	развивается в	1	1
425	тех пор	1	1
426	отношений есть	1	1
427	отражения в	1	1
428	к делу	1	1
429	дело с	1	1
430	которое мы	2	1
431	в обществе	1	1
432	мысль только	1	1
433	и произволом	1	1
434	но то	1	1
435	б мы	2	1
436	не можем	2	1
437	вопроса о	2	1
438	только на	3	1
439	в единстве	2	1
440	таких же	1	1
441	не все	2	1
442	вообще может	1	1
443	слова не	2	1
444	нам все	1	1
445	мышления и	1	1
446	чего бы	2	1
447	ответ на	1	1
448	с какой	1	1
449	мир в	1	1
450	него нет	1	1
451	не сумеет	1	1
452	слова в	2	1
453	мы находим	1	1
454	чтобы она	1	1
455	не для	1	1
456	бытия и	3	1
457	к цели	1	1
458	во всей	1	1
459	ее на	1	1
460	на деле	4	1
461	нас как	1	1
462	рядом с	1	1
463	деле есть	2	1
464	души впрочем	1	1
465	что человек	5	1
466	именно в	1	1
467	к которому	3	1
468	в психологии	1	1
469	свою духовную	1	1
470	другие и	1	1
471	как же	1	1
472	еще и	1	1
473	души и	5	1
474	по всей	1	1
475	к более	1	1
476	и последующим	1	1
477	только по	2	1
478	системе и	1	1
479	языка в	6	1
480	более того	1	1
481	сознания ни	1	1
482	именно так	1	1
483	человек в	1	1
484	а так	4	1
485	закон не	1	1
486	когда же	1	1
487	не всегда	1	1
488	что мы	4	1
489	имея в	1	1
490	все более	3	1
491	в творчестве	1	1
492	так же	5	1
493	который бы	1	1
494	и потому	5	1
495	со словом	3	1
496	к первоначальному	1	1
497	дела а	1	1
498	он говорит	1	1
499	стих не	1	1
500	на рубеже	1	1
501	на которое	1	1
502	что же	2	1
503	с тех	1	1
504	человек всегда	1	1
505	в развитии	1	1
506	в своем	3	1
507	его в	1	1
508	и от	3	1
509	над языком	1	1
510	своей жизни	1	1
511	время не	1	1
512	в смысле	4	1
513	не мог	3	1
514	слова так	1	1
515	задолго до	1	1
516	и воля	4	1
517	разумеется и	1	1
518	при таком	4	1
519	и другим	1	1
520	на самом	1	1
521	он по	1	1
522	на память	2	1
523	себя только	2	1
524	ее и	1	1
525	от него	4	1
526	и все	3	1
527	как теперь	1	1
528	необходимых для	1	1
529	еще более	2	1
530	не будучи	1	1
531	субъектом и	1	1
532	что а	2	1
533	не предполагает	1	1
534	над собою	1	1
535	к ее	1	1
536	нам не	1	1
537	нет ничего	2	1
538	свет и	1	1
539	от первого	1	1
540	и представляет	1	1
541	но разве	1	1
542	от своего	1	1
543	в свою	4	1
544	от личной	1	1
545	переход от	1	1
546	в последнем	1	1
547	по которой	1	1
548	именно к	1	1
549	из этого	2	1
550	на груди	1	1
551	с xviii	2	1
552	то оно	2	1
553	есть свобода	2	1
554	к этому	1	1
555	они не	1	1
