N	2gram	Voloshinov_1	Istorich
1	и в	16	24
2	не только	7	21
3	что он	2	21
4	может быть	17	14
5	не может	8	14
6	что в	3	13
7	в этих	3	13
8	мы имеем	1	12
9	в этом	9	12
10	и здесь	1	12
11	но и	4	11
12	том что	3	10
13	и что	1	10
14	у него	2	10
15	мы видим	2	10
16	а в	3	10
17	все же	1	9
18	с другой	1	9
19	о том	2	9
20	то же	2	8
21	еще не	5	8
22	что и	2	8
23	так как	4	8
24	а не	1	8
25	все это	4	8
26	во всех	3	7
27	то что	3	7
28	таким образом	9	7
29	одна из	1	7
30	к нему	1	7
31	что здесь	1	7
32	один из	2	7
33	в том	3	7
34	вместе с	3	7
35	что это	2	6
36	но не	1	6
37	как он	1	6
38	в нем	4	6
39	он не	2	6
40	как и	2	6
41	для нас	2	6
42	и все	4	6
43	только в	4	6
44	так же	2	6
45	с этой	2	6
46	во время	3	6
47	мы увидим	1	6
48	в чем	5	5
49	с одной	1	5
50	отношение к	5	5
51	но в	4	5
52	имеем в	1	5
53	право на	1	5
54	что она	1	5
55	не менее	2	5
56	с ним	2	5
57	ничего не	1	5
58	так и	4	5
59	одной стороны	1	5
60	же как	2	4
61	он может	1	4
62	мы уже	2	4
63	мы не	2	4
64	первый взгляд	1	4
65	как бы	5	4
66	при этом	6	4
67	мы можем	9	4
68	не всегда	1	4
69	на первый	2	4
70	точки зрения	8	4
71	не имеет	1	4
72	никогда не	2	4
73	на вопрос	1	4
74	то и	1	4
75	вовсе не	1	4
76	в данном	1	4
77	в состоянии	1	4
78	и не	4	4
79	мы должны	1	4
80	есть и	2	4
81	на престол	1	3
82	с его	7	3
83	что они	1	3
84	к себе	3	3
85	хотя и	1	3
86	когда он	1	3
87	и наконец	4	3
88	этот мотив	1	3
89	видим и	1	3
90	из этих	2	3
91	в мифах	1	3
92	и по	2	3
93	его в	4	3
94	уже знаем	1	3
95	кажется что	2	3
96	в них	2	3
97	знаем что	2	3
98	вопрос о	1	3
99	для объяснения	1	3
100	выше мы	1	3
101	в конце	1	3
102	как мы	4	3
103	тогда когда	1	3
104	и его	8	3
105	связи с	1	3
106	из одного	1	3
107	должны быть	1	3
108	данном случае	1	3
109	и этим	2	3
110	и она	3	3
111	в качестве	1	3
112	уже в	1	3
113	не случайно	1	3
114	в другой	1	3
115	и даже	4	3
116	связано с	1	3
117	в свете	1	3
118	предположить что	1	3
119	этой точки	1	3
120	что мы	2	3
121	сих пор	3	3
122	но это	2	3
123	с ней	1	3
124	ее в	2	3
125	мы здесь	1	2
126	что эти	1	2
127	не имеют	1	2
128	к отцу	6	2
129	по его	1	2
130	его не	1	2
131	взял его	1	2
132	и ее	4	2
133	того же	2	2
134	и на	4	2
135	что его	1	2
136	этим не	1	2
137	здесь имеем	1	2
138	со стороны	1	2
139	новые отношения	1	2
140	с этим	2	2
141	что по	1	2
142	увидим что	1	2
143	но эта	1	2
144	в самом	2	2
145	та же	1	2
146	все эти	5	2
147	во многих	1	2
148	вообще не	2	2
149	на его	1	2
150	связанные с	2	2
151	не будет	2	2
152	где оно	1	2
153	было бы	2	2
154	ни в	5	2
155	не ясно	1	2
156	в один	4	2
157	их на	1	2
158	к этому	2	2
159	есть еще	1	2
160	она не	1	2
161	можно указать	1	2
162	что такое	5	2
163	в основе	3	2
164	вытекает из	1	2
165	во всем	1	2
166	не могут	2	2
167	же что	1	2
168	его за	1	2
169	что при	1	2
170	и это	6	2
171	из всего	1	2
172	не совсем	1	2
173	без всякого	1	2
174	другими словами	2	2
175	это вытекает	1	2
176	тот же	1	2
177	и так	2	2
178	конечно не	6	2
179	уже не	1	2
180	не можем	2	2
181	только на	3	2
182	что не	2	2
183	мы знаем	3	2
184	прежде всего	9	2
185	к ним	2	2
186	до сих	3	2
187	на этот	1	2
188	в каких	1	2
189	и др	3	2
190	говорит о	1	2
191	в руках	1	2
192	и оно	3	2
193	становится ясным	1	2
194	в связи	1	2
195	позволяет нам	1	2
196	но оно	3	2
197	связь с	1	2
198	как это	3	2
199	а потом	1	2
200	и такие	1	2
201	и о	2	2
202	в основном	3	2
203	отличается от	1	2
204	этом и	1	2
205	сказать что	7	2
206	от всех	1	2
207	всех других	2	2
208	и эта	1	2
209	во сне	2	2
210	они не	2	2
211	ту же	2	1
212	отношения к	3	1
213	самом деле	6	1
214	как известно	1	1
215	нам кажется	2	1
216	этой теории	2	1
217	случае только	1	1
218	научается управлять	1	1
219	и стали	1	1
220	что если	1	1
221	теперь мы	1	1
222	совершенно так	1	1
223	пока только	1	1
224	комплекс этот	1	1
225	ли у	1	1
226	что иное	1	1
227	я не	1	1
228	как я	1	1
229	зависимости от	1	1
230	в ней	1	1
231	он был	1	1
232	между собой	2	1
233	руки или	1	1
234	влияния на	1	1
235	бы то	1	1
236	чем это	1	1
237	совсем не	2	1
238	о смерти	1	1
239	заметим что	1	1
240	друг на	2	1
241	не входит	1	1
242	иногда и	1	1
243	в свои	1	1
244	только путем	1	1
245	утверждение что	1	1
246	же с	1	1
247	дает нам	1	1
