N	2gram	Bakhtin_Fr_5	OGranits
1	и в	45	13
2	и его	13	12
3	прежде всего	10	9
4	может быть	2	8
5	не может	5	8
6	и не	15	8
7	и т.п	16	7
8	в его	13	7
9	и их	5	7
10	и пр	1	7
11	точки зрения	4	7
12	только в	4	6
13	как бы	12	6
14	не только	14	6
15	то что	2	6
16	таким образом	8	6
17	и т.д	2	5
18	все же	2	5
19	и наконец	2	5
20	в поэзии	3	5
21	с точки	2	5
22	в процессе	1	5
23	хотя бы	2	5
24	и эта	1	5
25	мы не	4	4
26	но мы	2	4
27	слов и	1	4
28	еще и	3	4
29	на фоне	2	4
30	но в	14	4
31	мы можем	2	4
32	то же	11	4
33	лишь в	2	4
34	в своей	3	4
35	было бы	2	4
36	все это	7	4
37	в выборе	1	4
38	в двух	1	4
39	вполне понятно	1	4
40	в каждом	2	4
41	вряд ли	1	3
42	связана с	1	3
43	самом деле	5	3
44	в пределах	2	3
45	так и	6	3
46	г в	1	3
47	понятно что	1	3
48	говорить о	2	3
49	в их	4	3
50	по отношению	1	3
51	за пределы	1	3
52	тела и	3	3
53	общего с	1	3
54	с этим	4	3
55	в себе	1	3
56	не как	1	3
57	в одном	3	3
58	так как	6	3
59	но и	10	3
60	слово в	1	3
61	как и	10	3
62	со всей	1	3
63	точку зрения	2	3
64	не в	7	3
65	да и	1	3
66	и для	3	3
67	никогда не	1	3
68	и все	7	3
69	превращается в	2	3
70	отношению к	1	3
71	не столько	2	3
72	что в	12	3
73	ничего общего	1	3
74	и наиболее	2	2
75	ни одно	1	2
76	и др	8	2
77	данном случае	2	2
78	в произведении	1	2
79	роль в	2	2
80	и этот	1	2
81	конечно в	2	2
82	мы уже	4	2
83	те же	1	2
84	есть не	1	2
85	если бы	1	2
86	что иное	1	2
87	иное как	1	2
88	не что	1	2
89	в ней	8	2
90	ее в	1	2
91	а также	4	2
92	в чем	2	2
93	между тем	2	2
94	в общем	4	2
95	нуждается в	3	2
96	в языке	1	2
97	во всей	1	2
98	что они	1	2
99	вслед за	1	2
100	наконец в	1	2
101	чем же	4	2
102	его на	1	2
103	как в	3	2
104	в данном	2	2
105	в этом	14	2
106	в том	10	2
107	мы видим	5	2
108	тот же	1	2
109	с ними	1	2
110	от этого	2	2
111	и отчасти	2	2
112	в этот	2	2
113	которое мы	1	2
