N	2gram	Savitsky_E_1	Problemy
1	и в	37	46
2	то есть	6	40
3	и не	14	27
4	может быть	6	23
5	не может	9	19
6	как бы	6	19
7	в нем	1	17
8	в этом	12	16
9	не только	18	14
10	как мы	5	12
11	но и	14	12
12	как и	7	12
13	и на	6	11
14	точки зрения	23	11
15	в одном	2	11
16	а не	2	11
17	в пределах	25	10
18	не в	5	10
19	между ними	2	10
20	и к	3	9
21	в самом	4	9
22	с точки	17	9
23	и все	2	9
24	в его	2	9
25	в том	11	9
26	в большинстве	2	9
27	вовсе не	6	9
28	прежде всего	9	9
29	конечно не	1	8
30	большинстве случаев	3	8
31	или в	2	8
32	в себе	9	7
33	и с	2	7
34	по себе	4	7
35	слова и	1	7
36	то же	15	6
37	никогда не	3	6
38	хотя и	2	6
39	но в	14	6
40	пределах одного	1	6
41	но это	1	6
42	на свой	1	6
43	и его	1	6
44	только в	9	6
45	есть в	2	6
46	мы увидим	1	6
47	в котором	2	5
48	ведь и	2	5
49	с его	1	5
50	во всех	6	5
51	по отношению	1	5
52	за пределы	1	5
53	нам кажется	7	5
54	при этом	1	5
55	в жизни	1	5
56	рядом с	1	5
57	в то	16	5
58	в самой	1	5
59	и сам	1	5
60	о том	3	5
61	же время	14	5
62	к нему	2	5
63	если мы	1	5
64	мы находим	1	5
65	так как	7	5
66	с другом	3	5
67	друг с	3	5
68	жизни и	2	5
69	например в	1	4
70	в их	11	4
71	мы не	4	4
72	на себя	3	4
73	но не	5	4
74	как в	3	4
75	все же	1	4
76	кроме того	1	4
77	все эти	1	4
78	он не	2	4
79	таким образом	2	4
80	и наконец	2	4
81	том что	6	4
82	в этих	2	4
83	том же	1	4
84	в процессе	4	4
85	во всем	1	4
86	потому что	3	4
87	в направлении	4	4
88	так и	10	4
89	и других	2	4
90	можно сказать	4	4
91	уже не	1	4
92	уже в	1	4
93	к ним	3	4
94	мы можем	3	4
95	должно быть	1	4
96	то что	6	4
97	что в	21	4
98	том числе	1	4
99	себя как	1	3
100	также и	7	3
101	и это	1	3
102	и до	1	3
103	той же	1	3
104	и о	1	3
105	то это	1	3
106	отличие от	1	3
107	значение для	1	3
108	в центре	1	3
109	в той	5	3
110	в своем	14	3
111	более или	1	3
112	в этой	2	3
113	на то	6	3
114	но именно	2	3
115	не к	2	3
116	на этом	1	3
117	они должны	1	3
118	в мире	2	3
119	было бы	8	3
120	кажется что	2	3
121	далеко не	2	3
122	такой же	2	3
123	или менее	1	3
124	но если	5	3
125	и их	1	3
126	в своей	8	3
127	в отличие	1	3
128	не как	1	3
129	мы сказали	1	3
130	войти в	1	3
131	в отношении	32	3
132	она не	2	3
133	правда в	1	3
134	дело в	3	3
135	по своей	2	3
136	и несколько	1	3
137	не могут	2	3
138	числе и	1	3
139	с ее	1	3
140	с собой	1	3
141	если бы	2	3
142	и что	2	3
143	и во	2	3
144	и только	3	3
145	в формах	1	3
146	что и	3	3
147	бытия и	1	3
148	тем что	3	3
149	и даже	6	3
150	с другой	7	3
151	более того	1	3
152	так же	9	3
153	что же	2	3
154	и для	3	3
155	бы в	2	3
156	еще более	2	3
157	другой стороны	2	3
158	того же	3	3
159	но этот	1	3
160	и другие	1	3
161	ту же	1	2
162	же как	5	2
163	или к	1	2
164	не показывает	1	2
165	вопрос о	4	2
166	мы здесь	1	2
167	меньшей степени	2	2
168	не нужно	2	2
169	он сам	2	2
170	мы будем	1	2
171	если в	2	2
172	в общем	3	2
173	то такой	1	2
174	показать в	1	2
175	в одной	1	2
176	с этим	2	2
177	стороны и	6	2
178	как нам	5	2
179	когда он	3	2
180	целый ряд	2	2
181	и как	2	2
182	не было	1	2
183	его к	1	2
184	увидим что	1	2
185	от этого	5	2
186	бы и	3	2
187	степени и	1	2
188	но на	3	2
189	бы ни	3	2
190	должна быть	2	2
191	в корне	1	2
192	и по	5	2
193	но все	1	2
194	об этом	1	2
195	лишь в	1	2
196	хотя бы	15	2
197	этом смысле	3	2
198	и тем	3	2
199	к области	1	2
200	в которых	3	2
201	не менее	1	2
202	одном из	2	2
203	которые в	1	2
204	одна из	1	2
205	только и	1	2
206	к определенному	1	2
207	к ней	4	2
208	отношении к	15	2
209	этих случаях	1	2
210	то и	1	2
211	у нас	1	2
212	могут быть	2	2
213	к тому	8	2
214	той или	4	2
215	людей в	1	2
216	представим себе	1	2
217	можно было	3	2
218	те же	1	2
219	с ним	1	2
220	между тем	8	2
221	от них	3	2
222	тем как	1	2
223	возникает вопрос	1	2
224	и следовательно	1	2
225	большей или	1	2
226	но с	2	2
227	этот вопрос	2	2
228	по другую	1	2
229	для него	1	2
230	в известной	3	2
231	другую сторону	1	2
232	а в	2	2
233	в других	2	2
234	о которых	1	2
235	или иной	4	2
236	для этого	1	2
237	или меньшей	1	2
238	влияние на	2	2
239	только к	2	2
240	на этот	2	2
241	пожалуй и	2	2
242	там где	3	2
243	что мы	1	2
244	вместе с	2	2
245	в данном	3	2
246	к жизни	1	2
247	для понимания	2	2
248	этого слова	1	2
249	в результате	3	2
250	о котором	1	2
251	для нас	4	2
252	в большей	1	2
253	находим в	1	2
254	не дает	3	2
255	сказать что	4	2
256	в свое	1	2
257	значение в	1	2
258	во всяком	3	2
259	все что	1	2
260	и xix	2	1
261	будут ли	1	1
262	чтобы не	1	1
263	и то	2	1
264	получает в	1	1
265	перед лицом	1	1
266	пространство получает	1	1
267	которую они	1	1
268	по преимуществу	2	1
269	можно в	2	1
270	от которых	1	1
271	определяется в	1	1
272	изменениями в	1	1
273	из всех	3	1
274	сравнению с	2	1
275	или наоборот	1	1
276	входит в	1	1
277	именно к	2	1
278	их к	1	1
279	как то	1	1
280	на себе	1	1
281	вместо того	1	1
282	от друга	2	1
283	из того	2	1
284	в некотором	4	1
285	почти на	1	1
286	в каждой	1	1
287	в ней	4	1
288	литературы и	1	1
289	и сами	1	1
290	другим в	1	1
291	между собой	2	1
292	бы еще	1	1
293	слово на	1	1
294	от своей	1	1
295	в последних	1	1
296	время в	3	1
297	от себя	1	1
298	и человеческой	2	1
299	возможности и	1	1
300	в нашем	1	1
301	то мы	1	1
302	различия между	1	1
303	любой области	1	1
304	обстояло дело	1	1
305	но как	2	1
306	в новом	1	1
307	при условии	2	1
308	остановились на	1	1
309	друг от	2	1
310	и лучше	1	1
311	один и	1	1
312	к сожалению	1	1
313	что как	1	1
314	ней в	1	1
315	все остальные	1	1
316	однако не	1	1
317	могли бы	1	1
318	нами в	1	1
319	было только	1	1
320	не являются	1	1
321	себе не	3	1
322	он на	1	1
323	за свои	1	1
324	та же	1	1
325	что это	2	1
326	бы с	1	1
327	только между	1	1
328	что автор	1	1
329	однако же	1	1
330	с их	1	1
331	элементов в	1	1
332	тому же	1	1
333	во многих	4	1
334	xviii и	2	1
335	из общей	1	1
336	и если	2	1
337	на его	1	1
338	мы совершенно	1	1
339	в ее	8	1
340	говорили в	1	1
341	и еще	2	1
342	эта последняя	1	1
343	или иному	2	1
344	отношений между	2	1
345	в силу	2	1
346	кажется нам	1	1
347	своей духовной	1	1
348	мы говорили	1	1
349	такая постановка	1	1
350	от нее	1	1
351	что все	2	1
352	к любой	1	1
353	на ту	1	1
354	говорить не	1	1
355	выходит за	1	1
356	для нее	1	1
357	и иных	1	1
358	которая как	1	1
359	и мы	3	1
360	лишь на	1	1
361	ведь в	1	1
362	в них	3	1
363	она и	1	1
364	всегда и	1	1
365	несмотря на	4	1
366	здесь можно	1	1
367	жизни но	1	1
368	в не	2	1
369	мы знаем	1	1
370	чем в	4	1
371	на одну	2	1
372	духовной жизни	2	1
373	вопроса приводит	1	1
374	бы на	1	1
375	что если	2	1
376	во второй	3	1
377	смены мы	1	1
378	или точнее	2	1
379	и тут	2	1
380	именно и	1	1
381	в такой	1	1
382	сам и	1	1
383	по сравнению	2	1
384	нашу оценку	1	1
385	же направлении	1	1
386	место в	3	1
387	центра и	1	1
388	для всякого	1	1
389	друг другу	1	1
390	требуют в	1	1
391	в предчувствии	1	1
392	бы о	2	1
393	тем самым	5	1
394	даже в	4	1
395	тому что	1	1
396	вплоть до	1	1
397	но они	1	1
398	освободиться от	1	1
399	тогда когда	2	1
400	здесь на	1	1
401	и притом	4	1
402	как его	1	1
403	и имеет	2	1
404	для всего	1	1
405	о реальном	1	1
406	действительности но	1	1
407	бы сказали	1	1
408	на практике	1	1
409	в пределы	3	1
410	его можно	1	1
411	и отражает	1	1
412	почти никогда	1	1
413	связи с	1	1
414	мы бы	1	1
415	в более	1	1
416	в сознании	1	1
417	для осуществления	1	1
418	как будто	2	1
419	жизни которое	1	1
420	что на	2	1
421	в области	11	1
422	есть к	1	1
423	настоящего времени	1	1
424	такие же	1	1
425	начиная с	2	1
426	в мировой	1	1
427	ставим себе	1	1
428	когда мы	1	1
429	может касаться	1	1
430	должны быть	1	1
431	всего в	2	1
432	одну и	2	1
433	значительной степени	1	1
434	не способен	1	1
435	но за	1	1
436	есть чем	1	1
437	все еще	1	1
438	или поздно	2	1
439	что при	1	1
440	но сама	1	1
441	мы остановились	1	1
442	и поэтому	2	1
443	не делает	1	1
444	а затем	1	1
445	которого мы	2	1
446	того чтобы	6	1
447	как не	2	1
448	данном случае	2	1
449	исключает возможности	1	1
450	он определяет	1	1
451	с разных	1	1
452	оказаться в	1	1
453	что может	1	1
454	и ту	2	1
455	находятся и	1	1
456	во многом	2	1
457	еще в	1	1
458	является в	1	1
459	в осуществлении	1	1
460	поэтому в	1	1
461	и вообще	1	1
462	связанная с	1	1
463	рядом не	1	1
464	силы и	1	1
465	его жизни	1	1
466	или на	1	1
467	в сфере	3	1
468	это должно	1	1
469	может не	1	1
470	в значительной	2	1
471	свои пределы	2	1
472	с теми	1	1
473	же нет	1	1
474	а у	1	1
475	являются в	1	1
476	или иначе	1	1
477	и всякая	1	1
478	во втором	2	1
479	эти два	1	1
480	противоположных направлениях	1	1
481	высшей и	1	1
482	отметить что	3	1
483	перед тем	1	1
484	и существенно	2	1
485	направлении в	1	1
486	в каждую	1	1
487	звучит как	1	1
488	быть и	1	1
489	но так	1	1
490	один из	1	1
491	себя с	1	1
492	его собственная	2	1
493	тем путем	1	1
494	в двух	1	1
495	мы видим	2	1
496	в какой	2	1
497	для себя	1	1
498	в стороне	3	1
499	они могут	1	1
500	никак нельзя	1	1
501	же при	1	1
502	точка зрения	2	1
503	с одной	8	1
504	с которыми	1	1
505	сильнее чем	1	1
506	переходит в	1	1
507	обстоит дело	3	1
508	это значение	1	1
509	рано или	2	1
510	следует отметить	2	1
511	всяком случае	3	1
512	бы совершенно	2	1
513	как их	2	1
514	не о	1	1
515	гораздо сложнее	1	1
516	в последние	6	1
517	жизни в	3	1
518	одной стороны	8	1
519	со стороны	5	1
520	даже не	1	1
521	это есть	1	1
522	мы ставим	2	1
523	не обязательно	1	1
524	нельзя сказать	1	1
525	именно в	4	1
526	по своим	3	1
527	а именно	2	1
528	в каких	1	1
529	к которому	1	1
530	что не	1	1
531	что для	1	1
532	положений и	1	1
533	в некоторых	2	1
534	в соответствии	1	1
535	связано с	3	1
536	их можно	1	1
537	в любой	1	1
538	которых мы	1	1
539	не исключает	1	1
540	не на	4	1
541	так называемой	1	1
542	нужно иметь	2	1
543	него не	1	1
544	совершенно очевидно	2	1
545	в явлении	1	1
546	оснований для	1	1
547	в связи	1	1
548	именно поэтому	1	1
549	все более	9	1
550	в сторону	2	1
551	ни на	3	1
552	и потому	5	1
553	как это	4	1
554	относятся к	2	1
555	пространства и	1	1
556	это сделали	1	1
557	о возможности	1	1
558	до настоящего	1	1
559	что пожалуй	1	1
560	что за	1	1
561	с некоторыми	1	1
562	лежат в	4	1
563	в тех	1	1
564	возможность такого	1	1
565	с большой	2	1
566	целей и	1	1
567	известной степени	3	1
568	живет и	1	1
569	в точном	1	1
570	мира и	3	1
571	в другой	2	1
572	а к	1	1
573	нет ничего	1	1
574	к этой	1	1
575	иначе обстоит	2	1
576	предела в	1	1
577	ни было	4	1
578	не есть	2	1
579	простое и	1	1
580	к отношениям	2	1
581	в свою	3	1
582	с ней	1	1
583	в частности	5	1
584	в характере	1	1
585	в последнем	1	1
586	же может	1	1
587	можно назвать	1	1
588	в своих	2	1
589	и эта	2	1
590	это в	1	1
591	который не	1	1
592	как на	3	1
593	в таком	3	1
