N	3gram	Potebnia_M_2	Myshleni
1	для того чтобы	2	14
2	в том что	7	11
3	по сравнению с	1	5
4	с самого начала	2	5
5	не в состоянии	4	4
6	подобно тому как	4	4
7	из того что	1	4
8	с этой точки	1	4
9	то время как	3	4
10	в то время	4	4
11	о том что	1	4
12	друг от друга	1	4
13	сама по себе	2	4
14	и того же	6	3
15	состоит в том	1	3
16	в этом случае	1	3
17	не то что	1	3
18	тому как в	1	3
19	до сих пор	4	3
20	с одной стороны	3	3
21	и тот же	1	3
22	так как это	1	3
23	в свою очередь	6	3
24	мере в какой	1	3
25	не может быть	2	3
26	один и тот	1	3
27	на вопрос о	1	3
28	одного и того	6	3
29	вопрос о том	1	3
30	той мере в	1	3
31	в той мере	1	3
32	потому что в	1	2
33	том что он	1	2
34	о том как	1	2
35	а потому что	1	2
36	и не может	1	2
37	в отличие от	1	2
38	что только в	1	2
39	таким образом в	2	2
40	то что они	1	2
41	то и другое	4	2
42	вместе с тем	1	2
43	с каким мы	2	2
44	то что он	1	2
45	того чтобы сделать	1	2
46	с другой стороны	2	2
47	от того что	4	2
48	само по себе	2	2
49	ничего общего с	1	2
50	того как он	1	2
51	но все же	1	2
52	мы говорим о	1	2
53	и связанное с	1	1
54	в том виде	1	1
55	и может быть	2	1
56	непосредственно вытекает из	1	1
57	большая разница между	1	1
58	что с ним	1	1
59	имеет дело с	1	1
60	время как в	1	1
61	более или менее	8	1
62	слова потому что	1	1
63	на самом деле	2	1
64	требует для своего	1	1
65	как и во	2	1
66	никто никогда не	1	1
67	в этом смысле	2	1
68	одной стороны и	1	1
69	к тем же	1	1
70	не говорит нам	1	1
71	только в том	1	1
72	того как они	1	1
73	в чем заключается	1	1
74	сам по себе	4	1
75	не может понять	1	1
76	прежде чем перейти	1	1
77	возможно только при	1	1
78	как это часто	1	1
79	что не только	1	1
80	а не наоборот	1	1
81	в собственном смысле	1	1
82	нам остается только	1	1
83	мы до сих	1	1
84	имеет место то	1	1
85	со всеми остальными	1	1
86	связанное с ним	1	1
87	и той же	1	1
88	но само по	1	1
89	одно и то	2	1
90	чем перейти к	1	1
91	потому что хотя	1	1
92	на вопрос как	1	1
93	в применении к	1	1
94	чтобы понять что	1	1
95	в чем состоит	2	1
96	том в чем	1	1
97	и на все	1	1
98	один из них	1	1
99	могут быть названы	1	1
100	этом случае мы	1	1
101	это было бы	1	1
102	смысле этого слова	3	1
103	и то же	2	1
104	не только по	2	1
105	не могут быть	3	1
106	к которому мы	1	1
107	это не так	1	1
108	не имеет места	1	1
109	то столь же	1	1
110	тогда когда это	1	1
111	и тем самым	1	1
112	в связи с	1	1
113	объяснение не только	1	1
114	друг к другу	1	1
115	во всяком случае	7	1
116	так и в	2	1
117	тем не менее	5	1
118	есть большая разница	1	1
119	не было бы	4	1
120	так как вообще	2	1
121	в одном и	1	1
122	не есть нечто	1	1
123	известной связи с	1	1
124	для обозначения одного	1	1
125	что если в	1	1
126	не там где	1	1
127	мы не можем	3	1
128	том смысле что	1	1
129	в известной связи	1	1
130	в том чтобы	1	1
131	то что прежде	1	1
132	мы знаем что	1	1
133	но и по	1	1
134	что это не	1	1
135	что сила и	1	1
136	в то же	2	1
137	говоря о том	1	1
138	в том смысле	4	1
139	одной и той	1	1
140	место между двумя	1	1
141	не можем не	1	1
142	в его сознании	1	1
143	на все остальные	1	1
144	с которыми оно	1	1
145	тех и других	1	1
146	обозначения одного и	1	1
147	вытекает непосредственно из	1	1
148	вместе с этим	1	1
149	и в процессе	1	1
