N	2gram	Vygotskiy__4	Hudozhes
1	и в	20	28
2	том что	35	19
3	и не	8	18
4	своего рода	1	16
5	в том	42	15
6	а не	7	14
7	в этом	24	13
8	не в	4	13
9	о том	5	12
10	перед нами	5	11
11	не только	15	11
12	при этом	12	11
13	как и	9	11
14	в его	11	11
15	уже не	1	10
16	в себе	10	9
17	но и	9	9
18	так и	5	8
19	между тем	9	8
20	что он	6	8
21	себя в	3	8
22	может быть	12	8
23	о чем	1	8
24	я не	1	7
25	по отношению	1	7
26	тогда как	2	7
27	что она	1	7
28	состоит в	4	7
29	к тому	6	7
30	в частности	5	7
31	как это	9	7
32	с ним	1	7
33	отношению к	1	7
34	то же	16	6
35	и с	4	6
36	в своей	7	6
37	в то	1	6
38	тем что	7	6
39	казалось бы	1	6
40	для себя	1	6
41	если бы	5	6
42	можно сказать	1	6
43	это не	5	6
44	а в	2	6
45	то что	15	6
46	в этой	3	5
47	как в	5	5
48	в самом	6	5
49	что это	2	5
50	в своем	4	5
51	не менее	3	5
52	у него	2	5
53	никогда не	5	5
54	ничего не	1	5
55	и его	5	5
56	и сам	1	5
57	только на	2	5
58	одно из	1	5
59	для него	2	5
60	наряду с	3	5
61	как бы	7	5
62	что в	19	5
63	и другие	9	5
64	но не	3	4
65	то в	1	4
66	подобно тому	2	4
67	он не	1	4
68	в других	1	4
69	тем не	1	4
70	для нее	1	4
71	тому что	4	4
72	того чтобы	7	4
73	вслед за	2	4
74	что они	14	4
75	только в	10	4
76	в качестве	21	4
77	что и	9	4
78	как раз	1	4
79	для того	5	4
80	то и	1	4
81	не может	6	4
82	тому как	2	4
83	человека и	1	3
84	едва ли	2	3
85	и он	2	3
86	в ней	2	3
87	еще не	2	3
88	и на	6	3
89	столь же	3	3
90	всякий раз	1	3
91	для других	2	3
92	не все	1	3
93	со стороны	3	3
94	следующим образом	3	3
95	бы не	1	3
96	раз в	2	3
97	как он	4	3
98	в нем	2	3
99	можно было	6	3
100	что все	3	3
101	мы уже	5	3
102	с другими	1	3
103	было бы	8	3
104	в этих	3	3
105	как о	1	3
106	на него	1	3
107	как только	2	3
108	же самое	7	3
109	и это	2	3
110	внимание на	3	3
111	все его	1	3
112	к нему	2	3
113	одной из	3	3
114	с ними	1	3
115	и ее	1	3
116	с одной	9	3
117	для нас	4	3
118	в одном	1	3
119	что на	2	3
120	с другой	12	3
121	на ее	1	3
122	и тех	2	3
123	все время	4	3
124	а с	2	3
125	прежде всего	2	3
126	так же	11	3
127	противоречие с	2	3
128	одной стороны	9	3
129	в состоянии	1	3
130	все это	1	3
131	или в	1	3
132	в памяти	2	3
133	по поводу	1	3
134	самом деле	7	3
135	же как	6	2
136	и то	10	2
137	той же	6	2
138	а как	1	2
139	который в	1	2
140	не во	1	2
141	говорить о	1	2
142	тем как	3	2
