N	3gram	Vinokur_Ku_2	Myslijsy
1	в том что	10	16
2	смысле этого слова	1	7
3	только тогда когда	1	7
4	сам по себе	1	5
5	по крайней мере	6	5
6	не в том	1	5
7	то же время	3	5
8	в то же	3	5
9	вместе с тем	2	4
10	с другой стороны	7	4
11	в то время	1	4
12	не только в	4	4
13	то же что	1	4
14	потому что он	2	3
15	потому что не	1	3
16	до сих пор	1	3
17	что он не	1	3
18	может быть только	2	3
19	с одной стороны	1	3
20	то тем самым	2	3
21	в свою очередь	2	3
22	само по себе	5	3
23	и т д	14	3
24	только в том	2	3
25	в том смысле	1	3
26	вслед за тем	1	3
27	тем не менее	5	3
28	для того чтобы	8	3
29	не может быть	4	3
30	то что я	1	2
31	только потому что	6	2
32	в этом последнем	1	2
33	из этих слов	1	2
34	смысле в каком	1	2
35	потому что и	1	2
36	в этом отношении	3	2
37	и т п	24	2
38	не могла бы	1	2
39	в том чтобы	1	2
40	мы не знаем	1	2
41	ответ на это	1	2
42	потому что оно	1	2
43	не могут быть	1	2
44	и той же	1	2
45	и в том	2	2
46	то что мы	1	2
47	как и в	1	2
48	если бы например	2	2
49	и в самом	2	2
50	можно сказать что	2	2
51	что это слово	1	2
52	этого слова и	1	2
53	к тому что	1	2
54	одной и той	1	2
55	сама по себе	1	2
56	в буквальном смысле	1	2
57	дает нам право	1	1
58	в свое время	2	1
59	самом смысле в	1	1
60	не говоря уже	2	1
61	на самом деле	2	1
62	в самом деле	7	1
63	мы видели в	1	1
64	потому что я	1	1
65	сих пор еще	1	1
66	и там где	1	1
67	в этом слове	2	1
68	зависит не только	1	1
69	это дает нам	1	1
70	говоря уже о	2	1
71	и в других	1	1
72	сами по себе	1	1
73	от этого не	2	1
74	по себе и	1	1
75	а только как	1	1
76	что все эти	3	1
77	но все это	1	1
78	представить себе что	1	1
79	связь слова с	1	1
80	не сам по	1	1
81	и говорить о	1	1
82	до тех пор	1	1
83	в противном случае	1	1
84	дело нисколько не	1	1
85	была бы уже	1	1
86	в том случае	2	1
87	и то что	1	1
88	ясно что и	1	1
89	все это в	1	1
90	то время как	1	1
91	в таких случаях	2	1
92	он был бы	1	1
93	по себе не	2	1
94	в данном случае	1	1
95	может быть не	1	1
96	в первый раз	1	1
97	к вопросу о	2	1
98	какова должна быть	1	1
99	оно не было	1	1
100	не все равно	1	1
101	можно сказать и	1	1
102	же что в	1	1
103	по преимуществу но	2	1
104	мы видели выше	1	1
105	но что же	1	1
106	так или иначе	2	1
107	он уже не	1	1
108	в том самом	1	1
109	потому что они	1	1
110	указывает на это	1	1
111	иначе как в	1	1
112	но эти слова	1	1
113	что оно имеет	1	1
114	это определение в	1	1
115	т д не	1	1
116	только то что	1	1
117	таким образом в	1	1
118	становится для нас	1	1
119	заключается в том	1	1
120	лишь в том	1	1
121	том самом смысле	1	1
122	о том что	1	1
123	ничего общего с	1	1
124	видно уже из	1	1
125	в связь с	1	1
126	состоит не в	1	1
127	еще один пример	1	1
128	что само по	1	1
129	случае если бы	1	1
130	на то что	2	1
131	может и не	1	1
132	после того как	1	1
133	то же в	1	1
134	с течением времени	1	1
135	тем самым мы	2	1
136	между тем казалось	1	1
137	не только от	1	1
138	но не только	1	1
139	от присоединения к	1	1
140	и что вообще	1	1
141	уже не в	1	1
142	к тому же	1	1
143	свое место в	1	1
144	том что и	1	1
145	как мы видели	1	1
146	присоединения к ним	1	1
