N	3gram	Tiupa_Narr_1	Dialekti
1	и т д	1	15
2	по крайней мере	1	9
3	с точки зрения	1	8
4	в том что	5	6
5	и не только	1	5
6	и та же	1	4
7	одно и то	2	4
8	и то же	2	4
9	в связи с	2	4
10	одна и та	1	4
11	только то что	1	4
12	то же время	4	4
13	о том что	2	4
14	с другой стороны	1	4
15	что иное как	1	3
16	в самом деле	2	3
17	сами по себе	2	3
18	в то же	4	3
19	может быть и	1	3
20	сам по себе	1	3
21	содержит в себе	1	3
22	той или другой	1	3
23	не может быть	4	3
24	можно сказать что	2	3
25	мы уже знаем	1	3
26	в той или	1	2
27	более или менее	1	2
28	как это было	1	2
29	до сих пор	2	2
30	в зависимости от	2	2
31	как и все	1	2
32	что это за	1	2
33	в данном случае	8	2
34	не только в	6	2
35	так как это	1	2
36	тем не менее	3	2
37	во всяком случае	2	2
38	само по себе	1	2
39	то же самое	2	2
40	бросается в глаза	1	1
41	и то что	1	1
42	только потому что	1	1
43	это то что	1	1
44	человек и как	1	1
45	мере того как	1	1
46	большей или меньшей	1	1
47	на самом деле	1	1
48	имея в виду	1	1
49	и даже не	1	1
50	подобно тому как	3	1
51	по мере того	1	1
52	так и его	1	1
53	же как и	1	1
54	не было и	2	1
55	и не может	1	1
56	и в то	1	1
57	бы то ни	1	1
58	но и в	2	1
59	в этом отношении	3	1
60	том что именно	1	1
61	что не только	1	1
62	точно так же	1	1
63	не то что	1	1
64	как раз в	2	1
65	с одной стороны	1	1
66	но при этом	1	1
67	в нем не	1	1
68	не он сам	1	1
69	при всей своей	1	1
70	и всякий другой	1	1
71	друг с другом	1	1
72	и как бы	1	1
73	и как будто	1	1
74	о них как	2	1
75	то что мы	1	1
76	сказать и о	1	1
77	связи с этим	1	1
78	той или иной	4	1
79	речь идет о	3	1
80	но все же	1	1
81	не только на	2	1
82	к тому что	1	1
83	к тому же	5	1
84	по себе а	1	1
85	но в зависимости	1	1
86	и не происходит	1	1
87	обратим внимание на	1	1
