N	2gram	Bakhtin_Pr_2	Narrotol
1	не только	16	32
2	может быть	18	25
3	но и	15	23
4	и не	42	20
5	то есть	50	19
6	и в	45	19
7	в том	8	18
8	в этом	20	17
9	не в	8	14
10	в частности	1	14
11	том что	7	14
12	а не	10	12
13	то что	5	11
14	а в	3	11
15	точки зрения	19	10
16	не может	24	10
17	при этом	2	9
18	в мире	3	9
19	так и	3	9
20	в его	22	9
21	со стороны	4	9
22	в себе	5	8
23	во времени	1	8
24	и т.п	6	8
25	с другой	1	8
26	не является	3	8
27	героя в	5	8
28	еще не	9	7
29	по отношению	8	7
30	как в	4	7
31	все же	4	7
32	в случае	1	7
33	как и	14	7
34	к тому	1	7
35	и т.д	3	7
36	с одной	1	7
37	с его	8	6
38	но не	6	6
39	точка зрения	7	6
40	в той	3	6
41	то в	1	6
42	на протяжении	3	6
43	тем самым	2	6
44	о том	3	6
45	что он	7	6
46	именно в	3	6
47	как это	2	6
48	отношению к	8	6
49	том числе	2	6
50	но в	6	6
51	не все	1	5
52	отличие от	1	5
53	и как	2	5
54	уже не	6	5
55	в этой	1	5
56	тому же	1	5
57	далеко не	4	5
58	в отличие	1	5
59	по себе	8	5
60	в основе	2	5
61	и его	8	5
62	к нему	11	5
63	в форме	2	5
64	себя в	2	5
65	или иной	3	5
66	в данном	1	5
67	можно сказать	2	5
68	не предполагает	1	5
69	данном случае	1	4
70	все те	2	4
71	то же	5	4
72	из которых	2	4
73	здесь не	2	4
74	перед нами	4	4
75	было как	1	4
76	за собой	2	4
77	в нем	20	4
78	но все	4	4
79	же не	1	4
80	и с	7	4
81	было бы	4	4
82	точку зрения	5	4
83	связи с	1	4
84	числе и	2	4
85	той или	3	4
86	те же	2	4
87	о нем	6	4
88	одного из	1	4
89	же время	3	4
90	только в	9	4
91	хотя бы	5	4
92	при всей	1	4
93	у него	6	4
94	в особенности	2	4
95	что не	5	4
96	прежде всего	11	4
97	в рассказе	3	4
98	если не	2	4
99	как бы	15	4
100	да и	1	4
101	отличается от	1	4
102	же в	1	4
103	одной из	2	4
104	героя и	7	4
105	сказать что	5	4
106	другой стороны	1	4
107	это и	1	3
108	в первом	1	3
109	же как	4	3
110	в сущности	7	3
111	и он	3	3
112	в ней	7	3
113	и на	7	3
114	в ее	3	3
115	что они	3	3
116	хотя и	2	3
117	уже в	4	3
118	из этих	1	3
119	не есть	2	3
120	он не	9	3
121	ни в	2	3
122	тем не	1	3
123	бы быть	2	3
124	бытия в	2	3
125	не менее	2	3
126	в то	5	3
127	тем что	2	3
128	одна из	3	3
129	на него	2	3
130	никогда не	17	3
131	этом отношении	2	3
132	художественной литературы	1	3
133	могут быть	4	3
134	как мы	8	3
135	с ее	3	3
136	в произведении	5	3
137	на том	1	3
138	не с	1	3
139	о ней	1	3
140	а именно	3	3
141	один из	2	3
142	из них	9	3
143	в прошлом	1	3
144	не о	2	3
145	и даже	3	3
146	не обязательно	1	3
147	в свою	1	3
148	а с	3	3
149	как будто	1	3
150	высказывания и	1	3
151	что в	6	3
152	жизни в	2	3
153	а во	1	3
154	жизни и	15	3
155	отношения к	2	2
156	одним из	3	2
157	например в	2	2
158	таком случае	1	2
159	и потому	6	2
160	самом деле	4	2
161	идет о	2	2
162	здесь и	2	2
163	и до	4	2
164	оно может	1	2
165	должна быть	3	2
166	который в	1	2
167	мы имеем	2	2
168	матери с	2	2
169	говорить о	1	2
170	между собой	1	2
171	он сам	6	2
172	но как	2	2
173	отношение к	8	2
174	нет и	3	2
175	независимо от	1	2
176	как к	2	2
177	в своем	5	2
178	в полном	1	2
179	что по	1	2
180	более или	1	2
181	точкой зрения	2	2
182	все эти	4	2
183	бы не	3	2
184	и тот	1	2
185	та же	1	2
186	себя и	2	2
187	они в	1	2
188	не как	6	2
189	подобно тому	2	2
190	человека в	5	2
191	подход к	2	2
192	а по	1	2
193	зрения на	5	2
194	его в	3	2
195	его личности	2	2
196	это не	3	2
197	истории и	1	2
198	авторской позиции	5	2
199	в самую	2	2
200	несмотря на	1	2
201	рассказ в	1	2
202	или менее	1	2
203	с точки	9	2
204	процесса и	1	2
205	героя из	1	2
206	жанры как	1	2
207	зрения и	1	2
208	даже в	6	2
209	а иногда	1	2
210	она не	5	2
211	себе самом	3	2
212	не имеет	3	2
213	ничего не	3	2
214	как раз	6	2
215	что на	1	2
216	личности в	3	2
217	то они	2	2
218	то она	1	2
219	в пределах	4	2
220	приводит к	1	2
221	и про	2	2
222	и когда	1	2
223	что у	4	2
224	можно было	2	2
225	или в	2	2
226	всей вероятности	1	2
227	с человеком	1	2
228	его жизни	2	2
229	времени в	1	2
230	во всей	1	2
231	и только	1	2
232	в литературе	6	2
233	и одновременно	2	2
234	он уже	2	2
235	и ее	7	2
236	есть в	8	2
237	каждый из	1	2
238	героя с	2	2
239	по выражению	2	2
240	одно из	1	2
241	для него	9	2
242	сами по	1	2
243	не понимал	1	2
244	смерти и	1	2
245	после смерти	1	2
246	по всей	1	2
247	и др	4	2
248	нового времени	3	2
249	не было	2	2
250	не на	4	2
251	зависит от	1	2
252	его как	1	2
253	точек зрения	3	2
254	наконец в	1	2
255	о чем	1	2
256	не всегда	1	2
257	главного героя	1	2
258	к другой	1	2
259	в область	1	2
260	наряду с	1	2
261	тому как	2	2
262	с точкой	2	2
263	по существу	1	2
264	что мы	1	2
265	и для	2	2
266	для автора	4	2
267	у нее	1	2
268	она может	1	2
269	в результате	3	2
270	мира и	1	2
271	которая в	1	2
272	и все	1	2
273	тем более	1	2
274	прошлого и	1	2
275	все то	2	2
276	не от	1	2
277	к самому	1	2
278	это все	1	2
279	между ними	4	2
280	одного сознания	6	2
281	они все	1	2
282	совершенно не	1	2
283	в иной	1	2
284	жизни а	1	2
285	этого слова	2	2
286	себе не	1	2
287	в какой	1	2
288	так же	5	2
289	в таком	3	2
290	этой точки	2	2
291	они не	2	2
292	неотделима от	1	1
293	к их	1	1
294	и через	2	1
295	переходит к	1	1
296	того же	1	1
297	в разные	1	1
298	на самом	1	1
299	он может	2	1
300	показаться что	1	1
301	он почувствовал	1	1
302	и есть	1	1
303	характерное для	1	1
304	отношения между	1	1
305	на две	1	1
306	подхода к	1	1
307	др в	1	1
308	с таким	1	1
309	в году	1	1
310	и могут	2	1
311	из персонажей	1	1
312	простой способ	1	1
313	есть не	1	1
314	смерти как	1	1
315	жанровой традиции	1	1
316	мир не	1	1
317	героя но	1	1
318	только благодаря	1	1
319	он как	3	1
320	определяя его	1	1
321	есть нечто	1	1
322	совпадает с	1	1
323	и над	1	1
324	о возможности	1	1
325	х годов	2	1
326	мы и	3	1
327	и со	2	1
328	в целом	5	1
329	не знают	2	1
330	как не	5	1
331	меньшей степени	2	1
332	двух или	1	1
333	кто иной	1	1
334	нему в	1	1
335	которых может	1	1
336	в чем	2	1
337	во всех	4	1
338	не смерти	1	1
339	и главное	1	1
340	самому герою	1	1
341	и три	1	1
342	видит в	1	1
343	мы будем	1	1
344	мира именно	1	1
345	не входит	2	1
346	перед глазами	1	1
347	свою жизнь	2	1
348	его завершения	1	1
349	человеческих отношений	2	1
350	иногда и	1	1
351	зрения это	1	1
352	глава четвертая	1	1
353	в едином	2	1
354	друг от	2	1
355	в настоящем	1	1
356	диалога и	2	1
357	мере в	1	1
358	в художественном	3	1
359	о жизни	1	1
360	такого подхода	1	1
361	и наконец	1	1
362	напомним что	1	1
363	и к	2	1
364	от этого	1	1
365	поэтому и	3	1
366	в самом	13	1
367	идет не	3	1
368	ни один	3	1
369	сказать о	1	1
370	формы в	2	1
371	европейского романа	3	1
372	не оставляет	3	1
373	тоже не	2	1
374	будто и	1	1
375	сливаются в	1	1
376	из его	1	1
377	но на	2	1
378	так сказать	7	1
379	какую бы	2	1
380	общения с	1	1
381	на его	5	1
382	форма восприятия	1	1
383	мире по	1	1
384	он ни	1	1
385	и одна	1	1
386	человек не	1	1
387	одному из	1	1
388	мир как	2	1
389	на земле	1	1
390	свое время	2	1
391	в плане	1	1
392	этого жанра	3	1
393	что ни	1	1
394	и по	2	1
395	на этом	1	1
396	или иных	1	1
397	от других	1	1
398	таким образом	11	1
399	здесь мы	1	1
400	его характера	1	1
401	героя или	1	1
402	в другом	1	1
403	об этом	3	1
404	мы уже	3	1
405	входит в	9	1
406	с другими	7	1
407	этом смысле	5	1
