N	2gram	Bakhtin_Fr_4	DiskursI
1	в качестве	3	34
2	не только	10	28
3	в том	7	23
4	то есть	21	20
5	том что	3	19
6	может быть	2	17
7	как и	12	16
8	и в	29	16
9	в этом	11	15
10	еще не	4	14
11	но и	9	14
12	при этом	3	13
13	и т.п	12	12
14	по своей	3	11
15	но не	2	11
16	прежде всего	8	11
17	и не	16	11
18	как в	2	10
19	далеко не	5	10
20	с другой	4	10
21	в нем	5	9
22	не может	2	9
23	с одной	2	9
24	одной стороны	2	9
25	в частности	3	9
26	но в	12	8
27	своего рода	6	8
28	о том	2	8
29	так и	11	8
30	а также	2	8
31	в себе	3	7
32	то же	10	7
33	в основе	2	7
34	роль в	3	7
35	со стороны	2	7
36	в его	8	7
37	только в	2	7
38	в своем	3	6
39	и как	3	6
40	и на	11	5
41	отличие от	1	5
42	природе своей	1	5
43	тому же	1	5
44	в силу	1	5
45	в котором	2	5
46	в их	2	5
47	в отличие	1	5
48	по стилю	1	5
49	в себя	2	5
50	по природе	1	5
51	в эпоху	15	5
52	можно сказать	1	5
53	а с	1	5
54	в данном	1	5
55	как бы	8	5
56	к тому	2	5
57	то что	4	5
58	в своей	5	5
59	и о	5	4
60	с его	4	4
61	отношение к	1	4
62	и к	2	4
63	уже не	2	4
64	в целом	1	4
65	на его	2	4
66	не как	1	4
67	в них	7	4
68	потому что	1	4
69	же время	8	4
70	одной из	2	4
71	что он	4	4
72	для него	1	4
73	в особенности	2	4
74	связи с	2	4
75	что в	1	4
76	также и	4	3
77	того же	5	3
78	и потому	1	3
79	в каждой	1	3
80	в одной	2	3
81	с этим	1	3
82	перед нами	4	3
83	в самом	1	3
84	зрения на	1	3
85	это не	5	3
86	и того	1	3
87	точки зрения	4	3
88	в своих	2	3
89	в то	10	3
90	принадлежат к	2	3
91	он мог	1	3
92	таким образом	20	3
93	они и	1	3
94	в строгом	1	3
95	свою очередь	1	3
96	в ее	3	3
97	времени и	2	3
98	еще в	1	3
99	и даже	3	3
100	что и	1	3
101	существенную роль	2	3
102	из них	6	3
103	тем что	4	3
104	именно в	2	3
105	мира в	1	3
106	по своему	4	3
107	тому как	3	3
108	того что	3	3
109	один из	4	3
110	все же	3	3
111	в свою	1	3
112	сказать что	5	3
113	другой стороны	3	3
114	в действительности	1	3
115	отношения к	1	2
116	и есть	4	2
117	в году	3	2
118	в сущности	6	2
119	ему в	1	2
120	в виду	2	2
121	влияния на	1	2
122	в различных	2	2
123	но как	3	2
124	в новом	2	2
125	за пределы	1	2
126	себя в	2	2
127	стороны и	1	2
128	как к	3	2
129	с некоторыми	1	2
130	хотя и	2	2
131	целый ряд	1	2
132	более или	3	2
133	в противоположность	1	2
134	не приходится	1	2
135	в тех	1	2
136	в этой	13	2
137	так сказать	2	2
138	ей в	1	2
139	этого жанра	1	2
140	подобно тому	3	2
141	и по	5	2
142	на этом	2	2
143	так например	1	2
144	об этом	1	2
145	соответствии с	2	2
146	одного и	1	2
147	или менее	3	2
148	наших дней	2	2
149	и без	1	2
150	мысли и	1	2
151	по мере	1	2
152	но они	4	2
153	дело не	1	2
154	и его	8	2
155	же самое	1	2
156	числе и	2	2
157	и он	1	2
158	как мы	10	2
159	с ее	3	2
160	данном случае	1	2
161	на том	1	2
162	было в	2	2
163	и вообще	1	2
164	и что	1	2
165	это было	1	2
166	на протяжении	1	2
167	и во	1	2
168	в форме	1	2
169	них в	1	2
170	в литературе	4	2
171	и одновременно	4	2
172	дело с	1	2
173	в литературу	1	2
174	и ее	1	2
175	есть в	2	2
176	уже в	2	2
177	или даже	1	2
178	как их	1	2
179	в одном	1	2
180	как его	1	2
181	никогда не	2	2
182	здесь в	6	2
183	к которому	2	2
184	чем он	1	2
185	и др	4	2
186	в соответствии	1	2
187	о чем	2	2
188	принадлежности к	1	2
189	к его	1	2
190	своего времени	3	2
191	жизни в	2	2
192	известной степени	1	2
193	или в	2	2
194	о котором	1	2
195	и все	13	2
196	не более	1	2
197	будто бы	1	2
198	одновременно и	3	2
199	это в	2	2
200	они не	2	2
201	к этому	2	2
202	том числе	3	2
203	как известно	2	1
204	нем нет	1	1
205	обычно в	1	1
206	и то	2	1
207	самом деле	1	1
208	на самом	4	1
209	это и	5	1
210	и должны	1	1
211	не хочет	1	1
212	и до	5	1
213	смерть в	1	1
214	из его	1	1
215	видеть в	1	1
216	и за	3	1
217	той же	3	1
218	правильного понимания	2	1
219	говорить о	1	1
220	но она	2	1
221	принадлежит к	1	1
222	в полной	1	1
223	которое не	2	1
224	они были	3	1
225	стихотворение в	1	1
226	на них	2	1
227	он сам	1	1
228	жизнью но	1	1
229	момент перехода	1	1
230	в каноническом	1	1
231	этот тон	1	1
232	конечном счете	1	1
233	тут же	1	1
234	нет и	1	1
235	что они	2	1
236	отчасти и	1	1
237	существенно связаны	1	1
238	приходит на	1	1
239	вследствие чего	2	1
240	контексте и	1	1
241	независимо от	1	1
242	его на	1	1
243	из вас	1	1
244	с их	1	1
245	там же	3	1
246	и различные	1	1
247	этом же	1	1
248	и реального	1	1
249	непосредственно из	1	1
250	в которой	4	1
251	бы и	1	1
252	что это	5	1
253	образом и	3	1
254	он в	1	1
255	в нашем	4	1
256	это разделение	1	1
257	право на	1	1
258	по преимуществу	3	1
259	рассказ о	1	1
260	всего к	1	1
261	но его	1	1
262	на то	1	1
263	традиции собственно	1	1
264	человек не	1	1
265	этот процесс	6	1
266	что она	1	1
267	время и	2	1
268	он не	3	1
269	всех этих	3	1
270	к одному	1	1
271	новое и	2	1
272	i в	1	1
273	на земле	1	1
274	литературе в	1	1
275	как от	1	1
276	или иных	1	1
277	одно и	1	1
278	но все	1	1
279	которые уже	1	1
280	не будет	1	1
281	этом он	2	1
282	значение в	1	1
283	в мире	1	1
284	этих форм	2	1
285	для своей	2	1
286	при помощи	1	1
287	и других	3	1
288	то все	1	1
289	в жизни	2	1
290	в бытовом	1	1
291	же образом	1	1
292	общеизвестный пример	1	1
293	их как	2	1
294	с этой	1	1
295	в слове	2	1
296	со своими	2	1
297	мы видели	7	1
298	мы не	1	1
299	слова и	1	1
300	автора и	1	1
301	не мог	2	1
302	различные формы	1	1
303	исследователи в	1	1
304	в этих	2	1
305	во время	10	1
306	бы на	2	1
307	и при	2	1
308	или точнее	1	1
309	что такое	1	1
310	свою речь	3	1
311	а как	2	1
312	с точки	2	1
313	не столько	2	1
314	в первый	1	1
315	на такие	1	1
316	вплоть до	1	1
317	поэтому в	2	1
318	мир и	2	1
319	которые в	1	1
