N	4gram	Vygotskiy__1	DiskursI
1	в то же время	1	3
2	в том что в	1	2
3	с одной стороны и	1	2
4	в том числе и	1	2
5	в одно и то	1	1
6	одно и то же	2	1
7	или во всяком случае	1	1
8	в том что он	1	1
9	как и все прочие	1	1
10	заключается в том что	4	1
11	но и потому что	1	1
12	если можно так выразиться	1	1
13	состоит в том чтобы	1	1
14	дело в том что	1	1
15	и в то же	1	1
16	и то же время	1	1
17	той ситуации в которой	1	1
18	лишь в тех случаях	1	1
19	может быть сведено к	2	1
20	одной стороны и к	1	1
21	в тех случаях когда	1	1
