N	3gram	Tiupa_Hudo_2	Myshleni
1	с точки зрения	2	18
2	для того чтобы	3	15
3	в том что	11	15
4	с другой стороны	1	9
5	с одной стороны	3	8
6	с самого начала	1	8
7	по отношению к	7	7
8	заключается в том	1	6
9	о том что	7	6
10	так же как	2	5
11	не может быть	3	5
12	в то время	1	5
13	же как и	1	4
14	до сих пор	2	4
15	то время как	1	4
16	в этом отношении	1	4
17	можно сказать что	1	4
18	то же самое	2	3
19	можно было бы	2	3
20	к тому что	4	3
21	друг от друга	1	3
22	том что в	3	2
23	не в состоянии	1	2
24	при переходе от	1	2
25	в приложении к	1	2
26	то же время	4	2
27	в данном случае	2	2
28	в значительной степени	1	2
29	а с другой	1	2
30	приводит к тому	1	2
31	все более и	1	2
32	я не могу	1	2
33	в одном из	1	2
34	более и более	1	2
35	в самом деле	3	2
36	в то же	4	2
37	того факта что	1	2
38	а для того	1	1
39	в общении в	1	1
40	если можно так	2	1
41	дело в том	1	1
42	в ответ на	1	1
43	как раз и	1	1
44	и в то	2	1
45	что он не	1	1
46	этом отношении она	1	1
47	же самое время	1	1
48	что не только	1	1
49	по нашему убеждению	1	1
50	то и в	1	1
51	том числе и	1	1
52	можно так выразиться	2	1
53	точно так же	1	1
54	с самим собой	1	1
55	только для того	1	1
56	и то что	1	1
57	тут не в	1	1
58	в этой связи	2	1
59	едва ли не	1	1
60	нечто такое что	1	1
61	содержит в себе	1	1
62	не только в	2	1
63	однако и здесь	1	1
64	мышления и поведения	1	1
65	состоит в том	2	1
66	и в этом	2	1
67	между тем в	1	1
68	и при этом	1	1
69	как и сама	1	1
70	но и его	1	1
71	на этом пути	1	1
72	то что я	1	1
73	но тем не	2	1
74	в соответствии с	3	1
75	не только не	2	1
76	в конечном счете	3	1
77	и не то	1	1
78	но все же	1	1
79	за ней и	1	1
80	в том числе	1	1
81	происходит и с	1	1
82	тому что он	2	1
83	и т д	2	1
84	тем не менее	3	1
85	как и в	3	1
86	в жизни и	1	1
87	той или иной	1	1
88	и в ходе	1	1
