N	3gram	Medvedev_F_1	Myshleni
1	в том что	1	17
2	вместе с тем	1	10
3	заключается в том	1	7
4	в отличие от	1	6
5	так же как	1	6
6	в высшей степени	1	6
7	с самого начала	1	6
8	в зависимости от	2	5
9	с одной стороны	4	5
10	в связи с	2	5
11	тем не менее	1	5
12	что и в	1	5
13	же как и	1	4
14	смысле этого слова	3	4
15	во всяком случае	4	4
16	это значит что	1	4
17	состоит в том	1	3
18	что перед нами	1	3
19	сами по себе	2	3
20	в этом отношении	1	3
21	по сравнению с	1	3
22	в последнее время	1	3
23	с другой стороны	1	3
24	та или иная	1	3
25	в его основе	1	3
26	как мы видели	2	3
27	этой точки зрения	1	2
28	по отношению к	4	2
29	в этом смысле	1	2
30	и в этом	2	2
31	как мы увидим	2	2
32	все же в	1	2
33	не приводит к	1	2
34	на основе такого	1	2
35	не может быть	5	2
36	того или иного	2	2
37	с этой точки	1	2
38	так и в	4	2
39	в свою очередь	6	2
40	зависимости от этого	1	2
41	и все остальные	1	2
42	с помощью этого	1	2
43	по своей природе	1	1
44	и не имеющие	1	1
45	более или менее	6	1
46	прямой зависимости от	1	1
47	так или иначе	1	1
48	какого бы то	1	1
49	в том числе	1	1
50	с точки зрения	13	1
51	что как бы	1	1
52	связь может быть	1	1
53	на один из	1	1
54	до сих пор	6	1
55	как и все	2	1
56	тот или иной	1	1
57	хотя бы и	1	1
58	со всеми другими	1	1
59	бы то ни	3	1
60	с ее помощью	2	1
61	между тем как	1	1
62	как это свойственно	1	1
63	по аналогии с	3	1
64	точки зрения ее	1	1
65	том числе и	1	1
66	к тому чтобы	1	1
67	в гораздо большей	1	1
68	что оно не	1	1
69	до последнего времени	1	1
70	увидим дальше что	1	1
71	быть отнесено к	1	1
72	в предыдущей части	1	1
73	как в его	1	1
74	как если бы	2	1
75	отнюдь не является	1	1
76	с тем это	1	1
77	значит что каждый	1	1
78	и в связи	1	1
79	мы увидим дальше	1	1
80	в применении к	2	1
81	в процессе развития	1	1
82	создается впечатление что	1	1
83	в самом начале	1	1
84	в данном случае	1	1
85	в том чтобы	2	1
86	мы наблюдаем в	1	1
87	то ни было	1	1
88	должно быть отнесено	1	1
89	не сводится к	2	1
90	все более и	2	1
91	возникновения и развития	1	1
92	в связи со	2	1
93	часто встречается в	1	1
94	в том отношении	1	1
95	значение не в	1	1
96	целом все это	1	1
97	и в том	1	1
98	входит в него	1	1
99	и как бы	1	1
100	в целом все	1	1
101	раз и навсегда	1	1
102	мы не можем	2	1
103	как и всякая	2	1
104	но не для	1	1
105	эта связь может	1	1
106	сменяют друг друга	2	1
107	связи с этим	2	1
108	ничего общего с	1	1
109	более и более	2	1
110	выходит за пределы	1	1
111	не выходит за	1	1
112	таким образом средства	1	1
113	друг от друга	2	1
114	таким образом не	1	1
115	но все эти	1	1
116	к тому что	1	1
117	только в процессе	1	1
118	сама по себе	2	1
119	если бы оно	2	1
120	в каком-либо определенном	1	1
121	помощью этого метода	1	1
122	в последнем счете	1	1
123	со всеми своими	1	1
124	вслед за этим	1	1
125	мы увидим что	1	1
126	вне связи с	1	1
127	что он в	1	1
