N	2gram	Berdyaev_V_1	FransuaR
1	и в	16	65
2	то есть	1	45
3	как бы	5	22
4	и не	20	22
5	вовсе не	1	18
6	в том	3	16
7	в этом	4	15
8	но в	3	14
9	в нем	4	13
10	нового времени	1	13
11	и на	1	11
12	прежде всего	2	11
13	все эти	3	10
14	не только	2	10
15	так и	4	10
16	но и	5	10
17	и потому	7	10
18	во всех	3	9
19	в его	4	9
20	все это	5	9
21	в своем	1	8
22	в духе	2	8
23	и другие	1	8
24	только в	2	7
25	жизни и	3	7
26	в ней	4	6
27	еще не	8	6
28	все же	1	6
29	том что	2	6
30	никогда не	3	6
31	как мы	1	6
32	так как	9	6
33	может быть	1	6
34	с его	3	5
35	как в	1	5
36	в них	3	5
37	как и	4	5
38	земли и	2	5
39	в своей	3	5
40	потому что	4	5
41	между тем	2	5
42	для него	2	5
43	в одном	1	5
44	еще и	1	5
45	превращается в	3	5
46	связь с	1	5
47	и все	4	5
48	в своих	1	5
49	жизни в	1	5
50	и до	1	4
51	в самом	1	4
52	в этой	1	4
53	в их	1	4
54	не понимает	1	4
55	не в	3	4
56	в жизни	3	4
57	отношение к	1	4
58	мира и	1	4
59	это как	1	4
60	для нас	2	4
61	это в	1	4
62	мы и	2	3
63	мы будем	1	3
64	менее всего	1	3
65	не просто	1	3
66	в себя	2	3
67	уже не	2	3
68	но все	1	3
69	то что	9	3
70	перестает быть	1	3
71	и с	1	3
72	это не	2	3
73	весь мир	1	3
74	в ее	1	3
75	мир и	2	3
76	но это	3	3
77	на котором	1	3
78	самой жизни	1	3
79	ничего не	1	3
80	не могут	2	3
81	всегда в	1	3
82	в виду	1	3
83	и вообще	1	3
84	с ним	2	3
85	с другой	1	3
86	и во	2	3
87	к нему	1	3
88	в форме	2	3
89	что он	4	3
90	но как	1	3
91	не были	1	3
92	и эта	1	3
93	мира в	2	3
94	нет ничего	3	3
95	в состоянии	1	3
96	что в	3	3
97	в искусстве	1	3
98	это очень	1	2
99	его связь	1	2
100	не была	1	2
101	который был	1	2
102	бы ни	1	2
103	он был	1	2
104	в чем	3	2
105	но не	2	2
106	нет и	2	2
107	мы дадим	1	2
108	его к	2	2
109	они в	3	2
110	не к	2	2
111	и вот	1	2
112	он так	1	2
113	и по	1	2
114	конечно в	1	2
115	а его	1	2
116	истории и	2	2
117	были в	1	2
118	жизни но	1	2
119	в этих	3	2
120	их в	3	2
121	этот мир	1	2
122	и очень	1	2
123	раз и	1	2
124	на него	1	2
125	в процессе	1	2
126	во всем	1	2
127	в мир	1	2
128	и именно	1	2
129	могут быть	2	2
130	к тому	3	2
131	и это	2	2
132	роль в	1	2
133	и начало	1	2
134	но с	1	2
135	мы видим	1	2
136	или даже	1	2
137	не для	1	2
138	что не	4	2
139	мир от	2	2
140	и так	1	2
141	его на	1	2
142	в изображении	1	2
143	к жизни	1	2
144	да и	2	2
145	того что	5	2
146	что мы	4	2
147	в целом	1	2
148	и для	3	2
149	было еще	2	2
150	и от	1	2
151	которого они	1	2
152	хотя и	5	2
153	от него	2	2
154	в противоположность	1	2
155	а между	2	1
156	от этой	1	1
157	к людям	6	1
158	речь идет	1	1
159	человека и	6	1
160	не имел	2	1
161	старых форм	1	1
162	от своей	2	1
163	нем нет	2	1
164	по которым	2	1
165	то же	1	1
166	их и	1	1
167	от всякой	1	1
168	мы не	2	1
169	и новые	2	1
170	с радостью	1	1
171	говорить о	4	1
172	главах мы	1	1
173	целое и	1	1
174	конечно это	1	1
175	страшный и	2	1
176	от них	1	1
177	с которыми	1	1
178	и чем	1	1
179	мы им	1	1
180	полного и	2	1
181	далее и	1	1
182	говорит что	1	1
183	от новых	1	1
184	и свою	1	1
185	от этого	3	1
186	быть открыта	1	1
187	в которой	1	1
188	в другие	1	1
189	в известном	1	1
190	наш мир	1	1
191	жизнь как	1	1
192	и вечной	3	1
193	он всегда	1	1
194	и если	1	1
195	но прежде	1	1
196	стало возможным	2	1
197	о которой	1	1
198	для того	1	1
199	и сам	2	1
200	нашего времени	1	1
201	не могли	2	1
202	и вечно	2	1
203	на этом	1	1
204	людей и	2	1
205	лишь в	3	1
206	мира сего	4	1
207	лишь на	1	1
208	к миру	1	1
209	как возможна	1	1
210	стариков и	1	1
211	веков мы	2	1
212	и уже	1	1
213	места в	1	1
214	еще недостаточно	1	1
215	наших дней	1	1
216	в которых	1	1
217	жизни с	1	1
218	для всякого	1	1
219	которой они	2	1
220	как это	1	1
221	что было	2	1
222	есть еще	1	1
223	свобода и	1	1
224	освободиться от	1	1
225	ни для	1	1
226	можно ли	1	1
227	она не	1	1
228	с уважением	1	1
229	в разных	1	1
230	природы в	1	1
231	видим что	1	1
232	другой стороны	1	1
233	реакция на	1	1
234	им и	1	1
235	до того	2	1
236	звучит в	1	1
237	что на	1	1
238	их от	3	1
239	у нас	1	1
240	в образах	1	1
241	человека в	1	1
242	и всех	1	1
243	понимает и	2	1
244	они и	2	1
245	оно не	3	1
246	им в	1	1
247	значения и	2	1
248	того чтобы	2	1
249	что все	4	1
250	людей в	3	1
251	и говорит	1	1
252	полноту своего	1	1
253	среди людей	1	1
254	людей он	3	1
255	можно было	2	1
256	с универсальным	1	1
257	это только	1	1
258	мы в	1	1
259	нас и	3	1
260	находится в	1	1
261	вот почему	2	1
262	людей как	1	1
263	и единый	1	1
264	в которую	1	1
265	но нет	1	1
266	бы в	1	1
267	и распадения	1	1
268	лишь к	1	1
269	сложное и	1	1
270	мы хотим	4	1
271	так говорит	1	1
272	и могли	1	1
273	и мир	1	1
274	и полное	1	1
275	известном смысле	1	1
276	один из	2	1
277	своей сущности	1	1
278	с ними	1	1
279	ли он	1	1
280	в вопросе	3	1
281	образа в	1	1
282	и ее	1	1
283	не было	3	1
284	жизни там	1	1
285	же и	1	1
286	уже в	1	1
287	и они	3	1
288	то и	1	1
289	по законам	1	1
290	на этих	2	1
291	но от	1	1
292	его и	2	1
293	за ним	3	1
294	превращаются в	2	1
295	на части	1	1
296	в конце	3	1
297	что и	3	1
298	к ним	1	1
299	если оно	1	1
300	в xx	1	1
301	у него	1	1
302	людей не	2	1
303	тем что	2	1
304	ее на	1	1
305	ней и	1	1
306	человеческой души	1	1
307	она и	1	1
308	которые не	2	1
309	на людей	1	1
310	себя и	1	1
311	говорит о	1	1
312	и люди	2	1
313	к человеку	1	1
314	был в	1	1
315	а не	7	1
316	и своим	1	1
317	жизнь в	1	1
318	было для	1	1
319	о чем	1	1
320	человеческой жизни	1	1
321	одна из	2	1
322	это самое	1	1
323	него не	1	1
324	воплощение в	1	1
325	эта идея	1	1
326	вопросе о	2	1
327	а потому	1	1
328	конечно не	2	1
329	он говорит	1	1
330	свободные от	1	1
331	xx веке	1	1
332	образ и	1	1
333	в тот	1	1
334	человек с	1	1
335	есть и	1	1
336	и смерти	1	1
337	еще к	1	1
338	бытия в	1	1
339	о мире	1	1
340	уже на	2	1
341	ее но	1	1
342	в результате	1	1
343	гораздо шире	1	1
344	и мощное	1	1
345	хотя бы	3	1
346	всех формах	1	1
347	более глубокое	1	1
348	духе его	1	1
349	к этому	1	1
350	во всяком	2	1
351	все что	4	1
352	они не	1	1
