N	2gram	Bakhtin_Fr_1	Myslijsy
1	то есть	45	34
2	потому что	5	33
3	то что	3	29
4	может быть	6	26
5	в этом	15	23
6	в том	16	23
7	и в	65	23
8	и не	22	18
9	что в	3	17
10	в языке	1	16
11	при этом	6	15
12	только в	7	15
13	то же	1	14
14	в себе	3	14
15	как и	5	14
16	того что	2	14
17	так как	6	14
18	для нас	4	14
19	не было	1	12
20	а не	1	12
21	том что	6	12
22	не в	4	11
23	по себе	1	11
24	но и	10	11
25	не может	3	11
26	что слово	1	10
27	по отношению	1	10
28	не только	10	10
29	тем что	1	10
30	что мы	2	10
31	и потому	10	10
32	между тем	5	9
33	мы не	1	8
34	в своем	8	8
35	но в	14	8
36	было бы	1	8
37	о том	2	8
38	сказать что	6	8
39	отношению к	1	8
40	как в	5	7
41	с этим	1	7
42	на то	1	7
43	в нем	13	7
44	что такое	1	7
45	мысли и	4	7
46	это не	3	7
47	что и	1	7
48	вовсе не	18	7
49	понятия о	1	7
50	могут быть	2	7
51	и к	4	6
52	в которой	1	6
53	так и	10	6
54	что не	2	6
55	для того	1	6
56	в ряду	3	6
57	тем и	1	6
58	говорить о	1	5
59	хотя и	2	5
60	как бы	22	5
61	так сказать	4	5
62	не менее	1	5
63	с ним	3	5
64	образом в	2	5
65	есть только	2	5
66	находится в	1	5
67	к нему	3	5
68	есть в	5	5
69	уже в	1	5
70	в его	9	5
71	для него	5	5
72	не из	1	5
73	слова и	1	5
74	все это	9	5
75	во всяком	1	5
76	а между	1	4
77	что как	1	4
78	что все	1	4
79	и с	3	4
80	его в	7	4
81	мы имеем	1	4
82	точки зрения	7	4
83	когда человек	1	4
84	сих пор	4	4
85	и более	1	4
86	в то	1	4
87	на котором	3	4
88	того чтобы	1	4
89	со своим	1	4
90	и может	1	4
91	и та	1	4
92	можно сказать	2	4
93	что он	3	4
94	хотя бы	1	4
95	то и	1	4
96	в одном	5	4
97	от того	2	4
98	только на	2	4
99	до сих	4	4
100	в той	5	4
101	да и	2	4
102	новое слово	1	4
103	и все	5	4
104	между ними	4	4
105	тем самым	1	4
106	в таком	2	4
107	например в	2	3
108	человека и	1	3
109	самом деле	3	3
110	на самом	6	3
111	и до	4	3
112	мы уже	12	3
113	и значение	1	3
114	которое в	2	3
115	еще не	6	3
116	и на	11	3
117	там где	1	3
118	в самом	4	3
119	все эти	10	3
120	так в	1	3
121	лица и	1	3
122	и если	1	3
123	на его	2	3
124	нашего времени	1	3
125	и по	2	3
126	лишь в	1	3
127	но уже	1	3
128	в них	5	3
129	с точки	3	3
130	но это	3	3
131	в которых	1	3
132	их в	2	3
133	слово для	1	3
134	в науке	1	3
135	связанная с	2	3
136	никогда не	6	3
137	в разных	1	3
138	же время	1	3
139	связи с	4	3
140	до того	1	3
141	к тому	2	3
142	представления и	1	3
143	те же	1	3
144	было в	1	3
145	мы в	1	3
146	из одного	1	3
147	в виду	3	3
148	и только	1	3
149	и следовательно	1	3
150	мысли не	1	3
151	с ними	1	3
152	этот вопрос	2	3
153	и так	2	3
154	с нею	1	3
