N	3gram	Bakhtin_Pr_1	Problemy
1	с точки зрения	13	9
2	до сих пор	2	8
3	не может быть	4	8
4	в большинстве случаев	2	8
5	и не может	2	7
6	по отношению к	8	5
7	то же время	9	5
8	в то же	9	5
9	друг с другом	1	5
10	в самом деле	2	4
11	то перед нами	2	4
12	в романах достоевского	5	4
13	к себе самому	1	3
14	более или менее	1	3
15	слово о себе	2	3
16	как раз и	3	3
17	как мы сказали	1	3
18	с чужим словом	1	3
19	с самим собою	1	3
20	имеем в виду	1	3
21	с другой стороны	3	3
22	как бы в	2	3
23	в бедных людях	1	3
24	нам кажется что	1	3
25	мы имеем в	1	3
26	о себе самом	9	3
27	в самом предмете	1	2
28	и в сущности	2	2
29	видеть и изображать	1	2
30	а следовательно и	1	2
31	по себе еще	2	2
32	хотя и не	1	2
33	дело в том	1	2
34	из этих трех	1	2
35	большей или меньшей	1	2
36	как нам кажется	1	2
37	в этом смысле	10	2
38	и в других	1	2
39	сами по себе	3	2
40	можно было бы	2	2
41	на этот вопрос	1	2
42	чужое слово как	1	2
43	в том что	6	2
44	в произведениях достоевского	3	2
45	как если бы	1	2
46	в большей или	1	2
47	или меньшей степени	1	2
48	ни в одном	1	2
49	но в то	5	2
50	в одной плоскости	5	2
51	о том что	1	2
52	как чужое слово	1	2
53	можно сказать что	1	2
54	в одном из	1	2
55	друг друга но	1	2
56	как мы уже	1	2
57	конечно не в	1	2
58	в отношении к	1	2
59	сама по себе	1	2
60	точек зрения и	1	2
61	себе еще не	2	2
62	бы ни были	1	1
63	его художественного мира	1	1
64	чужим словом но	1	1
65	должно ощущаться как	1	1
66	бытия и не	1	1
67	по замыслу достоевского	1	1
68	нами в пределах	1	1
69	смысловой позиции как	1	1
70	а вовсе не	1	1
71	себе самом с	1	1
72	и наконец в	1	1
73	как и герой	1	1
74	отношению к себе	1	1
75	в себе его	1	1
76	и так сказать	1	1
77	и даже не	1	1
78	как точка зрения	1	1
79	и внутренне не	1	1
80	свои мысли в	1	1
81	приводит его к	1	1
82	том что он	4	1
83	в этом случае	1	1
84	друг против друга	2	1
85	же как и	1	1
86	лежит в одной	1	1
87	достоевского как мы	1	1
88	они вовсе не	1	1
89	и в то	2	1
90	первых произведениях достоевского	1	1
91	хотя бы и	2	1
92	в столкновение с	1	1
93	художественном мире достоевского	2	1
94	в той же	2	1
95	одним из героев	1	1
96	ставит нас перед	1	1
97	между тем как	4	1
98	остается в пределах	1	1
99	в себе и	1	1
100	прислушивается к каждому	1	1
101	резко отличается от	1	1
102	его видения и	2	1
103	может быть или	1	1
104	почти никогда не	1	1
105	он остается в	1	1
106	приходит в столкновение	1	1
107	в сущности на	1	1
108	может быть и	1	1
109	в этой форме	2	1
110	глубокое и полное	1	1
111	словом но в	1	1
112	мы увидим дальше	1	1
113	не совпадает с	1	1
114	слова так как	1	1
115	его личности и	1	1
116	никогда не довлеет	1	1
117	лишает их всякой	1	1
118	так же как	1	1
119	в данном случае	2	1
120	героя а не	1	1
121	поэтому слово о	1	1
122	целое в этом	1	1
123	приводит к распадению	1	1
124	в конце концов	5	1
125	совпадает с самим	1	1
126	в первых произведениях	1	1
127	как один из	1	1
128	не входит в	3	1
129	по сравнению с	1	1
130	ее художественного видения	1	1
131	для него в	1	1
132	перед нами в	1	1
133	и в нем	1	1
134	же время оно	1	1
135	человека по отношению	1	1
136	все же не	2	1
137	к своему предмету	1	1
138	потому что она	3	1
139	а не как	4	1
140	не только к	1	1
141	в мире достоевского	4	1
142	герой из подполья	1	1
143	во всяком случае	3	1
144	но только в	1	1
145	которая позволила бы	1	1
146	до настоящего времени	1	1
147	в полифоническом романе	2	1
148	таким образом и	1	1
149	себе самом и	4	1
150	о нем в	1	1
151	большинстве случаев в	1	1
152	не в одном	1	1
153	слова он сам	1	1
154	достоевского так же	1	1
155	одной плоскости с	3	1
156	достоевского можно было	1	1
157	в каждом атоме	1	1
158	у него в	1	1
159	в этом произведении	1	1
160	так и в	1	1
161	под его влиянием	1	1
162	художественного видения и	3	1
163	в его мире	2	1
164	приговоренного к смертной	1	1
165	вовсе не как	1	1
166	она и не	1	1
167	которые сами по	1	1
168	но и на	1	1
169	он есть а	1	1
170	именно в самой	1	1
171	другой стороны и	1	1
172	с самого начала	1	1
173	что в нем	1	1
174	проявляется и в	1	1
175	как бы дана	1	1
176	что может быть	2	1
177	стиль и тон	1	1
178	слово как слово	1	1
179	рассказа от автора	1	1
180	самосознания и самовысказывания	1	1
181	не только в	2	1
182	выходит за пределы	1	1
183	но все же	2	1
184	отчетливого теоретического осознания	1	1
185	не есть конечно	1	1
186	строится так чтобы	1	1
187	к смертной казни	1	1
188	точка зрения как	1	1
189	может быть лишь	1	1
190	равен себе самому	1	1
191	как и всякое	1	1
192	в одном голосе	1	1
193	в художественном мире	2	1
194	к тому что	1	1
195	в его романе	1	1
196	типа а не	1	1
197	в себя как	1	1
198	своего социального круга	1	1
199	не сливается с	2	1
200	друг за другом	1	1
201	и всякое иное	1	1
202	творчества достоевского все	1	1
203	творчестве достоевского но	1	1
204	в высшей степени	1	1
205	и о мире	1	1
206	слова о нем	1	1
207	чужому слову о	1	1
208	увидеть и показать	1	1
209	же время их	1	1
