N	2gram	Trubetskoy_1	Dialekti
1	не есть	2	40
2	и не	8	30
3	и в	23	18
4	точки зрения	13	17
5	ничего не	1	17
6	может быть	16	17
7	в нем	3	16
8	не имеет	1	15
9	так что	5	15
10	потому что	9	14
11	а не	1	14
12	не только	7	13
13	и даже	1	13
14	то что	18	13
15	что в	8	13
16	в этом	12	12
17	было бы	3	12
18	с точки	8	12
19	если бы	8	12
20	и что	8	12
21	не может	17	12
22	что это	5	11
23	в себе	5	11
24	что он	7	11
25	так как	7	11
26	как бы	10	11
27	все это	11	11
28	то же	4	10
29	наука не	1	10
30	несмотря на	6	10
31	что такое	1	10
32	прежде всего	3	10
33	сказать что	1	10
34	и то	4	9
35	отнюдь не	2	9
36	так и	10	9
37	это не	3	9
38	том что	19	9
39	никогда не	4	9
40	это есть	4	9
41	в том	30	9
42	ясно что	8	8
43	к нему	2	8
44	совершенно не	3	8
45	также и	2	7
46	и как	1	7
47	то в	2	7
48	что она	1	7
49	мы находим	1	7
50	вовсе не	2	7
51	но и	9	7
52	хотя бы	4	6
53	не то	3	6
54	но в	4	6
55	с другой	6	6
56	и вот	1	6
57	не в	8	6
58	она не	2	6
59	в то	6	6
60	с ним	6	6
61	никак не	1	6
62	не было	2	6
63	да и	1	6
64	говорить о	2	5
65	я не	2	5
66	отношение к	4	5
67	общего с	2	5
68	в своем	10	5
69	все же	13	5
70	на то	9	5
71	идеи и	1	5
72	и с	5	5
73	что оно	3	5
74	а потом	1	5
75	в этих	3	5
76	но если	2	5
77	в отношении	1	5
78	в виду	2	5
79	есть только	1	5
80	в дальнейшем	2	5
81	можно было	1	5
82	как же	1	5
83	мы должны	4	5
84	он сам	1	5
85	и пр	1	5
86	об отношении	1	5
87	или не	1	5
88	а в	3	5
89	это и	1	4
90	то это	1	4
91	то я	1	4
92	одно и	1	4
93	тут не	1	4
94	он есть	1	4
95	но лишь	1	4
96	смысл и	1	4
97	по крайней	1	4
98	и более	2	4
99	на всю	1	4
100	есть всегда	1	4
101	что эта	4	4
102	и притом	1	4
103	же время	2	4
104	к ней	1	4
105	к тому	8	4
106	ничего общего	3	4
107	как мы	2	4
108	не могу	1	4
109	только то	2	4
110	быть может	1	4
111	и вообще	3	4
112	о том	7	4
113	от него	3	4
114	крайней мере	1	4
115	быть и	5	4
116	мы видим	1	4
117	но не	2	4
118	и жизни	1	4
119	в котором	2	4
120	в конце	4	4
121	для меня	4	4
122	мы можем	6	4
123	хотя и	4	4
124	так же	8	4
125	другой стороны	5	4
126	во всяком	2	4
127	самом деле	12	3
128	от самого	1	3
