N	3gram	Bakhtin_Fr_8	Psycholo
1	в том что	6	9
2	не может быть	2	8
3	в самом деле	1	7
4	о том что	2	7
5	заключается в том	1	6
6	в то время	2	5
7	не в том	1	5
8	подобно тому как	1	5
9	с другой стороны	2	5
10	с одной стороны	2	5
11	для того чтобы	2	5
12	как и в	4	4
13	том что она	1	3
14	до сих пор	8	3
15	в отличие от	1	3
16	сказать что в	1	3
17	не только не	2	3
18	состоит в том	1	2
19	более или менее	2	2
20	в настоящее время	3	2
21	в этом смысле	1	2
22	то же самое	1	2
23	мы не можем	1	2
24	с точки зрения	2	2
25	тем или иным	1	2
26	в этом отношении	1	2
27	вместе с тем	1	2
28	так и в	1	2
29	никогда не может	1	2
30	и в самом	1	2
31	мы видим что	2	2
32	на самом деле	1	2
33	он не только	1	2
34	мы видели что	3	2
35	друг к другу	1	1
36	это тот же	1	1
37	а следовательно и	1	1
38	можно себе представить	1	1
39	мы видим в	1	1
40	еще далеко не	1	1
41	свой особый характер	1	1
42	казалось бы что	1	1
43	на его существенную	1	1
44	в которой он	1	1
45	в чем же	1	1
46	в те времена	2	1
47	потому что в	1	1
48	если бы мы	1	1
49	дело в том	2	1
50	и в особенности	2	1
51	в том числе	3	1
52	одной стороны и	1	1
53	и там где	1	1
54	по сравнению с	1	1
55	точку зрения на	1	1
56	и свой особый	1	1
57	и в той	1	1
58	выходит за пределы	1	1
59	особую точку зрения	1	1
60	с тем чтобы	1	1
61	том или ином	1	1
62	во всей его	1	1
63	и могут быть	1	1
64	то что обычно	1	1
65	в значительной мере	1	1
66	но в их	1	1
67	и то что	1	1
68	совершенно правильно указывает	1	1
69	она должна была	1	1
70	эпохи в том	1	1
71	правильно указывает что	1	1
72	мы полагаем что	1	1
73	не потому что	1	1
74	в совершенно новую	1	1
75	уже в древнейшем	1	1
76	и не быть	1	1
77	в его слове	1	1
78	если же мы	1	1
79	если бы в	1	1
80	в приложении к	1	1
81	в действительности же	1	1
82	к другу и	1	1
83	в известном смысле	1	1
84	и в этом	1	1
85	потому что это	1	1
86	в том или	1	1
87	в связи с	3	1
88	один из самых	1	1
89	в мире в	1	1
90	иная чем в	1	1
91	свою особую точку	1	1
92	такое же значение	1	1
93	как бы в	1	1
94	как мы знаем	1	1
95	вместо того чтобы	1	1
96	речь идет о	1	1
97	на вопрос о	1	1
98	не могут иметь	1	1
99	только то что	1	1
100	у него в	1	1
101	что даже в	1	1
102	темных людей и	1	1
103	имел в виду	1	1
104	и вместе с	1	1
105	их от всех	1	1
106	с самого начала	1	1
107	существенную роль в	2	1
108	вопрос о том	1	1
109	включает в себя	1	1
110	можно сказать что	2	1
111	и в частности	1	1
112	вовсе не следует	1	1
113	те времена когда	1	1
114	в результате этого	1	1
115	к тому же	1	1
116	очень далеких от	2	1
117	при взгляде на	2	1
118	том числе и	2	1
