N	2gram	Potebnia_M_4	Myshleni
1	и речи	1	38
2	точки зрения	4	26
3	таким образом	24	26
4	в том	23	24
5	и в	23	23
6	том что	12	21
7	с точки	3	18
8	в этом	23	17
9	того чтобы	4	17
10	то что	29	17
11	не только	10	16
12	так же	4	16
13	того что	14	15
14	для того	6	15
15	как и	14	14
16	может быть	26	14
17	но и	11	14
18	в его	5	14
19	что в	17	14
20	детской мысли	1	13
21	в развитии	1	12
22	не может	11	12
23	об отношении	2	12
24	сказать что	8	11
25	как бы	5	11
26	в отношении	1	10
27	с другой	2	10
28	прежде всего	1	10
29	и с	4	9
30	между тем	9	9
31	в качестве	1	9
32	одной стороны	1	9
33	другой стороны	1	9
34	вместе с	6	9
35	и не	18	9
36	то же	14	8
37	заключается в	1	8
38	самого начала	2	8
39	в процессе	3	8
40	с самого	1	8
41	и на	3	8
42	с одной	1	8
43	мы не	8	7
44	вопрос о	2	7
45	по отношению	10	7
46	как уже	1	7
47	в самом	3	7
48	в этой	1	7
49	в другом	1	7
50	с тем	7	7
51	в то	4	7
52	мыслью и	1	7
53	мы могли	2	7
54	так как	14	7
55	деятельности ребенка	1	7
56	что он	4	7
57	отношению к	8	7
58	в сущности	2	6
59	все это	5	6
60	столь же	2	6
61	к слову	3	6
62	независимо от	6	6
63	с этим	7	6
64	могли бы	4	6
65	в себе	14	6
66	в силу	7	6
67	лишь в	3	6
68	уже сказано	1	6
69	и тем	4	6
70	мысли и	7	6
71	и его	2	6
72	о том	8	6
73	связь между	3	6
74	только в	15	6
75	между этими	1	6
76	вопрос об	1	6
77	мы можем	10	6
78	тем что	10	6
79	от того	4	6
80	именно в	3	6
81	потому что	33	6
82	бы в	2	5
83	в собственном	1	5
84	перед нами	1	5
85	и как	2	5
86	но в	8	5
87	то время	1	5
88	на то	7	5
89	он не	2	5
90	и более	4	5
91	на основании	4	5
92	представить себе	2	5
93	если бы	13	5
94	тем самым	4	5
95	по себе	11	5
96	тому что	2	5
97	значение слова	5	5
98	мысли в	2	5
99	как мы	2	5
100	что может	2	5
101	к действительности	1	5
102	и что	7	5
103	можно сказать	4	5
104	так и	6	5
105	слова и	5	5
106	что мы	10	5
107	и все	4	5
108	тем более	5	5
109	мы должны	2	5
110	речи если	1	5
111	из этого	2	5
112	в своих	2	5
113	в котором	4	4
114	которую мы	1	4
115	в чем	1	4
116	но не	1	4
117	как в	7	4
118	что ребенок	1	4
119	и словом	2	4
120	и к	6	4
121	все эти	3	4
122	что она	2	4
123	при этом	15	4
124	отношений между	2	4
125	их в	3	4
126	что все	4	4
127	было бы	8	4
128	в своей	1	4
129	не в	11	4
130	но вместе	1	4
131	о природе	1	4
132	этом отношении	1	4
133	к тому	3	4
134	по мере	7	4
135	мы видим	2	4
136	только что	3	4
137	в одном	4	4
138	с действительностью	1	4
139	ее на	1	4
140	это положение	1	4
141	до сих	4	4
142	а с	1	4
143	в теории	1	4
144	этого слова	7	4
145	сих пор	4	4
146	стоит только	1	4
147	от мысли	2	4
148	хотя бы	4	4
149	в свою	2	4
150	как на	1	4
151	в сфере	1	3
152	человека и	3	3
153	в такой	1	3
154	сам по	4	3
155	и то	5	3
156	самом деле	3	3
157	полагает что	1	3
158	мы называем	1	3
159	оба эти	1	3
160	я не	2	3
161	мы и	2	3
162	из которых	2	3
163	в их	1	3
164	силу этого	1	3
165	в новом	1	3
166	друг от	1	3
167	которые не	2	3
168	в своем	8	3
169	все же	1	3
170	в которой	6	3
171	что это	7	3
172	он в	1	3
173	из этих	2	3
174	в наших	2	3
175	друг другу	1	3
176	и если	3	3
177	всех остальных	4	3
178	том чтобы	1	3
179	мысли как	2	3
180	его не	1	3
181	на все	1	3
182	и мы	5	3
183	показывает что	1	3
184	мысль и	1	3
185	в которых	3	3
186	образом и	1	3
187	всего его	1	3
188	она не	2	3
189	тогда когда	8	3
190	в самых	1	3
191	не могло	1	3
192	ничего не	1	3
193	во всем	1	3
194	в области	2	3
195	в каком	4	3
196	факта что	1	3
197	образом что	2	3
198	могут быть	7	3
199	же самое	4	3
200	говоря словами	2	3
201	и это	2	3
202	от друга	1	3
203	свою очередь	1	3
204	не могу	2	3
205	можно было	2	3
206	об этом	2	3
207	может не	1	3
208	этих двух	1	3
209	на отдельные	1	3
210	и следовательно	3	3
211	показывают что	1	3
212	обе эти	1	3
213	этот вопрос	3	3
214	связи с	3	3
215	уже в	5	3
216	то и	4	3
217	и других	3	3
218	всяком случае	3	3
219	вовсе не	7	3
220	на этот	2	3
221	в природе	1	3
222	во всех	1	3
223	превращается в	2	3
224	а не	12	3
225	все более	3	3
226	ко всем	3	3
227	смысле этого	1	3
228	только для	2	3
229	если не	1	3
230	значения слова	1	3
231	тем и	6	3
232	сознания и	1	3
233	останавливаться на	1	3
234	от всех	1	3
235	значение в	1	3
236	во всяком	5	3
237	речь идет	1	2
238	всем ее	1	2
239	связана с	1	2
240	он может	1	2
241	но тем	2	2
242	идет о	1	2
243	показать что	1	2
244	и до	3	2
245	что эти	3	2
246	той же	3	2
247	есть не	4	2
248	что между	3	2
249	что если	6	2
250	ступени развития	1	2
251	оно есть	2	2
252	зависимости от	1	2
253	почти на	1	2
254	ответа на	1	2
255	что его	2	2
256	в ее	2	2
257	только тогда	5	2
258	за пределы	1	2
259	мышления мы	1	2
260	и я	2	2
261	как говорит	1	2
262	что как	4	2
263	более и	2	2
264	хотя и	5	2
265	в первом	3	2
266	бы и	5	2
267	в нашем	2	2
268	того факта	1	2
269	и те	1	2
270	главным образом	1	2
271	из этой	1	2
272	одной и	1	2
273	на этом	1	2
274	но все	1	2
275	значительной степени	2	2
276	том же	2	2
277	есть все	1	2
278	к другу	1	2
279	что мысль	3	2
280	что перед	1	2
281	с другими	4	2
282	в них	3	2
283	мысль это	1	2
284	мы видели	1	2
285	должно быть	5	2
286	на первый	1	2
