N	3gram	Bakhtin_Pr_2	KFilosof
1	по отношению к	8	21
2	не может быть	6	11
3	с точки зрения	9	10
4	в его целом	3	9
5	единого и единственного	1	8
6	может быть только	2	6
7	мир в котором	1	4
8	отношению к нему	1	4
9	и в своей	1	3
10	в нем и	1	3
11	на самом деле	1	3
12	в этом смысле	5	3
13	не было бы	1	3
14	и в этом	6	3
15	в ее целом	1	3
16	может быть в	1	3
17	к нему в	1	3
18	в своих границах	1	2
19	то что я	1	2
20	имеем в виду	2	2
21	и для него	1	2
22	бы он ни	1	2
23	на первом плане	1	2
24	ничего общего не	1	2
25	он ни был	1	2
26	во всех своих	1	2
27	ни в каком	1	2
28	то же время	3	2
29	в своем смысле	1	2
30	могла бы быть	1	2
31	той или иной	3	2
32	в то же	3	2
33	лишь как момент	1	2
34	тем не менее	1	2
35	в том что	4	2
36	то все же	1	1
37	но прежде всего	1	1
38	даже там где	1	1
39	на то что	2	1
40	литературе о нем	1	1
41	в этом мире	1	1
42	именно в этой	1	1
43	нет и не	1	1
44	от себя и	1	1
45	зависит от того	1	1
46	принципиально не может	1	1
47	и того же	1	1
48	можно и должно	1	1
49	будет ли она	1	1
50	он не может	1	1
51	и единство бытия	1	1
52	в лучшем случае	1	1
53	в зависимости от	3	1
54	хотя бы и	2	1
55	независимо от того	1	1
56	в литературе о	2	1
57	у меня есть	1	1
58	здесь не в	1	1
59	все это лишь	1	1
60	своем смысле и	1	1
61	в нем в	1	1
62	позицию по отношению	1	1
63	но все они	1	1
64	и как бы	2	1
65	не превращается в	1	1
66	живет не в	1	1
67	том что мы	1	1
68	не совпадает с	1	1
69	не потому что	1	1
70	но в то	3	1
71	для решения этой	1	1
72	смысле этого слова	2	1
73	в ней в	1	1
74	ее и в	1	1
75	в котором не	1	1
76	а не как	1	1
77	всю свою жизнь	1	1
78	только в нем	2	1
79	истинное суждение не	1	1
80	конечно не может	1	1
81	это не значит	1	1
82	со стороны его	1	1
83	дело в том	1	1
84	быть не может	1	1
85	я не могу	1	1
86	здесь нет никакого	1	1
87	для того чтобы	1	1
88	и в своих	1	1
89	в этом вся	1	1
90	как и всякое	1	1
91	в нем нет	1	1
92	здесь вовсе не	1	1
93	никогда не может	2	1
94	в его мире	1	1
95	само по себе	2	1
96	жизни и смерти	7	1
97	точки зрения автора	1	1
98	не может стать	1	1
99	в нем всех	1	1
100	как бы ни	1	1
101	одного и того	1	1
102	но не в	2	1
103	в большинстве случаев	2	1
104	и не потому	1	1
105	о возможности такой	1	1
106	и принципиально не	1	1
107	в том смысле	1	1
108	не может иметь	1	1
109	не вступает в	1	1
110	и в его	3	1
111	но уже не	1	1
112	ничем меня не	1	1
113	и в ее	1	1
114	и входит в	1	1
115	и в момент	1	1
116	не как содержательное	1	1
117	общего не имеет	1	1
118	входит в его	1	1
119	уже не только	1	1
