N	2gram	Propp_Isto_4	Marksizm
1	точки зрения	1	34
2	может быть	14	26
3	и не	9	26
4	не может	6	24
5	и в	26	19
6	и его	10	19
7	таким образом	10	17
8	в этом	7	16
9	как бы	3	15
10	как мы	5	13
11	прежде всего	1	13
12	как и	7	12
13	и пр	11	12
14	если мы	1	11
15	так и	10	11
16	связи с	3	11
17	в нем	2	10
18	лишь в	2	9
19	только в	3	9
20	в результате	1	9
21	на материале	1	8
22	все же	9	8
23	не только	15	8
24	при этом	3	8
25	друг друга	1	8
26	до сих	5	8
27	но и	12	8
28	сих пор	5	8
29	то что	16	8
30	во всех	1	7
31	но в	5	7
32	все эти	3	7
33	и те	1	7
34	то же	8	7
35	а не	6	7
36	в связи	2	7
37	так же	18	7
38	мы не	1	6
39	ничего не	5	6
40	в пределах	1	6
41	и здесь	5	6
42	в его	5	6
43	в том	3	6
44	с помощью	2	6
45	в основном	1	6
46	другой стороны	4	6
47	конечно не	2	5
48	может стать	1	5
49	не в	5	5
50	ничего общего	1	5
51	те же	3	5
52	и все	2	5
53	этот вопрос	2	5
54	ясно что	1	5
55	одни и	1	5
56	в начале	1	5
57	вовсе не	4	5
58	с другой	4	5
59	именно в	1	5
60	мы знаем	8	5
61	хотя бы	2	5
62	к этому	5	5
63	переход от	1	4
64	вопрос о	4	4
65	и на	2	4
66	как в	7	4
67	не будем	1	4
68	и тот	2	4
69	здесь мы	2	4
70	было бы	2	4
71	не менее	2	4
72	по себе	2	4
73	в ней	1	4
74	в языке	2	4
75	еще не	6	4
76	только на	1	4
77	от того	2	4
78	как же	1	4
79	с этим	2	4
80	в данном	3	4
81	что же	1	4
82	тот же	1	4
83	а в	8	4
84	между ними	3	4
85	сказать что	2	4
86	что в	14	4
87	формы и	2	3
88	вопрос мы	1	3
89	он может	2	3
90	и есть	2	3
91	между двумя	12	3
92	не имеют	1	3
93	а как	2	3
94	в большинстве	1	3
95	в истории	2	3
96	общего с	1	3
97	целый ряд	1	3
98	и как	5	3
99	и к	1	3
100	к другому	1	3
101	но все	5	3
102	его в	9	3
103	он не	7	3
104	он является	1	3
105	том что	3	3
106	в своей	4	3
107	в котором	1	3
108	является в	1	3
109	в то	1	3
110	к этим	2	3
111	не имеет	3	3
112	в области	2	3
113	не могут	2	3
114	на границе	1	3
115	же самое	2	3
116	должны быть	1	3
117	не есть	2	3
118	и это	1	3
119	только при	1	3
120	в дальнейшем	6	3
121	одного из	1	3
122	можно сказать	1	3
123	здесь в	1	3
124	и следовательно	1	3
125	того что	2	3
126	быть и	1	3
127	одной из	1	3
128	и действительно	3	3
129	не дает	2	3
130	большинстве случаев	1	3
131	из них	2	3
132	момент в	1	3
133	социальной жизни	1	3
134	не было	1	3
135	на этот	2	3
136	все это	2	3
137	к другой	1	3
138	смысле этого	2	3
139	этом случае	3	3
140	что делает	1	3
141	она может	1	3
142	и при	3	3
143	мы должны	5	3
144	это и	5	3
145	говорили о	1	2
146	одним из	1	2
147	же как	13	2
148	связана с	2	2
149	мы уже	5	2
150	той же	1	2
151	содержания в	1	2
152	совпадает с	1	2
153	зависимости от	1	2
154	и он	3	2
155	в чем	1	2
156	то мы	2	2
157	не все	1	2
158	себе и	1	2
159	не просто	4	2
160	в одной	3	2
161	как к	1	2
162	в своем	2	2
163	однако не	1	2
164	его к	3	2
165	исторические корни	1	2
166	из этих	3	2
167	в себе	2	2
168	как он	6	2
169	тем не	2	2
170	должна быть	2	2
171	в узком	1	2
172	не как	1	2
173	из него	1	2
174	человека в	1	2
175	в другом	5	2
176	и с	5	2
177	бы в	1	2
178	на этой	1	2
179	ни в	2	2
180	ни одной	2	2
181	от него	2	2
182	или вообще	1	2
183	и более	3	2
184	тому что	1	2
185	в русской	3	2
186	в основе	1	2
187	не могло	2	2
188	одна из	2	2
189	и является	1	2
190	у нас	2	2
191	могут быть	6	2
192	во все	2	2
193	к тому	1	2
194	она не	3	2
195	с ее	1	2
196	в виду	1	2
197	другими словами	2	2
198	как с	1	2
199	никогда не	2	2
200	мог бы	1	2
201	между собой	1	2
202	если бы	2	2
203	и даже	4	2
204	по мере	1	2
205	о том	4	2
206	и во	2	2
207	этот момент	2	2
208	что и	9	2
209	говорит он	1	2
210	и только	5	2
211	ни к	1	2
212	что он	10	2
213	в качестве	7	2
214	и др	5	2
215	и других	3	2
216	глаза и	1	2
217	к каким	1	2
218	же они	1	2
219	и их	2	2
220	так как	9	2
221	мы можем	6	2
222	речь и	1	2
223	как раз	1	2
224	тем что	5	2
225	без всякой	1	2
226	или иначе	1	2
227	что не	1	2
228	вот в	1	2
229	зависит от	1	2
230	мы пока	2	2
231	там где	3	2
232	для историка	1	2
233	в частности	2	2
234	независимо от	1	2
235	нет еще	1	2
236	из которых	5	2
237	к своему	3	2
238	нужно прибавить	1	2
239	действительно ли	1	2
240	этого слова	2	2
241	с этой	2	2
242	но для	2	2
243	мы скажем	1	2
244	в эти	1	2
245	образом между	1	2
246	или в	3	2
247	узком смысле	1	2
248	но если	1	2
249	на смену	3	2
250	не знает	1	2
251	к его	1	2
252	пока не	1	2
253	ту и	1	2
254	жизни и	1	2
255	это так	1	2
256	к этой	3	2
257	в своих	1	2
258	том числе	1	2
259	например в	3	1
260	не видим	1	1
261	эти случаи	2	1
262	и то	6	1
263	людей на	1	1
264	не что	3	1
265	не хочет	2	1
266	века в	1	1
267	то для	1	1
268	для выражения	1	1
269	за другом	1	1
270	при анализе	1	1
271	что между	1	1
272	совершенно так	6	1
273	так чтобы	1	1
274	принадлежит к	1	1
275	они были	1	1
276	в целом	2	1
277	и ни	1	1
278	и самого	1	1
279	может дать	1	1
280	на них	1	1
281	он сам	1	1
282	в широком	1	1
283	здесь не	4	1
284	в различных	1	1
285	только после	1	1
286	функция этого	1	1
287	его так	1	1
288	на основе	1	1
289	но как	1	1
290	а только	1	1
291	должны были	1	1
292	а и	1	1
293	не образуют	1	1
294	отношение к	2	1
295	известным образом	1	1
296	иные формы	1	1
297	относится к	3	1
298	анализ этого	1	1
299	как говорит	1	1
300	в особом	1	1
301	его на	4	1
302	под его	1	1
303	как образ	1	1
304	всей этой	1	1
305	они дают	1	1
306	хотя и	2	1
307	и наконец	1	1
308	был связан	1	1
309	еще на	1	1
310	та же	1	1
311	что это	2	1
312	в этой	2	1
313	нами в	1	1
314	другом случае	2	1
315	видим и	1	1
316	не могла	1	1
317	и если	3	1
318	широком смысле	1	1
319	не следует	1	1
320	главным образом	2	1
321	чтобы он	2	1
322	перестает быть	1	1
323	всех этих	1	1
324	и социальной	1	1
325	есть та	1	1
326	прочим и	1	1
327	и вот	2	1
328	вообще не	1	1
329	их в	7	1
330	подобно тому	1	1
331	и по	5	1
332	в образе	3	1
333	так например	2	1
334	в нее	1	1
335	бы они	1	1
336	в совершенно	1	1
337	об этой	1	1
338	и второй	1	1
339	а по	4	1
340	на все	1	1
341	с целью	2	1
342	это не	5	1
343	уже знаем	1	1
344	то все	1	1
345	и тем	2	1
346	верно если	1	1
347	эти же	1	1
348	останавливаться на	1	1
349	но уже	1	1
350	она и	1	1
351	с тем	2	1
352	со своими	1	1
353	мы видели	6	1
354	здесь можно	2	1
355	легче всего	1	1
356	как таковой	1	1
357	в других	2	1
358	во время	7	1
359	или точнее	1	1
360	как воплощение	1	1
361	можно найти	2	1
362	уже к	1	1
363	попасть в	2	1
364	представить себе	1	1
365	почти не	1	1
366	и процесс	1	1
367	знает и	2	1
368	на которое	1	1
369	что я	2	1
370	от его	1	1
371	образом и	1	1
372	друг другу	1	1
373	что было	1	1
374	вот эту	1	1
375	где нет	1	1
376	и очень	1	1
377	что есть	2	1
378	тем самым	1	1
379	здесь ничего	1	1
380	эта форма	2	1
381	тогда когда	1	1
382	того как	4	1
383	на него	3	1
384	поставленный в	1	1
385	не по	2	1
386	они же	2	1
387	каждого члена	1	1
388	и имеет	1	1
389	чтобы стать	1	1
390	его от	2	1
391	близки к	1	1
392	этих двух	1	1
393	явление в	1	1
394	в русском	1	1
395	к ней	1	1
396	по своей	2	1
397	камень и	1	1
398	же этот	1	1
399	нам важно	1	1
400	потому что	6	1
401	наша задача	1	1
402	других элементов	1	1
403	здесь же	1	1
404	xvi века	1	1
405	только наиболее	1	1
406	и другой	1	1
407	быть уже	1	1
408	на предмет	1	1
409	и орудия	1	1
410	и служит	1	1
411	в особенности	2	1
412	приводит к	1	1
413	на нее	1	1
414	вещи и	1	1
415	связан с	3	1
416	особенно в	1	1
417	в роли	2	1
418	здесь нет	1	1
419	найти в	1	1
420	часто в	1	1
421	могла быть	1	1
422	имеется в	2	1
423	он служит	1	1
424	короче говоря	1	1
425	для этого	1	1
426	собой и	1	1
427	о нем	1	1
428	и что	5	1
429	находятся в	1	1
430	как наиболее	1	1
431	основе своей	1	1
432	все его	1	1
433	как нет	1	1
434	к нему	6	1
435	двух сторон	1	1
436	но нет	1	1
437	в форме	2	1
