N	2gram	Vygotskiy__2	Problema
1	и не	10	28
2	то есть	21	27
3	не только	12	24
4	только в	7	23
5	в виде	1	22
6	вовсе не	2	21
7	и в	32	20
8	в том	37	20
9	ни в	2	17
10	не просто	1	16
11	все эти	7	16
12	смысле слова	1	15
13	то что	21	15
14	потому что	21	15
15	точки зрения	17	14
16	было бы	11	14
17	но и	10	14
18	также и	2	13
19	не в	8	13
20	в нашем	1	12
21	в себе	2	12
22	том что	21	12
23	не есть	1	12
24	с точки	10	11
25	по себе	12	11
26	прежде всего	1	11
27	как будто	7	11
28	едва ли	4	10
29	отнюдь не	5	10
30	тем не	4	10
31	и его	7	10
32	не менее	8	10
33	так и	3	10
34	в качестве	1	10
35	при помощи	10	10
36	это значит	3	10
37	есть нечто	2	9
38	в этом	13	9
39	может быть	18	9
40	и даже	5	9
41	все это	5	9
42	но в	3	8
43	таким образом	21	8
44	если бы	6	8
45	значит что	3	8
46	что он	13	8
47	в той	1	8
48	в результате	1	8
49	и все	4	8
50	во всяком	2	8
51	то же	13	7
52	мы не	3	7
53	в ней	5	7
54	еще не	2	7
55	и с	4	7
56	ясно что	7	7
57	это не	2	7
58	хотя бы	3	7
59	и тем	4	7
60	с другой	3	7
61	именно в	1	7
62	сказать что	7	7
63	а не	7	7
64	такого рода	1	7
65	сам по	4	6
66	есть не	4	6
67	мы имеем	4	6
68	а только	3	6
69	только при	1	6
70	при этом	13	6
71	об этом	3	6
72	как и	10	6
73	в данном	4	6
74	но если	1	6
75	и без	2	6
76	по крайней	1	6
77	в каком	3	6
78	же самое	6	6
79	в виду	3	6
80	и вообще	2	6
81	крайней мере	1	6
82	так что	3	6
83	по своему	3	6
84	но это	2	6
85	и от	2	6
86	для нас	2	6
87	другой стороны	2	6
88	в таком	2	6
89	на самом	5	5
90	но не	2	5
91	как в	9	5
92	и если	1	5
93	в нем	4	5
94	те или	1	5
95	в них	2	5
96	в этих	2	5
97	и очень	1	5
98	когда мы	2	5
99	символы в	1	5
100	и о	1	5
101	в ее	2	5
102	данном случае	4	5
103	каждый раз	1	5
104	о том	6	5
105	можно сказать	1	5
106	жизни и	4	5
107	уже не	1	5
108	если мы	12	5
109	так как	12	5
110	случае не	1	5
111	человеческой жизни	1	5
112	не может	17	5
113	вместе с	2	5
114	так же	18	5
115	в смысле	3	5
116	не существует	2	5
117	или в	1	5
118	ничего общего	1	5
119	и т	10	4
120	это и	1	4
121	но даже	2	4
122	что его	5	4
123	кроме того	1	4
124	и наконец	1	4
125	в этой	6	4
126	что она	16	4
127	которая является	1	4
128	времени и	1	4
129	с тем	11	4
130	несмотря на	4	4
131	в своей	3	4
132	всяком случае	2	4
133	в одном	2	4
134	в отношении	3	4
135	тем самым	1	4
136	отличается от	2	4
137	не имеет	4	4
138	только не	1	4
139	в разных	1	4
140	в самой	2	4
141	указывает на	3	4
142	можно было	7	4
