N	3gram	Propp_Isto_5	Narrotol
1	в том что	2	8
2	с одной стороны	7	7
3	о том что	4	6
4	по отношению к	2	6
5	в том числе	1	6
6	в отличие от	1	5
7	не может быть	3	5
8	том числе и	1	4
9	в данном случае	2	4
10	с другой стороны	8	4
11	но все же	4	4
12	можно сказать что	1	4
13	состоит в том	1	3
14	обращает на себя	1	3
15	тем не менее	4	3
16	и тем самым	1	3
17	то же время	1	3
18	в свою очередь	1	3
19	в то же	1	3
20	а не в	1	2
21	подобно тому как	1	2
22	с точки зрения	1	2
23	точно так же	1	2
24	так же как	3	2
25	не только в	2	2
26	в связи с	4	2
27	этой точки зрения	1	2
28	на том свете	1	2
29	на другой день	1	2
30	на самом деле	1	1
31	что один из	1	1
32	в самом деле	1	1
33	не мешает ему	1	1
34	же как и	2	1
35	он не может	2	1
36	что он уже	1	1
37	до сих пор	2	1
38	сам по себе	1	1
39	что не только	1	1
40	но это не	2	1
41	а иногда и	1	1
42	с этой точки	1	1
43	как таковое оно	1	1
44	в ней не	1	1
45	что он видит	1	1
46	иметь в виду	1	1
47	то что он	1	1
48	она все же	1	1
49	как мы увидим	3	1
50	одним из которых	1	1
51	по себе не	1	1
52	но уже в	1	1
53	они и не	1	1
54	в том чтобы	2	1
55	само по себе	1	1
56	и не могло	1	1
57	в мировом фольклоре	1	1
58	лет тому назад	1	1
59	уже никто не	1	1
60	совершенно очевидно что	1	1
61	в специальных работах	1	1
62	уже говорилось выше	1	1
63	друг с другом	2	1
64	а еще раньше	1	1
65	в соответствии с	1	1
66	как и в	2	1
67	здесь как и	1	1
68	как мы видели	1	1
