N	2gram	Losev_Dial_4	Problemy
1	и в	15	34
2	и не	30	29
3	как бы	14	27
4	что он	7	23
5	в его	4	22
6	к другому	1	20
7	в нем	5	19
8	может быть	17	19
9	не может	11	19
10	и все	11	19
11	как и	7	18
12	о себе	1	18
13	к себе	1	17
14	в этом	11	16
15	но в	3	16
16	и его	7	16
17	все это	9	16
18	он не	1	15
19	и с	4	15
20	что я	5	15
21	прежде всего	11	15
22	то же	9	14
23	к нему	1	14
24	у достоевского	2	13
25	в то	6	12
26	же время	6	12
27	потому что	10	12
28	но и	4	12
29	т е	46	12
30	на самом	1	11
31	в сущности	5	11
32	вовсе не	6	11
33	с другим	1	11
34	себя самого	1	11
35	то что	16	11
36	не только	8	10
37	а я	1	10
38	не в	8	9
39	в отношении	2	9
40	а не	18	9
41	и т	17	8
42	никогда не	2	8
43	с ним	3	8
44	в самом	2	8
45	себя и	3	8
46	так же	4	8
47	что же	2	8
48	и слово	2	8
49	и для	5	8
50	точки зрения	14	8
51	слово о	2	7
52	я не	5	7
53	знает и	1	7
54	как будто	2	7
55	как мы	1	7
56	и даже	6	7
57	что не	3	7
58	все же	2	7
59	отношении к	2	7
60	что в	7	7
61	мы уже	3	6
62	и на	5	6
63	с его	5	6
64	отношение к	1	6
65	что они	4	6
66	в пределах	1	6
67	от себя	2	6
68	у меня	1	6
69	так и	5	6
70	в себе	8	6
71	только в	7	6
72	от него	3	6
73	с ними	4	6
74	не знает	1	6
75	на них	1	5
76	он сам	1	5
77	в чем	8	5
78	вы думаете	1	5
79	и наконец	3	5
80	и у	1	5
81	что это	13	5
82	и вот	11	5
83	но все	2	5
84	лишь в	2	5
85	с тем	4	5
86	не мог	2	5
87	в конце	1	5
88	даже в	1	5
89	таким образом	5	5
90	это я	1	5
91	и что	9	5
92	что и	6	5
93	это не	12	5
94	все время	1	5
95	того что	13	5
96	и так	2	5
97	так что	6	5
98	из них	2	5
99	в одном	4	5
100	себе и	2	5
101	к своему	2	5
102	и от	1	5
103	мы должны	4	5
104	хотя бы	4	5
105	а в	1	5
106	во всяком	2	5
107	он как	1	4
108	собою и	1	4
109	еще не	4	4
110	но как	2	4
111	как в	3	4
112	бы и	3	4
113	все эти	3	4
114	при этом	2	4
115	на этом	3	4
116	то ни	4	4
117	что все	4	4
118	его в	1	4
119	с другими	1	4
120	этом смысле	4	4
121	переходим к	1	4
122	ни в	8	4
123	все равно	2	4
124	с точки	9	4
125	но это	4	4
126	друг другу	1	4
127	ничего не	17	4
128	как раз	4	4
129	и это	8	4
130	если бы	6	4
131	тотчас же	3	4
132	и прежде	1	4
133	думаете что	1	4
134	в виде	3	4
135	в общем	1	4
136	так как	14	4
137	не о	4	4
138	даже и	3	4
139	с другой	1	4
140	тем что	2	4
141	человека как	1	4
142	вместе с	2	4
143	да и	2	4
144	как к	1	4
145	и вдруг	1	4
146	а между	1	3
147	и то	3	3
148	достоевского в	1	3
149	ведь и	2	3
150	бы уже	1	3
151	так чтобы	3	3
152	говорить о	11	3
153	в виду	9	3
154	в ней	5	3
155	как символ	1	3
156	нет и	2	3
157	в одной	1	3
158	вот как	2	3
159	хотя и	6	3
160	и как	4	3
161	уже в	1	3
162	как он	1	3
163	не как	4	3
164	их в	1	3
165	тут не	2	3
166	это было	2	3
167	его и	1	3
168	а что	2	3
169	мы видели	1	3
170	должно быть	2	3
171	такой же	1	3
172	в своей	3	3
173	в котором	2	3
174	и другого	1	3
175	не менее	2	3
176	но он	1	3
177	по крайней	7	3
178	по себе	13	3
179	что с	2	3
180	том что	10	3
181	во всем	2	3
182	есть только	3	3
183	его за	1	3
184	с ее	10	3
185	не могу	1	3
186	в ее	2	3
187	для этого	2	3
188	в глаза	1	3
189	и во	2	3
190	крайней мере	7	3
191	в него	1	3
192	но так	1	3
193	в том	11	3
194	совсем другое	1	3
195	своего собственного	1	3
196	до конца	1	3
197	сам не	1	3
198	но для	2	3
199	же я	1	3
200	сознания и	3	3
201	лишь о	1	3
202	это как	2	3
203	бы в	4	3
204	конце концов	1	3
205	только что	2	3
206	другой стороны	2	3
207	жизни и	4	3
208	я и	1	2
209	себя как	3	2
210	он может	1	2
211	это и	9	2
212	все те	1	2
213	и этот	1	2
214	той же	5	2
215	а как	2	2
216	и тут	3	2
217	та же	3	2
218	совпадает с	2	2
219	кто же	1	2
220	и он	1	2
221	в которых	1	2
222	во всех	2	2
223	бы не	2	2
224	отличие от	2	2
225	за пределы	3	2
226	сама по	5	2
227	с этим	3	2
228	по которому	1	2
229	в своем	5	2
230	виду и	1	2
231	когда он	3	2
232	в реальный	1	2
233	в этот	2	2
234	да еще	2	2
235	в которой	2	2
236	же вы	2	2
237	вообще не	1	2
238	т д	15	2
239	всех этих	1	2
240	он должен	1	2
241	и если	3	2
242	подобно тому	4	2
243	не бывает	1	2
244	же не	1	2
245	те же	1	2
246	когда уже	2	2
247	входит в	1	2
248	было в	1	2
249	было бы	9	2
250	он есть	7	2
251	в жизни	5	2
252	мог бы	2	2
253	в них	2	2
254	всю жизнь	1	2
255	когда все	1	2
256	был бы	2	2
257	но я	1	2
258	что значит	1	2
259	что такое	5	2
260	этого необходимо	1	2
261	она в	3	2
262	в отличие	1	2
263	которые в	1	2
264	тем не	2	2
265	однако в	2	2
266	что сам	1	2
267	тому чтобы	1	2
268	в той	1	2
269	почти все	1	2
270	но только	5	2
271	чем не	1	2
272	и без	2	2
273	и лишь	1	2
274	этом случае	1	2
275	такая же	1	2
276	как на	1	2
277	о нем	2	2
278	очень часто	1	2
279	не является	1	2
