N	2gram	Tiupa_Hudo_2	slovoVRo
1	и в	28	39
2	может быть	8	37
3	и т	4	35
4	и его	5	33
5	т п	2	33
6	то есть	1	26
7	не только	11	24
8	и не	18	22
9	но и	9	21
10	не может	4	20
11	в нем	3	19
12	до конца	1	17
13	в этом	13	16
14	все это	3	16
15	так и	8	15
16	а не	14	14
17	человек и	1	14
18	как в	5	13
19	в пределах	1	13
20	во всех	1	12
21	чужое слово	1	10
22	вовсе не	2	10
23	и с	6	9
24	не в	13	9
25	со своим	3	9
26	оно не	2	8
27	себя в	8	8
28	прежде всего	3	8
29	слова и	1	8
30	точки зрения	2	8
31	еще не	3	7
32	с его	5	7
33	пределах одного	1	7
34	при этом	11	7
35	в этих	3	7
36	для него	5	7
37	с ним	7	7
38	никогда не	5	7
39	как мы	2	7
40	в его	11	7
41	и даже	1	7
42	и потому	1	7
43	как бы	5	7
44	в сущности	1	6
45	но не	4	6
46	в своем	5	6
47	все же	2	6
48	и к	2	6
49	но в	2	6
50	все эти	1	6
51	чужих слов	1	6
52	так сказать	1	6
53	значительной степени	1	6
54	в них	3	6
55	в слове	1	6
56	как и	11	6
57	она не	5	6
58	в значительной	1	6
59	человек в	3	6
60	там где	1	6
61	слова от	1	6
62	этом случае	1	6
63	жизни и	6	6
64	например в	1	5
65	героя и	3	5
66	человека в	4	5
67	это не	6	5
68	том что	19	5
69	по себе	1	5
70	мышления и	1	5
71	но все	1	5
72	той или	1	5
73	мира и	1	5
74	с другой	3	5
75	один из	2	5
76	в том	15	5
77	с ними	3	5
78	с одной	3	5
79	уже не	10	5
80	одной стороны	3	5
81	или иной	2	5
82	и для	2	5
83	только в	4	5
84	для нас	3	5
85	и все	7	5
86	отношения к	1	4
87	и на	3	4
88	по отношению	7	4
89	отношение к	2	4
90	то же	6	4
91	слова не	1	4
92	его в	2	4
93	с другими	3	4
94	и иных	1	4
95	не менее	5	4
96	в то	6	4
97	одна из	2	4
98	в основе	2	4
99	же время	4	4
100	здесь не	2	4
101	на образ	1	4
102	наконец в	1	4
103	дело с	2	4
104	для всех	1	4
105	и других	1	4
106	так как	1	4
107	себя и	2	4
108	на фоне	3	4
109	в той	1	4
110	а в	6	4
111	отношении к	1	4
112	отношению к	7	4
113	в таком	1	4
114	как это	7	3
115	той же	2	3
116	человека и	3	3
117	говорить о	2	3
118	перед нами	11	3
119	бы и	4	3
120	человеке и	1	3
121	на этом	2	3
122	не с	2	3
123	лишь в	2	3
124	еще раз	1	3
125	с точки	2	3
126	не столько	2	3
127	не была	1	3
128	и остается	1	3
129	этом отношении	1	3
130	разрыв между	1	3
131	в ней	3	3
132	глубоко и	1	3
133	а также	2	3
134	к чужому	3	3
135	к нему	3	3
136	между тем	8	3
137	что и	4	3
138	быть и	1	3
139	или даже	1	3
140	у него	5	3
141	рядом с	5	3
142	установкой на	1	3
143	как к	1	3
144	в контексте	2	3
145	и от	2	3
146	но это	1	3
147	что в	5	3
148	из себя	1	3
149	хотя бы	2	3
150	сказать что	2	3
151	героя в	1	3
152	одним из	1	2
153	также и	1	2
154	в сфере	1	2
155	это и	1	2
156	в чужой	2	2
157	установка на	1	2
158	мы уже	3	2
159	на материале	1	2
160	мы не	1	2
161	с ее	5	2
162	на них	1	2
163	но как	1	2
164	точка зрения	1	2
165	не все	3	2
166	за пределы	1	2
167	хотя и	1	2
168	как уже	2	2
169	себе как	1	2
170	в нашем	2	2
171	в себе	9	2
172	роль в	2	2
173	как он	3	2
174	т д	2	2
175	он не	4	2
176	в виде	2	2
177	и более	1	2
178	людей и	1	2
179	зрения на	2	2
180	зрения и	1	2
181	за ней	1	2
182	независимо от	1	2
183	чем в	1	2
184	автора и	2	2
185	рождается и	1	2
186	была поставлена	1	2
187	и другие	5	2
188	и при	1	2
189	но он	1	2
190	однако в	2	2
191	слов о	1	2
192	даже в	1	2
193	дело в	1	2
194	того как	2	2
195	и внутренней	3	2
196	того чтобы	4	2
197	чем не	1	2
198	в одном	3	2
199	к ней	2	2
200	слове и	1	2
201	а лишь	1	2
202	в области	1	2
203	отличается от	1	2
204	в себя	1	2
205	в дальнейшем	1	2
206	в другом	2	2
207	те же	2	2
208	особенно в	1	2
209	о нем	2	2
210	и здесь	1	2
211	на него	3	2
212	о том	12	2
213	и т.п	1	2
214	но мы	1	2
215	в различных	1	2
216	в толпе	3	2
217	нуждается в	2	2
218	еще более	1	2
219	как например	1	2
220	вне себя	1	2
221	что он	8	2
222	на мир	1	2
223	именно на	2	2
224	со всеми	1	2
225	же и	2	2
226	уже в	1	2
227	его и	2	2
228	для того	4	2
229	то что	6	2
230	не было	6	2
231	до сих	2	2
232	именно в	2	2
233	а именно	1	2
234	действующих лиц	1	2
235	которых мы	1	2
236	более того	1	2
237	с которым	1	2
238	слова своего	1	2
239	как о	3	2
240	не всегда	1	2
241	эти слова	1	2
242	вместе с	2	2
243	в данном	2	2
244	чужому слову	1	2
245	и нет	1	2
246	сих пор	2	2
247	вокруг него	1	2
248	от нас	1	2
249	она может	2	2
250	или в	3	2
251	все они	3	2
252	обстоит дело	1	2
253	жизни в	7	2
254	не знает	1	2
255	и внутренне	2	2
256	только о	1	2
257	все что	3	2
258	наших дней	1	1
259	не остается	1	1
260	становится в	1	1
261	за собой	1	1
262	его же	1	1
263	по преимуществу	3	1
264	все те	2	1
265	когда это	1	1
266	важно для	1	1
267	а как	2	1
268	он знает	2	1
269	своего внутреннего	1	1
270	во внешнюю	1	1
271	и о	4	1
272	нам в	1	1
273	место в	2	1
274	исключительно важная	1	1
275	самого героя	1	1
276	и этого	1	1
277	не нужно	1	1
278	между собой	1	1
279	он сам	2	1
280	людей в	2	1
281	бы она	1	1
282	различия между	2	1
283	осознает себя	1	1
284	то он	1	1
285	к которой	1	1
286	в сторону	1	1
287	его во	1	1
288	с каким	1	1
289	не просто	1	1
290	чем же	1	1
291	характер и	2	1
292	в одной	1	1
293	без другого	2	1
294	сознания в	1	1
295	оно себя	1	1
296	в герое	1	1
297	для ее	1	1
298	для которого	1	1
299	в самом	5	1
300	та же	2	1
301	он в	1	1
302	в этой	5	1
303	нами в	1	1
304	ее как	1	1
305	человек не	1	1
306	дело здесь	1	1
307	сосредоточенность на	1	1
308	что она	7	1
309	но именно	2	1
310	и только	2	1
311	и еще	1	1
312	раз это	1	1
313	в корне	1	1
314	и сам	5	1
315	было почти	1	1
316	с собой	2	1
317	в каждом	1	1
318	смысле в	1	1
319	и ответ	1	1
320	он просто	1	1
321	в мире	7	1
322	об этом	7	1
323	и внутренняя	1	1
324	а его	1	1
325	сказать в	1	1
326	это было	2	1
327	не умеет	1	1
328	для нее	4	1
329	то все	1	1
330	и тем	1	1
331	о которых	2	1
332	достоевского и	1	1
333	в соединении	1	1
334	несмотря на	3	1
335	выйти за	1	1
336	может идти	1	1
337	пародия на	4	1
338	этого произведения	3	1
339	в один	1	1
340	и становится	2	1
341	в своей	6	1
342	она в	2	1
343	мысли и	2	1
344	от его	1	1
345	нем он	1	1
346	тем не	4	1
347	далека от	1	1
348	относительно самостоятельных	1	1
349	произведений искусства	1	1
350	подлинной поэзии	1	1
351	освободиться от	1	1
352	и достоевского	1	1
353	в двух	2	1
354	самого начала	1	1
355	не о	1	1
356	здесь лишь	1	1
357	к определенному	1	1
358	и притом	1	1
359	на себе	1	1
360	дело не	2	1
361	во всякой	1	1
362	для всего	1	1
363	и уже	4	1
364	человека от	1	1
365	ничего не	5	1
366	это то	1	1
367	а во	1	1
368	это именно	1	1
369	и характер	1	1
370	ее с	1	1
371	по своей	1	1
372	лишь с	1	1
373	прежде чем	2	1
374	всей жизни	1	1
375	себе во	1	1
376	но теперь	1	1
377	внешней и	1	1
378	глубину и	1	1
379	для осуществления	1	1
380	не столь	1	1
381	не слышит	1	1
382	его внутренней	1	1
383	к себе	3	1
384	в духе	2	1
385	в направлении	1	1
386	с легкостью	1	1
387	во все	1	1
388	лежит в	1	1
389	как только	3	1
390	числе и	1	1
391	глубокое и	1	1
392	с авторской	1	1
393	всего что	1	1
394	не предполагает	1	1
395	и это	3	1
396	авторское сознание	1	1
397	одиночество в	1	1
398	нет никакой	1	1
399	и говорит	1	1
400	с самого	1	1
401	приводит к	2	1
402	на том	1	1
403	в бесконечность	1	1
404	еще в	1	1
405	во второй	2	1
406	в последней	2	1
407	одно из	5	1
408	этого сознания	1	1
409	образом в	1	1
410	никогда и	1	1
411	и личность	1	1
412	установки на	1	1
413	никак не	1	1
414	и что	1	1
415	можно сказать	6	1
416	нас в	1	1
417	должно было	1	1
418	тем как	2	1
419	соединении с	1	1
420	способность к	2	1
421	и писать	1	1
422	и об	2	1
423	и она	1	1
424	не зная	2	1
425	мышление и	1	1
426	того что	1	1
427	героя до	1	1
428	среди других	3	1
429	одной из	3	1
430	проникнуть в	1	1
431	ему самому	1	1
432	и ее	3	1
433	говорит только	1	1
434	значимость и	1	1
435	в качестве	4	1
436	характерной для	1	1
437	с какой	2	1
438	с нею	3	1
439	только на	5	1
440	него и	1	1
441	за ним	1	1
442	и соответствующего	1	1
443	характерно что	3	1
444	становится художественно	1	1
445	представить себе	1	1
446	в конце	1	1
447	не для	1	1
448	может служить	1	1
449	переходящая в	1	1
450	и никогда	1	1
451	автор и	1	1
