N	2gram	Tiupa_Lite_1	Hudozhes
1	в мире	2	23
2	в качестве	17	19
3	то есть	6	18
4	состоит в	11	16
5	и не	12	16
6	не только	24	15
7	и в	8	15
8	в том	16	15
9	тогда как	13	13
10	может быть	13	13
11	в частности	15	13
12	при этом	19	12
13	и его	4	12
14	а в	3	12
15	но не	4	11
16	в этом	12	11
17	в себе	7	11
18	я в	5	11
19	эстетического отношения	1	11
20	то же	5	10
21	по отношению	3	10
22	эстетическое отношение	1	10
23	представляет собой	4	10
24	как бы	7	10
25	так и	4	10
26	а не	16	10
27	отношению к	2	10
28	но и	17	10
29	такого рода	10	9
30	литературного произведения	4	9
31	точки зрения	6	9
32	в его	7	9
33	в рамках	6	8
34	своего рода	11	8
35	сводится к	3	8
36	произведение искусства	8	8
37	в миропорядке	1	8
38	себя в	6	8
39	в душе	3	8
40	я и	7	7
41	отличие от	5	7
42	но в	3	7
43	в принципе	3	7
44	в отличие	5	7
45	в то	5	7
46	или иной	2	7
47	с другой	3	7
48	в искусстве	2	7
49	с его	5	6
50	отношение к	1	6
51	эмоциональная рефлексия	1	6
52	художественного письма	9	6
53	том что	14	6
54	не в	8	6
55	в основе	3	6
56	же время	5	6
57	по своей	3	6
58	в ее	1	6
59	приводит к	3	6
60	в состав	1	6
61	не сводится	3	6
62	в тексте	8	6
63	не может	5	6
64	что в	3	6
65	в их	3	5
66	художественного языка	1	5
67	в самом	3	5
68	то что	10	5
69	художественного творчества	3	5
70	я есть	2	5
71	тем самым	5	5
72	коммуникативного события	7	5
73	художественной деятельности	8	5
74	могут быть	2	5
75	с ее	1	5
76	по сути	1	5
77	можно сказать	1	5
78	а также	5	5
79	того что	6	5
80	только в	8	5
81	уже не	7	5
82	и т.п	4	5
83	между ними	1	5
84	другой стороны	1	5
85	художественности в	1	5
86	в нем	2	5
87	присутствия я	1	5
88	героя и	1	5
89	и то	2	4
90	мы имеем	1	4
91	говорить о	1	4
92	жизни как	1	4
93	еще не	4	4
94	а только	2	4
95	внутреннего я	2	4
96	как к	1	4
97	сознания в	12	4
98	и как	1	4
99	роли в	1	4
100	он не	1	4
101	в другом	2	4
102	самим собой	2	4
103	и тем	4	4
104	в слове	2	4
105	в этих	1	4
106	в ходе	1	4
107	в своей	4	4
108	не столько	5	4
109	лирический герой	4	4
110	эстетический объект	3	4
111	личности в	1	4
112	эстетического объекта	6	4
113	говоря словами	3	4
114	и т.д	1	4
115	между тем	2	4
116	искусства в	1	4
117	для него	2	4
118	со стороны	4	4
119	художественного сознания	3	4
120	прежде всего	11	4
121	а на	1	4
122	не знает	1	4
123	воспринимающего сознания	1	4
124	произведения искусства	3	4
125	как это	8	4
126	как эстетической	2	4
127	например в	3	4
128	к тому	2	4
129	особого рода	2	4
130	сказать что	1	4
131	художественного произведения	1	3
132	того же	2	3
133	перед лицом	1	3
134	со своей	1	3
135	в целом	8	3
136	в виду	3	3
137	как правило	2	3
138	конечном счете	4	3
139	субъекта и	3	3
140	в акте	1	3
141	в художественном	4	3
142	как уже	1	3
143	в противоположность	1	3
144	всего лишь	4	3
145	в которой	1	3
146	художественности и	1	3
147	лишь в	4	3
148	его в	3	3
149	это не	4	3
150	как и	6	3
151	иначе говоря	1	3
152	одного и	1	3
153	несет в	2	3
154	с точки	2	3
155	тем не	2	3
156	однако в	2	3
157	в культуре	3	3
158	автора и	1	3
159	текст и	1	3
160	в отношении	1	3
161	не менее	7	3
162	литературы как	1	3
163	в русской	10	3
164	как раз	4	3
165	потому что	3	3
166	в стихотворении	4	3
167	объекта и	2	3
168	имеет место	1	3
169	рамках которого	1	3
170	в произведении	1	3
171	в пределах	3	3
172	так в	1	3
173	читателя в	2	3
174	мог бы	1	3
175	если бы	1	3
176	произведения как	1	3
177	сути своей	1	3
178	парадигмы художественности	7	3
179	и что	1	3
180	в конечном	5	3
181	что он	5	3
182	к нему	1	3
183	во втором	2	3
184	во всей	1	3
185	читателя зрителя	4	3
186	творческого акта	1	3
187	и того	2	3
188	оказывается в	1	3
189	не случайно	2	3
190	в области	3	3
191	далеко не	3	3
192	в воображении	1	3
193	в рассказе	1	3
194	не на	2	3
195	была бы	1	3
196	эстетического субъекта	9	3
197	и адресата	4	3
198	текста в	1	3
199	зрителя слушателя	3	3
200	в данном	5	3
201	в той	1	3
202	текста как	2	3
203	искусства это	2	3
204	художественного целого	2	3
205	таким образом	3	3
206	в свою	1	3
207	и состоит	1	3
208	в роли	1	3
209	человека и	2	2
210	идет о	1	2
211	между двумя	1	2
212	к другому	1	2
213	по преимуществу	4	2
214	в году	13	2
215	я как	1	2
216	факторов художественного	2	2
217	говоря и	1	2
218	такой деятельности	1	2
219	на свою	1	2
220	я не	7	2
221	личности с	1	2
222	во мне	2	2
223	и на	1	2
224	причастности к	1	2
225	в чем	1	2
226	могло быть	2	2
227	но как	1	2
228	и весьма	2	2
229	художественного впечатления	2	2
230	за пределы	2	2
