N	2gram	Losev_Dial_4	slovoVRo
1	и в	15	41
2	в нем	5	30
3	и т	17	28
4	в романе	1	21
5	могут быть	3	19
6	во всех	2	17
7	не только	8	16
8	и не	30	16
9	точки зрения	14	16
10	но и	4	16
11	а не	18	15
12	то же	9	14
13	и на	5	14
14	в то	6	14
15	и его	7	14
16	в пределах	1	14
17	может быть	17	14
18	не может	11	14
19	в сущности	5	13
20	в его	4	13
21	в этом	11	12
22	до конца	1	12
23	же время	6	12
24	как бы	14	12
25	так и	5	11
26	в той	1	10
27	себя в	2	9
28	все эти	3	9
29	таким образом	5	9
30	той или	4	9
31	или иной	1	9
32	точка зрения	1	8
33	как в	3	8
34	но в	3	8
35	с точки	9	8
36	как мы	1	8
37	в особенности	4	8
38	или в	7	8
39	может не	1	8
40	прежде всего	11	8
41	отношение к	1	7
42	все же	2	7
43	в своей	3	7
44	не в	8	7
45	вовсе не	6	7
46	с ним	3	7
47	и следовательно	3	7
48	на фоне	1	7
49	все они	1	7
50	во всяком	2	7
51	при этом	2	6
52	это не	12	6
53	в них	2	6
54	к своему	2	6
55	в отношении	2	6
56	оно не	2	6
57	только в	7	6
58	и даже	6	6
59	а в	1	6
60	отношении к	2	6
61	в каждый	1	5
62	в самом	2	5
63	т д	15	5
64	с другими	1	5
65	все это	9	5
66	в основе	10	5
67	в языке	1	5
68	к нему	1	5
69	как его	1	5
70	с другой	1	5
71	на своем	1	5
72	в ней	5	4
73	еще не	4	4
74	с его	5	4
75	за пределы	3	4
76	данный момент	2	4
77	перед нами	6	4
78	и наконец	3	4
79	входя в	1	4
80	в которой	2	4
81	но именно	2	4
82	всех этих	1	4
83	не как	4	4
84	и с	4	4
85	лишь в	2	4
86	входит в	1	4
87	как и	7	4
88	в их	3	4
89	том же	1	4
90	в процессе	1	4
91	и для	5	4
92	лежит в	3	4
93	с ее	10	4
94	ничего не	17	4
95	о нем	2	4
96	все его	1	4
97	один из	4	4
98	оно и	3	4
99	с одной	1	4
100	и все	11	4
101	и потому	3	4
102	мы сказали	1	4
103	и от	1	4
104	в смысле	5	4
105	кроме того	2	4
106	и часто	2	4
107	быть и	3	4
108	другой стороны	2	4
109	также и	4	3
110	в зависимости	1	3
111	от всякой	1	3
112	зависимости от	1	3
113	как таковые	1	3
114	данном случае	1	3
115	в своем	5	3
116	не требует	1	3
117	бы и	3	3
118	из этих	2	3
119	в себе	8	3
120	связанные с	1	3
121	вообще не	1	3
122	как оно	1	3
123	и может	2	3
124	его в	1	3
125	было бы	9	3
126	он не	1	3
127	и ее	8	3
128	которые в	1	3
129	она не	4	3
130	не могло	1	3
131	следовательно и	1	3
132	никогда не	2	3
133	в разных	2	3
134	и здесь	1	3
135	не могут	2	3
136	образом в	1	3
137	о том	5	3
138	и во	2	3
139	все время	1	3
140	в него	1	3
141	того что	13	3
142	в том	11	3
143	поэтому и	1	3
144	бы ни	2	3
145	самом предмете	1	3
146	в качестве	2	3
147	конечно не	2	3
148	и чисто	5	3
149	и других	1	3
150	из них	2	3
151	его и	1	3
152	так как	14	3
153	именно в	5	3
154	в свою	3	3
155	по всей	1	3
156	смысла и	3	3
157	не было	2	3
158	в истории	3	3
159	но оно	1	3
160	не были	1	3
161	с этим	3	3
162	в данном	3	3
163	есть как	1	3
164	по существу	1	3
165	с этой	2	3
166	как только	5	3
167	при всем	1	3
168	в результате	6	3
169	лишь как	4	3
170	хотя бы	4	3
171	одной из	2	3
172	с ними	4	3
173	из этого	1	3
174	в свое	2	3
175	которая не	2	3
176	а между	1	2
177	смысле слова	1	2
178	на самом	1	2
179	то в	5	2
180	лежащая в	1	2
181	в котором	2	2
182	мы уже	3	2
183	той же	5	2
184	а как	2	2
185	мы не	9	2
186	же как	1	2
187	из своих	1	2
188	категории и	2	2
189	конечно и	1	2
190	свою очередь	2	2
191	и то	3	2
192	как вещь	2	2
193	в ее	2	2
194	он может	1	2
195	что они	4	2
196	как к	1	2
197	пределах одной	1	2
198	хотя и	6	2
199	от этого	3	2
200	или во	1	2
201	в известном	1	2
202	время и	2	2
203	и по	2	2
204	на этом	3	2
205	всех своих	1	2
206	одно и	1	2
207	не из	1	2
208	те же	1	2
209	на ту	1	2
210	на все	2	2
211	действительно не	1	2
212	нисколько не	2	2
213	был бы	2	2
214	том что	10	2
215	конца ни	1	2
216	до последнего	1	2
217	и той	3	2
218	но он	1	2
219	друг другу	1	2
220	зрения и	1	2
221	даже в	1	2
222	непосредственно и	2	2
223	дело не	1	2
224	такая же	1	2
225	ему не	1	2
226	у нас	3	2
227	ни о	3	2
228	в духе	1	2
229	и о	8	2
230	при всех	1	2
231	роль в	1	2
232	на том	1	2
233	можно было	1	2
234	и вообще	7	2
235	одного из	1	2
236	можно сказать	5	2
237	исторического развития	1	2
238	и всякое	1	2
239	в лучшем	1	2
240	мы видим	4	2
241	и тем	6	2
242	так что	6	2
243	же и	2	2
244	связи с	1	2
245	уже не	9	2
246	и у	1	2
247	если мы	5	2
248	в виде	3	2
249	в одном	4	2
250	с этими	1	2
251	себя от	1	2
252	исторического становления	1	2
253	для того	5	2
254	в другой	1	2
255	именно как	1	2
256	не есть	40	2
257	на которые	1	2
258	жизнь в	1	2
259	совершенно не	3	2
260	что все	4	2
261	в частности	2	2
262	так же	4	2
263	его как	2	2
264	речь в	1	2
265	быть только	1	2
266	должно быть	2	2
267	в контексте	1	2
268	этом случае	1	2
269	не предполагает	1	2
270	лучшем случае	1	2
271	того или	2	2
272	и слово	2	2
273	как раз	4	2
274	не является	1	2
275	одна из	1	2
276	такое понимание	2	2
277	у них	1	2
278	потому что	10	2
279	от всякого	1	2
280	сказать что	6	2
281	к этому	3	2
282	себя как	3	1
283	самостоятельность и	1	1
284	и через	1	1
285	но этим	1	1
286	тех же	2	1
287	самый предмет	1	1
288	и есть	19	1
289	чего не	3	1
290	ведь и	2	1
291	конечно в	1	1
292	действительности и	1	1
293	основные и	1	1
294	в меру	5	1
295	чем именно	1	1
296	как чистое	2	1
297	его не	1	1
298	для своего	1	1
299	мы имеем	5	1
300	при анализе	1	1
301	и ничего	2	1
302	что уже	2	1
303	место в	1	1
304	и фактически	1	1
305	оба эти	1	1
306	но она	1	1
307	в некотором	1	1
308	и он	1	1
309	произведение и	2	1
310	собой в	1	1
311	прибавление к	2	1
312	не нужно	2	1
313	именно эти	1	1
314	на их	1	1
315	без всякого	2	1
316	только два	1	1
317	состояние его	1	1
318	но как	2	1
319	есть своя	2	1
320	не входит	1	1
321	к слову	1	1
322	и чужой	1	1
323	в общем	1	1
324	в новом	1	1
325	отличие от	2	1
326	можно прямо	1	1
327	в едином	1	1
328	друга и	1	1
329	или иное	3	1
330	и такое	1	1
331	в одной	1	1
332	в течение	4	1
333	по которому	1	1
334	стороны и	1	1
335	то или	3	1
336	и исторические	1	1
337	целый ряд	1	1
338	так уже	1	1
339	что по	2	1
340	все возможные	1	1
341	отрешен от	1	1
342	в этот	2	1
343	о самом	1	1
344	за все	1	1
345	где все	1	1
346	в себя	5	1
347	к другому	1	1
348	спокойного и	1	1
349	так или	1	1
350	имеем в	1	1
351	бы не	2	1
352	близости к	1	1
353	в этой	4	1
354	и тот	1	1
355	только один	1	1
356	говорит не	1	1
357	лица и	1	1
358	на то	5	1
359	и если	3	1
360	все ее	1	1
361	с чем	1	1
362	что она	5	1
363	и частично	1	1
364	к миру	1	1
365	что же?	1	1
366	не значит	2	1
367	категорий в	1	1
368	он должен	1	1
369	жизнью и	1	1
370	тоже нет	1	1
371	есть еще	2	1
372	одной и	3	1
373	или иных	1	1
374	в нее	1	1
375	не бывает	1	1
376	именно это	1	1
377	в основу	1	1
378	человека в	1	1
379	то ни	4	1
380	в состоянии	1	1
381	есть все	2	1
382	сознание и	1	1
383	ни чисто	3	1
384	вещи и	2	1
385	не дает	2	1
386	заключается в	2	1
387	здесь как	1	1
388	есть не	5	1
389	предмете а	1	1
390	которая в	1	1
391	чаще всего	1	1
392	в жизни	5	1
393	только одно	1	1
394	ни в	8	1
395	о которых	1	1
396	ни одной	1	1
397	суть формы	1	1
398	что совершенно	1	1
399	и уже	4	1
400	всегда и	3	1
401	и вне	2	1
402	мы видели	1	1
403	значит не	1	1
404	на этот	1	1
405	форма и	1	1
406	как таковой	5	1
407	в один	3	1
408	смысл и	3	1
