N	3gram	Vinokur_Ku_1	Russkaja
1	то же время	2	10
2	в то же	2	10
3	с точки зрения	9	9
4	в том что	15	7
5	на самом деле	2	6
6	во всяком случае	5	6
7	для того чтобы	15	6
8	до сих пор	4	5
9	более или менее	3	4
10	на то что	2	4
11	к тому чтобы	1	4
12	в том случае	1	4
13	не может быть	3	4
14	в этом случае	2	3
15	том случае если	1	3
16	вместе с тем	3	3
17	с тем чтобы	1	3
18	можно было бы	3	3
19	к вопросу о	1	3
20	той или иной	1	3
21	то это потому	1	2
22	точно так же	1	2
23	в настоящее время	1	2
24	в том и	2	2
25	только в том	3	2
26	в себе и	1	2
27	котором идет речь	2	2
28	это потому что	1	2
29	и вместе с	1	2
30	лишь в том	1	2
31	того или иного	3	2
32	о том что	5	2
33	и тем самым	1	2
34	друг от друга	1	2
35	в большинстве случаев	1	2
36	о котором идет	2	2
37	к тому что	2	2
38	должны были бы	1	1
39	и того же	2	1
40	в том виде	1	1
41	есть ничто иное	1	1
42	в силу этого	1	1
43	чтобы мы были	1	1
44	состоит в том	3	1
45	заключается не в	1	1
46	прежде всего на	1	1
47	в свою очередь	3	1
48	на том же	1	1
49	по отношению к	8	1
50	что в этих	1	1
51	в самом деле	7	1
52	естественно поэтому что	2	1
53	что с точки	1	1
54	отношениях к другим	1	1
55	заключающим в себе	1	1
56	в этих последних	1	1
57	этого не меняется	1	1
58	от этого не	1	1
59	лишь тогда когда	1	1
60	в этом отношении	5	1
61	но для этого	1	1
62	свидетельствуют о том	1	1
63	на этот вопрос	1	1
64	это как не	1	1
65	потому что так	2	1
66	что все это	1	1
67	тот или иной	1	1
68	в противном случае	1	1
69	не может но	1	1
70	по крайней мере	5	1
71	только для того	1	1
72	отнюдь не является	1	1
73	роль в истории	1	1
74	сводится к тому	2	1
75	в применении к	1	1
76	говорить что в	1	1
77	в том чтобы	8	1
78	и с точки	1	1
79	лишь к тому	1	1
80	смысле этого слова	1	1
81	разумеется только в	1	1
82	на том основании	1	1
83	во всех этих	1	1
84	в связи с	3	1
85	ничто иное как	1	1
86	к мысли что	1	1
87	так же как	1	1
88	об этом и	1	1
89	потому что они	1	1
90	в совершенно ином	1	1
91	русского языка и	1	1
92	что он есть	1	1
93	а в том	2	1
94	и все же	1	1
95	том основании что	1	1
96	от того что	1	1
97	заключается в том	2	1
98	тех или иных	1	1
99	содержат в себе	1	1
100	когда речь идет	1	1
101	речь идет о	2	1
102	но все же	2	1
103	мог бы привести	1	1
104	одного и того	2	1
105	тем более что	1	1
106	трудно видеть что	1	1
107	именно в силу	1	1
108	тем не менее	4	1
109	по сравнению со	1	1
110	во многих случаях	1	1
111	всех этих случаях	1	1
112	этого слова но	1	1
113	что в большинстве	1	1
114	не трудно видеть	3	1
