N	2gram	Propp_Russ_1	FransuaR
1	и в	36	49
2	то есть	3	32
3	в его	2	18
4	и на	10	17
5	не только	22	17
6	и его	1	17
7	в этом	12	15
8	и не	6	15
9	в году	2	13
10	в них	6	13
11	только в	4	13
12	но и	16	13
13	во время	14	12
14	как и	10	11
15	как бы	5	11
16	в этой	1	10
17	в нем	2	9
18	и др	4	9
19	все это	6	9
20	до нас	1	8
21	то же	3	7
22	все же	5	7
23	все эти	2	7
24	таким образом	6	7
25	как мы	10	7
26	один из	8	7
27	не может	4	7
28	жизни и	1	7
29	мы уже	1	6
30	во всех	4	6
31	в истории	1	6
32	так и	7	6
33	и с	2	6
34	точки зрения	3	6
35	в то	1	6
36	то что	6	6
37	так как	15	6
38	сказать что	1	6
39	с точки	3	5
40	с его	1	5
41	из этих	4	5
42	но не	2	5
43	в своем	3	5
44	при этом	6	5
45	тот же	1	5
46	уже в	1	5
47	в начале	1	5
48	может быть	8	5
49	в особенности	2	5
50	относится к	1	5
51	и потому	2	5
52	и смерти	1	5
53	в основном	3	5
54	и до	2	4
55	и к	3	4
56	но в	2	4
57	в себе	1	4
58	но все	3	4
59	в жизни	2	4
60	в этих	3	4
61	и более	2	4
62	с ним	2	4
63	одна из	4	4
64	в области	3	4
65	и во	1	4
66	а в	9	4
67	тем что	4	4
68	в форме	1	4
69	смерти и	1	4
70	не было	2	4
71	там где	2	4
72	и о	1	4
73	том что	19	4
74	в духе	1	4
75	в своих	2	4
76	значение в	1	4
77	как на	1	4
78	также и	1	3
79	в праздник	3	3
80	место в	1	3
81	был еще	1	3
82	жизни это	1	3
83	не был	1	3
84	точка зрения	1	3
85	он пишет	1	3
86	всех этих	2	3
87	можно было	1	3
88	в церквах	1	3
89	а затем	1	3
90	на все	2	3
91	и других	7	3
92	было бы	1	3
93	из них	8	3
94	ни в	1	3
95	далеко не	3	3
96	несмотря на	3	3
97	мы видели	1	3
98	в г	4	3
99	в одном	3	3
100	их в	3	3
101	и под	1	3
102	но они	3	3
103	в день	6	3
104	к этим	1	3
105	только с	1	3
106	и это	1	3
107	в собственном	1	3
108	так в	4	3
109	в xix	10	3
110	связанных с	1	3
111	и вообще	1	3
112	но здесь	1	3
113	в виду	1	3
114	о том	8	3
115	к нему	1	3
116	наконец в	1	3
117	же в	1	3
118	что он	1	3
119	не дает	1	3
120	и нового	2	3
121	этом отношении	1	3
122	и обряды	3	3
123	что для	1	3
124	о чем	3	3
125	в течение	5	3
126	но эти	3	3
127	и все	1	3
128	в том	17	3
129	как известно	2	2
130	мы здесь	1	2
131	на самом	2	2
132	тех же	1	2
133	по преимуществу	1	2
134	собственном смысле	1	2
135	видеть в	1	2
136	но даже	2	2
137	в ней	2	2
138	еще не	4	2
139	он был	2	2
140	себе и	1	2
141	что они	7	2
142	же с	1	2
143	это был	1	2
144	целый ряд	1	2
145	к числу	1	2
146	та же	2	2
147	в нашем	2	2
148	думать что	3	2
149	на то	1	2
150	мы наблюдаем	2	2
151	и обрядов	6	2
152	подобно тому	1	2
153	так например	6	2
154	и за	1	2
155	связанные с	3	2
156	чем объяснить	1	2
157	на этой	2	2
158	должен был	1	2
159	смысл и	1	2
160	по поводу	1	2
161	не во	1	2
162	и без	1	2
163	что касается	1	2
164	в их	4	2
165	жизнь и	1	2
166	точку зрения	1	2
167	и эти	1	2
168	мы должны	2	2
169	что в	19	2
170	вплоть до	4	2
171	того как	5	2
172	новый год	25	2
173	ничего не	3	2
174	к ней	2	2
175	связи с	4	2
176	могут быть	2	2
177	на основе	1	2
178	сочетается с	1	2
179	в пределах	1	2
180	в дальнейшем	2	2
181	еще в	4	2
182	не были	2	2
183	можно сказать	1	2
184	там же	5	2
185	пелись в	2	2
186	связаны с	3	2
187	нуждается в	1	2
188	и следовательно	1	2
189	очень много	1	2
190	всяком случае	1	2
191	этого праздника	3	2
192	в качестве	3	2
193	есть в	1	2
194	за счет	2	2
195	мы можем	2	2
196	у него	2	2
197	мы еще	1	2
198	связано с	1	2
199	и своего	1	2
200	до конца	2	2
201	становится на	1	2
202	под влиянием	1	2
203	в связи	4	2
204	для них	3	2
205	вместе с	10	2
206	так же	3	2
207	в меру	1	2
208	этого момента	3	2
209	тому как	1	2
210	в тех	4	2
211	по существу	4	2
212	на определенных	1	2
213	но это	4	2
214	под названием	1	2
215	форм и	1	2
216	на новый	2	2
217	хотя и	2	2
218	и другие	13	2
219	в целях	3	2
220	ко всему	1	2
221	из своей	1	2
222	во всяком	1	2
223	все что	1	2
224	то на	3	1
225	начинает выходить	1	1
226	например в	2	1
227	как римские	1	1
228	а иногда	4	1
229	самом деле	1	1
230	только потому	1	1
231	тем же	1	1
232	в определенные	1	1
233	вот все	1	1
234	что эти	1	1
235	должна быть	1	1
236	говоря о	1	1
237	несколько иной	1	1
238	из всех	1	1
239	в несколько	1	1
240	г в	4	1
241	определенные дни	1	1
242	мы имеем	4	1
243	которую мы	1	1
244	половине xix	2	1
245	время от	1	1
246	еще до	2	1
247	других праздников	2	1
248	но она	2	1
249	не вполне	1	1
250	христа на	1	1
251	того же	1	1
252	значения это	1	1
253	и он	1	1
254	каждый праздник	1	1
255	обряда и	1	1
256	на них	1	1
257	но этого	1	1
258	других праздниках	1	1
259	в чем	1	1
260	же она	1	1
261	значение и	2	1
262	только тогда	1	1
263	по отношению	1	1
264	в общем	1	1
265	иногда и	5	1
266	местный характер	1	1
267	так что	2	1
268	же цели	1	1
269	независимо от	2	1
270	как в	5	1
271	однако не	1	1
272	перед нами	1	1
273	тех случаях	1	1
274	не будем	3	1
275	а и	5	1
276	что по	4	1
277	и наконец	1	1
278	смерти они	1	1
279	от этого	1	1
280	и питье	1	1
281	животных и	4	1
282	в которой	1	1
283	других аналогичных	1	1
284	в целом	2	1
285	его следует	1	1
286	еще далеко	1	1
287	что праздник	1	1
288	приуроченная к	1	1
289	по форме	1	1
290	были связаны	2	1
291	и те	3	1
292	века к	1	1
293	теми же	1	1
294	главным образом	2	1
295	вера в	1	1
296	оно было	1	1
297	он не	1	1
298	и новым	1	1
299	в силу	2	1
300	том чтобы	1	1
301	влияние на	1	1
302	друг с	1	1
303	его от	2	1
304	и церковь	1	1
305	и по	8	1
306	на этом	3	1
307	на других	3	1
308	народного творчества	2	1
309	основные черты	1	1
310	в веселый	1	1
311	которые уже	1	1
312	смысле в	1	1
313	в веселье	1	1
314	что все	1	1
315	в совершенно	1	1
316	об этом	9	1
317	его в	1	1
318	входит в	4	1
319	это не	10	1
320	и литературных	1	1
321	есть несколько	1	1
322	времен года	1	1
323	по улицам	4	1
324	праздники эти	1	1
325	этом мы	1	1
326	обряды не	1	1
327	не всегда	1	1
328	некоторые из	1	1
329	следы его	1	1
330	так называемый	2	1
331	этих песнях	2	1
332	в развитии	1	1
333	года и	1	1
334	когда вся	1	1
335	ряде других	1	1
