N	2gram	Ircho_Kome_3	Psycholo
1	и в	22	38
2	то что	4	35
3	все время	2	30
4	в том	12	25
5	в самом	9	25
6	самом деле	6	21
7	что в	5	20
8	может быть	6	19
9	и что	6	18
10	на то	3	16
11	что она	4	16
12	точки зрения	4	16
13	в ней	4	15
14	и т	4	14
15	том что	13	14
16	если бы	8	14
17	как бы	3	14
18	потому что	10	14
19	в этом	8	13
20	в этой	3	13
21	и мы	3	13
22	не только	5	12
23	таким образом	12	12
24	было бы	3	12
25	не в	4	12
26	мы видим	1	12
27	что он	8	11
28	то же	7	10
29	в сущности	2	10
30	и не	21	10
31	же самое	3	10
32	и все	2	10
33	с точки	3	9
34	того чтобы	6	9
35	в двух	3	9
36	с этим	3	8
37	все же	4	8
38	и как	1	8
39	с тем	4	8
40	как и	3	8
41	в одном	2	8
42	и это	2	8
43	так что	6	8
44	вовсе не	4	8
45	как раз	6	8
46	для того	6	8
47	перед нами	1	8
48	для нас	1	8
49	из этого	2	8
50	с другой	4	7
51	мы можем	3	7
52	не может	3	7
53	все то	1	7
54	как мы	2	7
55	в ее	3	7
56	что у	1	7
57	никак не	1	7
58	между тем	2	7
59	может служить	1	7
60	а не	4	7
61	а в	7	7
62	и на	2	6
63	в которых	5	6
64	как это	5	6
65	и если	2	6
66	он не	5	6
67	в котором	2	6
68	тому что	2	6
69	она не	2	6
70	не имеет	3	6
71	самого начала	4	6
72	и его	6	6
73	к тому	6	6
74	указывает на	1	6
75	с самого	4	6
76	ясно что	6	6
77	и здесь	4	6
78	о том	8	6
79	один из	3	6
80	с одной	3	6
81	если мы	2	6
82	из них	5	6
83	так как	11	6
84	до сих	9	6
85	он говорит	2	6
86	мы не	2	5
87	я не	1	5
88	в своем	8	5
89	могли бы	1	5
90	в которой	3	5
91	на этом	1	5
92	в другом	2	5
93	несмотря на	4	5
94	в своей	5	5
95	т п	4	5
96	и когда	1	5
97	в его	8	5
98	в какой	3	5
99	но и	4	5
100	действующих лиц	1	5
101	одной стороны	3	5
102	вместе с	9	5
103	сих пор	9	5
104	или в	1	5
105	о котором	1	5
106	другой стороны	2	5
107	совершенно не	2	5
108	время как	2	4
109	во всех	2	4
110	что они	2	4
111	идет о	3	4
112	как в	2	4
113	когда он	4	4
114	в целом	3	4
115	все эти	1	4
116	в тех	1	4
117	раз в	2	4
118	в себе	4	4
119	если он	2	4
120	в нем	3	4
121	при этом	7	4
122	т д	1	4
123	здесь мы	1	4
124	она была	2	4
125	не мог	2	4
126	но если	3	4
127	что эта	2	4
128	что с	2	4
129	никогда не	3	4
130	больше чем	2	4
131	и совершенно	1	4
132	когда в	1	4
133	в виду	2	4
134	что и	8	4
135	с той	1	4
136	только в	1	4
137	конечно не	3	4
138	у него	4	4
139	и даже	3	4
140	и между	1	4
141	из которых	2	4
142	по своему	3	4
143	в течение	3	4
144	и для	4	4
145	речь идет	5	4
146	в свою	7	4
147	сказать что	1	4
148	в своих	2	4
149	должен быть	2	3
150	того же	6	3
151	едва ли	7	3
152	из всех	2	3
153	на тему	1	3
154	что по	1	3
155	и к	3	3
156	но в	5	3
157	из этих	1	3
158	больше не	1	3
159	не к	1	3
160	состоит в	2	3
161	что все	1	3
162	конечно в	1	3
163	рассказывает о	1	3
164	бы в	4	3
165	его в	8	3
166	и тем	1	3
167	ни в	10	3
168	в них	3	3
169	далеко не	3	3
170	отвращение к	1	3
171	место в	1	3
172	бы не	2	3
173	в то	6	3
174	того как	1	3
175	к концу	2	3
176	в основе	2	3
177	именно это	1	3
178	как только	1	3
179	на это	3	3
180	и о	2	3
181	из двух	1	3
182	наряду с	2	3
183	он был	4	3
184	из одного	1	3
185	и только	1	3
186	здесь не	2	3
187	тот же	2	3
188	был бы	2	3
189	не так	3	3
190	ее не	1	3
191	к ним	3	3
192	тем что	5	3
193	такое же	2	3
194	что не	3	3
195	это только	1	3
196	этот рассказ	1	3
197	я говорю	2	3
198	в сборнике	1	3
199	только для	2	3
200	все это	5	3
201	она должна	1	3
202	к этому	6	3
203	как на	1	3
204	в таком	2	3
205	отношения к	2	2
206	например в	1	2
207	как противоречие	1	2
208	которую они	1	2
209	другой смысл	1	2
